,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X600089.SH,X600584.SH,X600372.SH,X000157.SZ,X002028.SZ,X600703.SH,X600741.SH,X000977.SZ,X600066.SH,X600418.SH,X002236.SZ,X600522.SH,X600183.SH,X002049.SZ,X601877.SH,X000921.SZ,X002294.SZ,X600487.SH,X601799.SH,X000800.SZ,X002180.SZ,X002074.SZ,X600177.SH,X002129.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223505231551987,0,0,0,0,0,0,0.0685257717909938,0.272510122416098,0,0,0,0,0,0,0,0,0.0344620747810525,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0591617367300622,0,-0.0208945262962757,0,-0.0554545631995085,0,0,0,0,0,0,0,0,0,-0.0140925419816813,-0.0254339378545994,0,0,0,0.0306718970689585,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.153780979559294,0,0,0,0.0491444553304036,0.0245288039119037,0,0,0,0,0.0711718007975741,0.314885739272006,0,0,0,0,0,0,0,0,0,0,0,0.175041090458718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736469472132387,0,0,0,0.026511716304325,0,0
X600276.SH,0,0,0,0,-4.33680868994202e-19,0.0409670267190695,0,-0.0301664933180154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244411811578729,0,0,0,0,0,-0.00763449102441445,0,0,0,0.0524953106202216,0,0,0.163084934965658,0,0,0,0,0,0,0,0.199390783329194,0,-0.0623508756799391,0.0279179515182326,0,0,0,-0.0013649086175672,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912535589144262,0,0,-0.0542019744739908,0,0,0.460946113381801,0,0,0.23669483367095,0,0,0,0,0,0,0,0.0588735364945665,0,0.159675861793519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610467451045748,0,0,0,-0.0289739923591625,0,0
X002415.SZ,0,0,0,0,0,0.1059367902317,0,-0.0514989249475991,-0.0156807171633431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.109699481049114,0.161444323108197,0,0,0.201752808407791,0,0,0,0.0467643748298913,0.0248314932914515,0,-0.196938783017086,0,0,0,0,0,0.0292276630839007,0,0,0,0,0.0240099549900479,0,0
X600690.SH,0,0,0.0222928110765308,0,0.0291067538011571,0,0.319801062501015,0,0,0,0,0.0678737260652462,0,0,0,0,0,0,0.110866921666599,0,0,0.0268003441436622,0.0508407420323095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078152062686797,0,0,0.0389394174134509,0.252863556838508,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0132771423392779,0,0
X000651.SZ,0,0,0,0,0,0.113752694074476,0,0,0.0577200949287166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317484253787283,0,0,0,0,0,0,0.0489981200658405,0,0,0,-0.0151811988113686,0,0,0.156931188175171,0,0,0,0,0,-0.0371062550185949,0,0.00455362881940285,0,0,-0.0231842936766007,0,0.0188277604462555,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0770752593919418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243242315385169,0,0,0,0,0,0,-0.0719202655606758,0,0,-0.0835688173222399,0,0,0,0,0,-0.122575192065131,0,0,0,0.145479852786692,0,0,0,-0.191754222446346,0,0,0.237225317039124,-0.193254067544762,0.0345329954497514,0,0,-0.00524766911896109,0,0
X600809.SH,0,0,0,0,0,0,0,0.0542673488037383,0,0.176282683303254,0,0,0,-0.0670741919408997,0,0,0.0157402584862904,0,0,0.628323872417794,0,0,0,0,0,0,0,0.0580302120786149,0,0,0,0,0,0,0,0,0,0,0,-0.0450814791005611,-0.00178918989075326,0,-0.128918723834406,0,0,0,-0.0327970027873027,0,0,0,0,0.019075295956748,0,0,0,0,-4.33680868994202e-19,0,0
X000568.SZ,0.0667025705042113,0.534190777336735,0,0,0,0,0,0,0.264085066393011,0,0,0,0,0,0,0,0,0,0,0.111116099761004,0,0,0,-4.33680868994202e-19,0,0,0.0434023561250338,0,0,0,0,0,0.0926866392804598,0,0,0,0,-0.0878660464961762,0,0,0,0,-0.130057696237192,0.0439885153320665,0,0,0,0,0,0,0,-0.049912718643272,0,-0.0820550886603291,0,0,-0.0169237220042112,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987803256595492,-0.0666594462210571,0,0,0,0,0.0692294231856258,0,0,0,0,0,0,0.311830914186868,0,0,0,0,0,0,0.184271477139432,0.0179557722549955,0,0.101284473104464,0,0,0,-0.0752356680487466,0,0,0,0,0.239604747692018,0,0,0,0,0,0,0.0405092856632332,0,0,0,0.00806574716243284,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0503952789222297,0,0,0,0,0,0,0,0,-0.0648596214882354,0,-0.0100278625893665,0,0,0.660042433382416,0,0,0.145120562023055,0,-0.210921363699717,0,0,0,0.0216440785314982,0,0,0,0,0,0,0,0,0,0,-0.0144646387251251,0,0,0,0.238792806511781,0,0,0,0,0,-0.0893546506119894,0.0175711392385013,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0610384413387707,0,-0.00907800829173439,0,0.131197123831012,0,0,0,0.0167891403703571,0,0,0,0,0,0,-0.0196301225106636,0,0,0,0,0,0,0,0,0,0,0.0497016878560351,0,0,0.00927992074179078,0,0.184512999394504,0,0,0,0,0,0,0,0,0.0282544490425796,0,0,0,0,0,0,0,-0.0439755451424257,0,0,-0.00356218097680398,0,0
X600031.SH,0,0,0,0,0,0.17124566311911,0,0,0,0,0,0,0,0,0,0,0,0,0.176789345928016,0,0,0,0.0250749980701683,0,-0.0202041012060871,0,0,0,0.122162704245997,0,0,0,0,0,0.140357356674789,0,0,0,0,0,6.93889390390723e-18,0,-0.0361432249109069,-0.176606649009822,0,0,0,0,0,0,-0.063958795464449,-0.103208051300312,0,-0.101833607874479,0,0,0.0165614691235189,0,0
X000625.SZ,0,0,-0.0437585846658819,0,0,0,0,0.00840800058307427,0,0,0,0,0,0,0,0,0,0,0,-0.0704517749172071,0,0,0,0.0449615040394853,0.000671136040375083,0,0,0,0,0,0,0.202580464511736,0.104560574008836,0.0542462585053672,0.333890594230659,0,0,0,0.163453070927327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600343869212389,0,0
X000063.SZ,0,0,-0.0818529767874032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619989094762974,0,0,0,0.157806023498372,0,0,0,0,0,0,0,0,0.261372346263048,0,0,0,0.0552041574285093,0,0.00928482904662596,0,0,0,0,0,0,0,0,0,0.142102517005159,0,0,0,0.0777172799774629,0,0,0,0.0323447100961419,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.201072460886312,0.165397612778237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134816240482408,0,0.0814717242265191,0,0.170224170494679,-0.022463991163592,0,0,0,0,0,0,0,-0.0932485977269178,0,-0.100508254582956,0,0,0,0,0,0,0,0,0.22890436052441,0,0.0247284101784595,0.035127909713544,0,0,0,0,0.00915003013283342,0,0
X300124.SZ,0,0,0,0.056372042561612,0,0,0,0,0,0,-0.0645932703323854,0,0,0,0,0,0,0,0,0,0.2131418860695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525771490844127,0,0,0,0,0.21563668189802,0,0,0,0,0,0.171670652400882,0,0,-0.142695462653211,0,-0.0929551477279342,0,0,0.0176132980971263,0,0
X000338.SZ,0,0,0,0,0,0.239987409495666,0,0,0,0,0,-0.159267865714693,0,0.189936295514391,0,0,0,-0.0378714498308411,0,0,0,0,0,0,0,0,0,0,0.0200118288514094,0.127082945044587,0,0,0,8.67361737988404e-19,-0.158545265076035,0,0.241831596048851,0,0,0,0.0841117072176685,0,0,-0.01327185235902,0.122387031020024,0,0,0,0,0,0,-0.0886930073286573,-0.0119972304223721,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,-0.0304955779924236,0.443255493006942,0.365804047573071,0,0,0,0,0,0.236610849413411,0,0,0,0,0,0,0,0,-0.0226998390575172,0,0,0,0,0,0,0,0,0,-0.0617669780865383,0,0,0,0,0,0.107730990616894,0.104921066545406,0,0.0700830760331448,0,0,0,0,0.100181995119026,0,0,0.0228210620966551,0,0,0,0,0.00640509979300618,0,0
X002179.SZ,0,0,-0.100497180107286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543251572974178,0.0346445293570478,-0.00545433369220163,0,0,0,0,0,0,-0.0635361018418718,0.304039522571178,0.0899705599561493,0.14330837061098,0,0,0,0.0245164656942512,0,0,0,0.10006258656116,0,0.155695091259669,0,0,0,0,0,0,0,0,0,0,0,-0.0622528085614471,0,0,0,0,-0.0189701048100111,0,0
