,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X600487.SH,X002008.SZ,X002456.SZ,X300124.SZ,X600809.SH,X000661.SZ,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X600066.SH,X000625.SZ,X300142.SZ,X300136.SZ,X600498.SH,X002007.SZ,X600566.SH,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X600522.SH,X002180.SZ,X000869.SZ,X002049.SZ,X600177.SH,X600089.SH,X002371.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.325550435591679,0.0634385736188564,0,0,0,0,0,0,0,0,0,0,0.120382111534269,0,0,0,0,0.0444333123732696,0,0,1.73472347597681e-18,0,0,0,0.0100819723144316,0,0,0,0,0.0188123827526585,-1.73472347597681e-18,0,0,0,0,0,0.0934660769920636,0,0,0,0,0,0,0,0,0,0,0.00378474543170785,0.00596453405978018,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0389998210632368,0,0,0.334603199028127,0.191074620781445,0.164701871976924,0,0,0,0,0,0,0,0,0,0,0,0,0.0191723515076963,0,0,0.0143017437770834,0,-0.0349694771695685,0,-0.0656267782520996,0,0,0,0,0,0,0,0,0,0,0,0,0.108579096371134,0,0,0.00836582363107319,3.46944695195361e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0324094048977809,0,0,0,0,0.0853083515088947,0,0.383707473708598,0,0,-2.16840434497101e-19,0,0,0.105684570731153,0,0.0340364958932949,0,0,0,0,0,0,0,0,0.0419645041823328,0,0,0,0,0,0,0,0.0172223746937945,0,0,0,0,0,0,0,0.00411082516139201,0.0140402699966299,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0560356676414157,0,0,0,0,0,0,0.147510148018065,0,0,0,0,0,0,0,0,0.0980537952062318,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0752061074166197,0.136411284451993,0.455604772092246,0,0,0.150430442054559,0,0,0,0,0,0,0,0,0.0590084803229496,0.0282765938490946,0.0285785026713334,0,0,0,0,0,0
X000858.SZ,0.168287967344055,0,0,0,0,0.195264551952563,0.261009541540669,0,0.0650243838072025,0,0,0,0,0,0,0.119445375180045,0,0,0,0,0,0,0,0,0,0,0.113639297195814,0,0,0,0,0,0,0.0392677489574441,0,0,0,0,0.0781187589741846,0,0,0,0,0,0,0,0,0,0,0,0,0.00716851080327125,0.00744336461387204,0,0,0,0,0,0
X000651.SZ,0.0753037861122371,0,0,0,0,0,0,0,0,0.0174236805926367,0,0,0,0,0,0.26277157155768,0,0,0,0,0,0.214262252733751,0,0.148811794795007,-4.33680868994202e-19,0,0,0,0.0468814598110932,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842134518392591,0.0146157978473621,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0934509191048413,0.798040241992062,0,0,0,0,-0.0178348584546845,0,0,0,0,0,0.181920311389958,0,0,0,0,0,0,0,0.125849420087291,0.0766954858245381,-0.0331965665857636,0,0,0,0,0,0,0,-0.0398557338837658,0,0,0,0,0,0,0,-0.0469138774787367,0,0,0,0,0,0,0,-0.0678344104817674,0,-0.0125022826413027,-0.0366750190228397,0,0,0,0,0,0
X000725.SZ,0,0,0.0351012963228864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131631220724114,0.0567275321644741,0,0.0363171394966569,0.117509897541277,0,0,0,0,0,0,0.410055218832151,0,0.0803003060002933,0,0,0,0,0,0.0636661223386685,0,0,0,0,0,0,0.208813955600216,0,0,0,0,0,0.0277239404902668,0.0899564584386224,0,0.00610107661492638,0.0272298680569208,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.411897616531056,0,0,0,0,-0.12500257075708,0.233236297207616,0,0,0,0,0,0,0,0.110480143290071,0,0,0,0.0344419230511702,0,0,0,0,0,0.132493211541128,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157817224820134,0.00745434035107665,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.187383813219803,0,0,0,0,0,0,0,0,0,0.353410723370687,0,0,0,0,0,0.0849593067087023,0,0,0,0,0,0.0895908694978302,0,0,0,0,0,0,0,0,0.23185527096594,0,0,0,0,0.10447391506946,-0.0550779270940743,0,0.0780649003255881,-0.0303010689047174,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0240177537779084,0,0,0,0,0,0,0.261770797515192,0,0,0,0,0,0.395756874203759,0,0,0.120906430884407,-0.15608243195349,0,0,0,0,0.0164378139078885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100630461771995,0,0,0,0.0258756928755181,0,0.0224223331366875,0.0573198696690297,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0701793791217283,0.0388956202964465,0,0,0,0,0,0,0.0958752538961867,0,0,0.110273314038567,0,0,0.25353694284679,0.120476184943159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12448753896948,0,0,0,0,0,0,0,0,0,0,0,0.0331978941421441,0,0,0.0102111478914993,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.0139363422451432,0,0,0,0,0.144341582460242,-0.0774604448547412,0,0,0,0,0,0,0,0.105740082816473,0,0,0,0,0,0,0,-0.0606699547135186,0,0,0,0,0,0,0.0346062123945001,0,0.34618660917954,0,0.00928343853571814,0,0,0.0380479371500865,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0133327317031271,0,0,0,0,0,0,0
X600741.SH,0,0.0390753821636795,0,0,0,0,0,0,0,0.0221179813041447,0,0.207828496176706,0,0,0,0,0,0,0,0,0,0.1632837744923,0,0,0,0,0.118572484704599,0,0,0,0,0.000684695127742093,0,0,0,0,0,0,0,0,0,-0.0877292455078999,0,0,0,0,0,0,0.0235780665751339,0,0,0.0191438403317062,0.0225960961529528,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.340819235975547,0,0,0,0.013297205699087,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.191086222302383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122519577489559,0,0.00277244158668197,0,0,0,0,0,0,0.0607960138828926,0,0.0166769927573243,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.523797202678251,0,0.174148551322902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110452793978453,0,0,0,0,0.118719801202468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675918095497581,0,0.188500036365855,0,0,0,0,-0.0549623693387312,0,0,0.010886704143064,0.0106480880110283,0,0,0,0,0,0
X300003.SZ,0.151004193511492,0,0,0.420004687201305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639716824291504,0,0,0.0840821005800689,0.0255564160059625,0,0,0.00860963257426629,0,0,0,0,0,0,0,0,0,0,0,0.164647175658523,0.138131910064051,0,0,0,0.0901539007313556,0,-0.0119216900338128,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38719211421617,0,0,0,0.077342732397068,0,0,0,0,0,0,0,0,0.143655371789693,0,0.0324281293167335,0,0.0978298757081175,0,0,0.0529581111156553,0,0,0,0,0.0354657716090408,0,0.0449391219327461,0,0,0,-0.0259803574979773,-0.0418809502330079,0,0,0,0,0,0
X002236.SZ,0,0,0.154835564131018,-0.45466751191721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563486125625367,0,-0.179962642943809,0,0,0,0,0,0.0282104843121418,0,0,0,0,0,0,0,0.0841407457883155,0,0,0,0,0,0,0.365331061054837,0,0,0,0,0.0570776160829262,0,-0.0286378496288997,0.0460367565650681,0.0474142174505772,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.0042544030589786,0,0.0887443839945316,0,0,0,0,0,0,0,0,0.0667924486324572,0,0,0.18858129807812,0.0803061711352868,0,0,0,0,0,0,0,0,0,0,0,0.0836917081858757,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16948017362383,0.124595026445152,0,0,-0.00436060442528973,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225846543278653,0.210565557646176,0,0,0,0.163726528436741,0,0,0,0,0,0,0,0,0,0,0,0,0.170175642380608,0,0.0256571131921163,0,0,0,0.139830641327927,0.349707468882466,0,0,0,0,0,0,0,0,-0.00510380831999066,0,0,0,0,0,0,0
X002008.SZ,0,0,0.295781844130938,0,0,0.0289110493764931,0,0,0,0.0954722405629096,0.117534853076602,0,0,0,0,0.0191219793490926,0.224308569119752,0,0.0146925946952796,0,0,0,0,0,0.010157130764725,0,0,0,0,0,0,0,0,0,0.0234249830504012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790939258440755,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0461110956086867,0,0,0,0,0,0.0657626933610749,0.6775518761362,0.0586633483054499,0,0,-8.67361737988404e-19,0,-0.0449596068943521,-0.0800656506018491,0,0,0.140005916530594,0,0,0,0,0,0,0,0,0,0,0.0598184472889989,0,0,0,0,0,0,0,0,0.0067323355113197,0,0,0,0,0.110158866445406,0,0,0,0.00937585290084153,0,-1.0842021724855e-19,0.021570832118498,0,0,0,0,0,0
