,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002241.SZ,X002506.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600118.SH,X600031.SH,X600066.SH,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X300124.SZ,X002049.SZ,X600177.SH,X002465.SZ,X601877.SH,X002129.SZ,X002074.SZ,X002456.SZ,X002294.SZ,X000869.SZ,X300003.SZ,X600867.SH,X000977.SZ,X002426.SZ,X600498.SH,X002085.SZ,X300001.SZ,X002276.SZ,X600582.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0261310248621442,0,0,0,0,0,0,0,0,0,0,0,0.0698567919802991,0,0.0610917066734181,0.0138950575722268,0,0,0,0,0,0,0.0281631998684025,0,0,0,0,0,0,0,0.112801486516103,0,0,0.00910498308931662,0,0,0,0,0,0.0535149654633626,0,0,0,0.0176272319933686,0.0271842398570719,0,0,0,0,-0.000854331675933747,0.0110928328084052,0,0,0,0,0,0
X600104.SH,0,0,0,0.00950511705124985,0,0,0,0,0.217687659478516,0,0,0,0,0.108882100026645,0,0,0,0,0,0,0,0,0.0653811097289642,0,0.0240826756992871,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0558969563734212,-0.0813366749299352,0,0,0,0,-0.0386230169822547,0,0,0,0,0,0.00132575613221436,0.0202902831795353,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.00162425095636378,0,0,0,0.0556272822826134,0,0,0,0.0881618120954831,0,0,0,0.117200409742763,0,0,0,0,0.266750487368196,0,0.0794311820816431,0.0405397219548246,0,0,0,0,0,0.0235860331629204,0,0,0,0,0,0,0,0,0.01089375722019,0,0,0.0457910147533756,0,-0.00814890932752166,-0.00627273644506353,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.179718894612559,0,0,0.157071542934032,-0.00744198715628884,0,0,0,0,0.0762711139489326,0,0,-0.0133523479803791,0,0,0,0,0,0,0,0,0,0,0,0,0.276507378010619,0,0,0,-0.0916598542544334,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.024619917807249,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461696564689691,0,0,0,0,0,0,0,0,0,0,0.0746965732738057,0,0.104496528626841,0,0,0.117385000624772,0.031265874509935,0.0576525507717199,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.10505110481786,0,0,0,0.0469373886807198,0,0,0,0.0211341398405885,0,0.215369558299059,0,0,0,0,0,0,0,0,0,-0.0141213751379383,0,0,0,0,0.0235829840834858,0,0,0.0459112045430839,0,0,0,0,0,0,0,0.119128999504938,0,0,0,-0.00701953505135067,-0.00720103496721289,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.133236708779528,-0.00989846263208257,0,0,0,0,0,0,0,0.11886683321027,0,0,0,-0.0524830634935403,0,0,0,0,0,0.207475272719525,0,-0.0361963137495875,0,0,0,0,0,-0.0231843409836897,0.113362633029193,0,0,0.0712248798023382,-0.0447945208218777,0,0,0,0,0,0,0,0,0.00263926950125432,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0706326121275217,0,0,0.161192987611805,0,0,0,0,0,-0.0015237863654773,0,0.0811547593685428,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434583698768708,0,-0.0221616793998653,0,0,-0.17864518871343,0,0,0.134298863029662,0,0,0,0,0,0,0,0,0.0393746346532888,0,0,-0.0344767926203741,0.0232633987936324,0,0,0,0,0,0
X000625.SZ,0,0,0,0.164751236790659,0,0,0,0,0,0,0,0,0,0,0,0,0.222601087647546,0,0,0,0.0215294630209954,0,0.0522453711276217,0,0,0,0,0,0,0,0,0.0921120740205206,0,0,0,0.0616599212653052,0,0,0.00178710142229514,0,0,8.67361737988404e-19,0,0,0,0,0.0383980370442251,0,0.052824188605867,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210243794375062,0,0,0,0,0,0,0,0.036854236717323,0,0,0.133324583058321,0,0.111384878557577,0,0,0,0,0,0,0,0,0,0.0798793542807346,0,0.224387682378828,0,0,0,0,0.0764164939751659,0,0.0299274932961647,-0.00824339647650871,0,0,0,0,0,0
