,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600031.SH,X600690.SH,X600118.SH,X600271.SH,X000100.SZ,X600372.SH,X002129.SZ,X600703.SH,X000157.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X600177.SH,X002236.SZ,X600066.SH,X600582.SH,X000559.SZ,X300124.SZ,X002292.SZ,X000977.SZ,X600060.SH,X600435.SH,X002465.SZ,X600839.SH,X002456.SZ,X000800.SZ,X002475.SZ,X601877.SH,X600198.SH,X002294.SZ,X300003.SZ,X000581.SZ,X002007.SZ,X002491.SZ,X000623.SZ,X002276.SZ,X600498.SH,X000568.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-3.46944695195361e-18,0.0244707933235865,0,0,0,0,0,0,0.171602766176782,0,0,0,0,0,0,0,0,0,0,0,0,0.0375556064140983,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283930275895253,0,0.289538068388853,0.0134720289667726,0,0.00140386650689844,0.00746800029094618,0,0,0,0,0,0
X600104.SH,0,0,0.0170670354077085,0.190782553675332,0.112907892331469,0.0450596818982458,0,0,0,0,0,0,0,0,0,0.03225698738184,0,0,0,0,0,0,0,0,0.0615633253509571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119760415132779,0,0,0,0.00140554016369302,0,0,0,0,0,0
X002415.SZ,0,0,0,0.244163359058398,0,0.0201214256126289,0,0,0,0,0.0117565322256623,0,0,0,0,0,0.0429962026131723,0,0,0,0,0.0132219985851306,0,0,0,0,0,0,0,0,0,0,0,0.082155360279707,0,0,0.0772175178923454,0,0,0,0,0,0,0,0,0.295813114560179,0,0,0,0,0,-0.000902373143053849,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0811515295622397,0,0,0.13505916882527,0,0,0,0,0,0.139970382053667,0,0.0295746585956143,0.0476880534663284,0,0,0,0.0307036379579835,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0699797985532731,0,0,0.0600216696715344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184084597866649,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0620902315078012,0,0.132101118015467,0,0,0,-0.0056250982686269,0.121250812860489,0,0,0,0.00299384450650807,0,0,0,0,0.23104752899815,0,0,0,0,0,0,0,0.115448450096409,0,0,0,0.0437878389702036,0,0,0,0,0,0,0,0,0.19541992595435,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.126758903392701,0,0.0531612600476288,0.113560668876897,0,0,0,0,0,0,0,0,0,0,0.0458511151985045,0,0,0,0,0,0,0.0815650400503106,0,0,0,0,0,0,0,0,0,0,0,0,0.107139047801678,0,0,0,0,0.00477606917912969,0,0,0,0,0,0,0,0.228256767721242,0.0465907161472479,0,0,-0.00880365260751506,0,0,0,0,0,0,0
X000625.SZ,0,0,0.270328936101034,0.112764713428929,0,0,0,0,0,0,0,0,-0.070162055758797,0,0,0.0290765660603411,0,0,0.11114781813029,0,0,0,0.0276359744211666,0,0.0528172839763807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448020460071375,-0.0821320697206915,-0.0797618498113656,0,0,0,-1.73472347597681e-18,0,0,-0.00766094086377598,0.0079561530011356,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00575145500399181,0.0264934495686239,0,0.0138350167263028,0,0,0,0,0,0,0,0,0.0106752743823795,0,0,0,0,0,0,0,0,0.414156753386865,0,0,-0.0140016505656572,-0.0286584011213512,0,0,0,0,0,0
X000858.SZ,0,0.156983726949786,0.0088482669932161,0,0,0,0,0,0,0,0,0.0295822203934829,0,0.0438652664179862,0,0,0,0,0.00774073739654656,0.0796787488155563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351942481968198,0,0,-0.00451556840395218,0.00118014698085994,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0612600488383598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0579709450626853,0,0,0.0353286534312285,0,0,0,0,0,0,0,0,0,-0.0414004183721352,0,0,0,0,0,0,-0.00485398176848979,-8.67361737988404e-19,0,0,0,0,0,0
X600031.SH,0,0,0,-0.130598511784777,0,0,0,0.00239326145169269,0,0,0,0,0,0,0,0.111367974413282,0,0.108094791724893,0.493324215376823,0.0614780167119033,0,0,0,0,0,0,0,0,0,0,0,0.0160356515513083,0,0,0,0,0,0,0.0268807579526192,0.0171493451253285,0,0,0,0,-0.0143457170098758,0,0,4.33680868994202e-19,0,0,0,0.0104155467897598,0.0282774982894975,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603049638030631,0.0781972784813466,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000714510800821606,0,3.46944695195361e-18,0.00933327348487167,0,0,0.0816642022053118,0,0,0,0,0.0731660186929695,0,0.0192742256432337,0.0972595737385526,0,0,0.00332061194870579,0.0711019066663724,-5.42101086242752e-20,0,0,0,0.00226591909871733,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.149321215700401,0,0,0,0,0,0.11224908790579,0,0,0,0,0,0,0.0636208421340476,0,0,0,0,0,0,0,0,0.116780426745978,0,0.141122225894779,-0.0633599119977672,0,0,0.238562913720564,0.0790388979385109,0,-0.144077959002235,0,0,0,0,-0.13230047679611,0.173115554162241,0,0,-0.0784850654394556,0,0,0,0,0,0,0,0.00893336037167518,0,0,0,0,0,0
X600271.SH,0,0,0.197730051408946,0,0,0,0,0,0,0,0,-0.0776054474169487,0,0,0,0,0,0,0,0,0,0,0,0,0.235884411547572,0,0.0333683549132842,0,0,0,0,0,0.0589977955661761,0.0310571535685126,0,0,0,0,0,0,0,0,0,0.0116886674781918,0,0.13539350833352,0,0,0,0.237371659954357,0,-0.0177416533228193,-0.0356340402883528,0,0,0,0,0,0
X000100.SZ,0,0,0,0.113396543514912,0.0562331832311727,0.126204078497482,0,0,0,0,0.0264631400015499,0,0,0,0,0,0,0,0.0241403404717349,0,0,0,0,0,0,0,0,0,0,-0.000723150280060682,0,0.315743121375347,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473924681048022,0.0869968037990876,-0.0312488600473427,0.000586877169989752,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0.159111626052066,0,0,0.102129035953496,0,0,0,0,0,0.176446162694629,0,0,0.0135006529270393,0.0379889586553226,0,-0.0381693988072355,0,0,0,0,0.11295539684361,0,0,0.0734342976075964,0,0,0,0,0,0,0.062444531853074,0.0292003066159211,0,0,0,0,0,0.0319460988655649,0,0,0,0,0.166116817210914,0,0,0,0,0,0,0,-0.0225170630029743,-0.00662361293172084,0,0,0,0,0,0
