,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600276.SH,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X000977.SZ,X600522.SH,X002028.SZ,X600066.SH,X600183.SH,X600741.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X600487.SH,X000921.SZ,X000800.SZ,X002180.SZ,X002223.SZ,X000661.SZ,X601799.SH,X002074.SZ,X600460.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0747799819025773,0,0,0,0,0,0,0.139541941267139,0.177886445066209,0,0,0,0,0,0,0,0,0,0.0484906727884683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158701424312586,0,0,-0.085816301591346,0,0,-0.0194061594777088,-0.00462636696198574,0,0,0,-1.73472347597681e-18,0,0,0,-0.10365465833626,0,0,0,0.00749468224280477,0,0
X000858.SZ,0.16262375748888,0,0,0,0,0,0,0,0.0705475737580176,0.316440609769934,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.00745688207447682,0,0,0,0.00764660134401857,0,-0.0364045944868617,0,0,0,0,0,0,0,0,0,0.143874682857872,0,0,0,0,0,0,0,0,0.0619087188536017,0.00684777488828953,0,0.0816634557995829,0,0,0,-0.00839626249751052,0,0,0,0,0.0260200390636281,0,0
X002415.SZ,0,0,0,-0.0391897187010518,0,0,0,0,0,0,0,0,-0.0597525416641115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441012827396983,0,0.13099643858037,0.109795608145491,0,0,0,0,0,0,0.207337264753925,0,0,0,0,0.140321135740228,0,0.0119501327549703,0,-0.0366691375177281,0,0,0.0432117567264848,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989590549470209,0,0,0,0,0,0,0,-0.0141908456737456,0.16524591234392,0.465774679140502,0,0,0,0,0,0,0,0,0,0,0.0287540345970504,0,0,0,0,0.0183039732002524,0,0,0,0,0,0,0,0,0,0,0.00666740386406937,0,0.0114414961674407,0.0887045688578508,0,0,0,-0.0463253919140639,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235489079473931,0,0,0,0.219234734116475,0.0911159465681133,0,0.0353696813319484,0,0.0478624666752883,0,-0.0894051717641788,0,-0.0816686824741699,0,0,0,0,0,0,0.0148249457354166,0,0,0,0.0409006393105812,0,0,0.0045389671984015,0,0,0,0,0,0.0318219311978796,0.0946610940819255,0,0,-0.0357789383001587,0,-0.0942706761004894,0,0,0.0250224129729127,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126158085635732,0.0716674476324149,0,0,0.116017274538782,0,0,0,-0.0361794865329527,0,0,0,0,0,0,0,0,0,0.019447901426584,0.0207055900273483,0,0,0,0,0,0,0,0,0.156377560500354,0,0,0,0,0,0,1.73472347597681e-18,0.0382516093841867,0,0,0,-0.148857406590582,0,0,0.0123712837915512,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.168340284653203,0,0,0,0,0,0,0,0,-0.15218406605134,0,0,0,0,0,0,0,-0.122290287089014,0,0,0,0,0,0,0,0.102918378769677,-0.0302560722754493,0,0,0,-0.154605817299908,0,0,0,0,0,0,0,0.151889607210573,0,-0.0411031695225186,0,0,0,0,-0.00892850962685875,0,0,-0.0110541093356467,0,0
X000651.SZ,0,0,0,0,0,0.230218486270162,0,0,0.10915877456355,0,0,0,0,0,0.152084275356042,0,0,0,0,0,0,0,0,0,0,0,0,0.124483452690425,0,0,0,0,0,0.0116094206942848,0,0,0,-0.00686655315735786,0,0.00676650669395328,0,0.117575783302321,0,0,0,0,0,0,0,0,0,0,-0.000301553635241686,0,0,0,-0.042290101798637,0,0
X600809.SH,0.303097103212687,0,0,0,0.0429446078167579,0.0802411894369533,0,0,0,0,0.0109029335535926,0,0,0,0,0,0,0.0215150751248319,0,0.388403009209436,0,0,0,0,0,0,0,0,0,0,0,0,0.0122050613114345,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0.181498678453743,0,0,0,0,0.0541851876487826,0,0.00212394430892933,0,0.166639729373153,0,0,0,0,0
X000568.SZ,0.211400428177142,0.493156566372209,0,0,0,0,0,0,0,0,0.0426687502016387,0,0.000833293405026455,0,0,0,0,0,0,0.133913212264268,0,0,0,-0.00477542609878436,0,0,0,0,0,0,0,0,0,0,-0.00605393381223011,0,0,0,0,0,-0.0117705353386451,0,0,0,0,0,0,0,0,0,0,-0.0464794478944568,-0.000526939852869106,0,0,0,0.0131134041819064,0,0
