,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X601877.SH,X002241.SZ,X000100.SZ,X002508.SZ,X600066.SH,X002456.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X600177.SH,X000157.SZ,X300136.SZ,X600566.SH,X002085.SZ,X000661.SZ,X000981.SZ,X600498.SH,X600699.SH,X300142.SZ,X002179.SZ,X600118.SH,X002129.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.118552319296423,0,0,0.580593407864606,-0.038455960659359,0.196293024450368,0.104977741191715,0,0,0,0,0,-0.110569969224351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010539926717818,0,0,0,0,0,0,0,0,0,0,0.0153544250558415,0,0,0,0,0,0.111520757631342,0,-0.0180824375510597,0.0235082714254681,0,0,0,0,0,0
X600104.SH,0,0,0,0.0866619749907296,0,0,0,0,0,0,0,0,0.214832500723127,0,0,0,0,0,0,0,0,0,0,0.000586739446967771,0,0,0.074460572586827,0,0.051850016600965,0,0,0,0,0,0,0,0,0.0856655528458335,0,0,0,0,0,0,0.149720355488368,0,0,0,0.179285408259229,0,0,-0.0288844096423597,0.0524109471371892,0.0283089757210197,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0114318982437382,0,0,0.171381989467221,0.117766632969417,0.0168226696584779,0,0,0.311064282882425,0.125953302650946,0,0.141551887450916,0,0,0.0966170076187059,0,0,0,0,0,0,0,0,0,0,0,0,0.0262186910430367,0,0,0.0415488869517475,0,0,0,0,0,0,0,0,0,0,-0.0101129326321338,-0.0255987317186523,0,0,0,0,0,0
X000651.SZ,0,0.0037025556477728,0,0,0.52374109062161,0,0,0,0.0195437844430222,0,0,0,0,0,0.0940480610737655,0,0,0,0,0,0.0904994381510269,0,0,0.0424775905686105,0,0,0,0,0,0,0.0604604778094541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671759889152673,0,0,0,0.0381278611765534,0,0,-0.00320091186221628,0.0248268873877417,0,0,0,0,0,0
X000858.SZ,0.275382365545186,0,0,0.326062985323525,0,0,0,0.0413338599887668,0,0,0,0.259290112082015,0,0,0,0,0,0,0.0307317234259693,0,0.101553840017162,0,0,0,0,0,0,0,0,0,0,-0.0160725562382324,0,0,0,0,0,-0.0207448646779426,0,0,0,0,0,0,0,-0.00165877785314803,0,0,0,0,0,-0.00120465618552982,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.448013305127955,0,-0.114406682619238,0,0,0,0,0,0,0,0,0,0.069636776956727,0,0,0,0,0,0,0,0.133901967690874,0,0.162803379215361,0,0,0,0.027180620693351,0,0,0,0,0,0,0,0.215433516589081,0,0,-0.0450530278925824,0,0,-0.0883997748987059,0.224874908932665,0,-0.0671020223550633,0.0800565697268078,0,0,0,0,0,0
X600276.SH,0.158786211329888,0,0.103625057098358,0,0,0,0,0.0288476948600731,0.0571742563816807,0.0282083146179797,0.0990782732428871,0,0,0.160333456366756,0,0.13553978825764,0,0,0,0,0,0,0,0,0,0,-0.319863251168829,0.0847964074689367,0,0,0,0,0,0,0,0,0,0.0549299510337154,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210851598966689,0.0505040633655849,0,0,0,0,0,0
X002304.SZ,0.286157632184433,0,0,0,0.113527643178772,0,0,0,0,0,0,0.120473888999113,0.0210676870515659,0,0.0363003357744732,0,0,0,0,0,0,0,-0.088676558284691,0,0,0,0,0,0,0,0,0,0,0,0.0589945772461519,0,0,0,0,0,0,0,0,0,0.30788516965477,0,0,0,0.00913470310502416,0,0,-0.0140118735982128,0.0340196901158459,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.223562209864605,0,0,0,0,0,0,0,0,0,0,0.0945470590961598,0,0.150416913813784,0,0,0,0.101481823245897,0,0,0,0,0,0,0,0.1002823598854,0.174892227647759,0.346705433557467,0,0,0,0,-0.0190180065893556,0,0,0,0,0.345325384207805,0,-0.0696782111865313,0,0,0,0,0,0,-0.0122305653539273,0.0191195070942365,0,0,0,0,0,0
X600690.SH,0,0.224214229452819,0,0.0721467162522612,0.207972046792315,0,0.0687720460339045,0,0,0,0,0,0.0892014703264399,0,0,0,0,0,0.0759587986387708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094031052973244,0,0,0,0,0,0,0,0,0,0,0.109031872920332,0,-0.0246041484834391,0,0,0,-0.0045659524223053,4.6163119165288e-05,0,0,0,0,0,0
