,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600031.SH,X000568.SZ,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000799.SZ,X300142.SZ,X601799.SH,X000066.SZ,X002008.SZ,X000800.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X002185.SZ,X000547.SZ,X600779.SH,X600089.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.423267515908278,0,-0.102886614975877,0,0,0,0,0.175182900676393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149863524917906,0,0,-0.0241571221365429,0,0,0.0896467606010427,0,0,0,0.154001807797429,0,0,0,0,0,0,0,0,0,0,0,0.00956188571818327,-0.0405102892329602,0,0,-0.00728837755019523,0.0263344559122389,0,0,0,0.00622164822147956,0,0
X000858.SZ,0,0,0,0,0,0,0,0.186961444717558,0.258109144944021,0,0.00186558879465176,0,0,0.0349867055650043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383659147668167,0,0,0,0,0.102915382844541,0.0128862689550307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297366475392959,0,0,0,-0.00233109478678879,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0596150852924524,0,0,-0.0452228573738052,0,0,0,0,0.0168742930246061,0,0,0,0,-0.0375385588727567,0,-0.0508394084724597,0,0,0,-0.00451984301595848,0.216965834458697,0,0.0483893126700263,0,0,0,0,0,0,0.0130102443603682,0,0,0.0902022477547268,0,0,0,0,0,0,0,0,0,0,-0.010787266454544,0,0,0,0,-0.00232650601035889,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0855969365866617,0,0,0,0,-0.0367650373394584,0,0,-0.0390752132105679,0,0,0,0,0,0,0.0116520543555905,0.0549458452992685,0,0,0,0,0,0.105570722996551,0,0,0.167865683834746,0,0.0999483413015054,0,0.136572260907732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114825683769547,0,0
X002475.SZ,0,0,0,0,0,0,0.163430566991487,-0.0338990092017046,0,0,0,0,0,0,0,0.0141255089524653,0,0,0,0,0.418058086326556,0,0,0,0,0,0,0.0327015408908529,0,-0.0532983122356964,0,0,0,0.0132229399050213,0,0.187191256746381,0,0,0.104441165862815,0,0,0,0,0,0,0,0,0,-0.0682886153081887,0,0,-0.0145393317509925,-0.0093583190606842,0,0,0,0.0206728629582044,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.188265853196158,0,0,0,-0.120351219003068,-0.00550110825642727,0,0,0,0,0,-0.0646673220133457,0,0,0,-0.0326541571744548,0,0,0.225980034352812,0,0,0,0,0,0.0206926697076317,0,0,0,0.0621053906421743,0,0,0.0107009674141783,0,0,0.17385106973541,0,0.119197356116617,0,0,0,0,0,0.00673255720789537,0,0,0,0,-0.0120937701947342,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.238474575407082,0,0,0,0,0,0.0193841466834305,0,0,0,0.0159282078960754,0,0,0.03313150144509,0,0,0.0586340057542797,0,0,0.260522033071562,0,0,0,0,0,0,0,0,0,0,0.199845401799174,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237613775377679,0,0,0,0,0.0209440536806019,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.445372536113694,0,0.258238890419398,0,0,0,0,0,0,0,0,0,-0.00410638643479023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953045109147953,0,0,0,0,0,0,0,0,0,0,0.0868346106432639,-0.0170223617444995,0,0,0,-0.0365736625431019,0,0,0,-0.00324603652286148,0,0
X600809.SH,0,0,0,0,0,0,0,0.302729743139519,0,0.193902073157634,0,0,0,0.00103360368704777,0,0,0,0,0,0,0,0,0.202361450828747,-0.0547973370189238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652956520658484,0,0,0,0,0,0,0,0,0,0,0,0,-0.000576826552311853,0,0,0,-0.00651531393365633,0,0
X600690.SH,0,0,0,0.104389988770231,0,0.0818065624932576,0.116492629568339,0,0.331100017533086,0,-0.155744278144187,0.0391012996367714,0,0,0,0,0,0,0,0,0,0.0649489579184465,0,0,0.0390819842463773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254536747669528,0,0,0.0212104787039201,0,0,0,0,0.0187231038263574,0.0176985527840791,0,0,0,-0.0260119695484556,0,0
