,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X600271.SH,X601877.SH,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X000100.SZ,X600487.SH,X600498.SH,X002456.SZ,X000661.SZ,X000625.SZ,X002179.SZ,X600566.SH,X300142.SZ,X600867.SH,X600809.SH,X000157.SZ,X300146.SZ,X000596.SZ,X600177.SH,X002180.SZ,X600372.SH,X002294.SZ,X600089.SH,X600066.SH,X300136.SZ,X002506.SZ,X000977.SZ,X600522.SH,X002241.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.614202738163643,0.155555957424042,0,0,0,-0.0174452624597094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537355878623834,0,0,0,0,0,0,0,0.00966211268907216,0,0,-0.0278100958120863,0.0999002219318888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339891050094851,-0.0420135110201894,0,0,0,0,0,0
X600104.SH,0,0,0.0111696188201059,0,0,0,0,0,0,0,0.0416465255507717,0,0,0,0,0.149369095448065,0.348787594938002,0,0,0.100482533075127,0.0811167963186078,0,0,0,0,0.0612169671490879,0,0.00463321821899036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955854563517736,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0446096593592808,0,0,0,0,0,0,0,0,0,0,0.026741921692569,0,0,0,0,0,0,0.624627355296746,0,0,0.258889020094841,0,0.123698791353178,0.024321616338188,0,-0.106280752544958,0.24484030343584,-0.109170848125139,0,0,0,0,0,-0.0244556686957948,0,0,0,-0.0884594743035926,0,0,0,0,0,0,0,0,0,0,0.138912019504471,0.00191752387078817,0,0,0,0,0,0.262712753116668,0
X600276.SH,0,0,0.140778434485204,0,0,0,0,0,0,0.0308679317899061,3.69448122945126e-05,0,0,0,0,0.431730139885048,0,0,0,0.016415649254775,0,0,0.0308374353558063,0,0,0,0.0122016256997155,0,0,0,0,0,0,0.0359265922131226,0,0,0,0,0,0,0,0,0,0,0,0.0053476097464489,0,0,0.0959940586199271,0,0,0,0.0310450428952335,0,0,0,0,0,0
X000651.SZ,0.381153316908372,0,0,0,0,0,0,0,0,0,0.0306969252466662,0,0.046452803075766,0,0,0.107523174744049,0.0483310652215767,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0138236405302625,0,0,0.0188550784946488,3.46944695195361e-18,0,0,0,0.100915093124374,0,0,0,0,0,0,0,0,0,0,-0.0072546578484912,-0.0347910753546097,0,0,0,0,0.120508782132581,0
X000858.SZ,0.100593305713549,0,0,0,0,0,0.143867683528481,0,0,0,0,0,0.105229098707499,0,0,0,0.0301098180634966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298885922633471,0,0,0.138171671452677,0,0,0,0,0,0.103700231713286,0,0,0,0,0,0,0,0,0.0233478192674582,0.000350346782870382,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0338882697413481,0,0,0,0.051154938290105,0,0,0.330850426222817,0,0,0,0,0,0,0,0,0,0,0,0,0.0497987974520016,0,0.00767390399720797,0,0,0,0,0,0.260586440139972,0,0.1422089174978,0.395300795812748,0,-0.216489462803686,0,0,0,-0.0131299079650656,0,0,0,0,0,0,0,0.0318403020308632,0,0.0326217028646856,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826192754534747,0,0.00142681665363393,0,-5.42101086242752e-20,0,0,0,0,0.160031832005096,0.173471335223181,0,0,0.0915321140305444,0,0.0980325718911589,0,0,0,0,0,0,0,0.00486498976239122,0,0,0,0,0,0,0.0790538293300256,0,0,0,0,0,-0.0340248729737568,-0.045861149066739,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.199634835742686,0,0,0,0,0,0,0.0614699081902873,0,0,0,0,0,0,0,0.237066220951532,0,0,0,0,0,0,0,0.0412805168480228,0,0,0.000973930269011124,0.0341759845743934,0,0,0,0,0,0,0,0,0,0.209887665504508,-0.0932733462420235,0,0.25446632253238,0,0,0,0,0,-0.0381814673311825,0,0,0,0,0,0,0
X000063.SZ,0,0,0.125383605687463,0,0,0,0,0,0,0,0.192274091002076,0,0,0,0,-0.0388517406636938,0,0,0,0,0,0,0,0,0.217996432235472,0.0590250010531795,0.267202541450494,0,0,0,0,0,0,0,0,0,0,0,0.118053229295645,0,0,0,0,0.00794532358547602,0,0,0,0,0,0,0,0,-0.0310362432957321,0,0,0,0,0,0
