,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000596.SZ,X002371.SZ,X002007.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X300014.SZ,X300003.SZ,X600183.SH,X600741.SH,X300124.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002236.SZ,X002414.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002179.SZ,X002456.SZ,X600118.SH,X300136.SZ,X600522.SH,X002185.SZ,X002074.SZ,X000021.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.265265931576108,0.00974509745148401,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.159430349609077,0,0,0.0499595046605851,0,0,0,0.0422192522728886,0,0,0,0,0,0,0,0.0256889303138195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196547704050972,-0.0245693542736049,0,0,0,0,0,0
X000858.SZ,0.12812820282067,0,0.0423828144323522,0,0,0,0.0592013317752311,0,0,0,0,0,0,0.332323771243704,0.335890224745554,0,0,0,0,0,0,0,0.113755970109886,0,0,0,0,0,0,0.0106973285920441,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107411070209569,0,0,-0.000601905687933887,0.000453003689753684,0,0,0,0,0,0
X600276.SH,0,0.202381041192851,0,0,0,0,0,0,0,0,0,0.189934913832178,0,0,0.0228554683610801,0,0,0,0,0.00977620217622725,0.111586671208906,0,0,0,0,0,0,0,0,0.0781377365701861,0,0,0,0,0,0,0,0,0,0,0.0818974559402827,0,0,0,0,-0.0714090029828443,0,0,0,0,0,-0.0153457619742102,0,0,0,0,0,0,0
X000651.SZ,0,0.135724086382098,0,0,0,0,0.00825685909896412,0,0,0,0,0,0,0.0226256924972824,0.0556253240112823,0.416656570468697,0,0,0,0,0,0,0,0,0,0,0,0.0262706303378517,0,0,0,0,0,0,0,0,0,0,0.0201199278164938,0,0,0,-0.0260003502165002,0,0,0,0,0,0,0,0.0817713226858519,0.0132195085971659,0.0448529563651123,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0381685276559451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00850142378863356,0,0,0,0,0,0,0.0207437326458846,0,0.0796558641456286,0,0.187376213560994,0,0,0,0,0.115905930677468,0,0,0,0,0,0.227603103167946,0,0.0259816665106125,0.0177557816783546,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948548246150752,0,0.181321195513281,0,0.168489886990945,0,0,0,0,0,0.276187225271723,0,0,0,0,0,0,0,0,0,0,0.167660922229836,0,0,0,0,0,0,0,0.00316069821833556,-0.0363013500951897,0,0,0,0,0,0
X600104.SH,0,0.0981278654387321,0,0,0,0.0112006705345533,0,0,0,0,0,0,0,0,0,0,0,0,0.151034743672336,0,0,0,0,0,0,0.107074891116884,0,0.292104482195468,0,0.131379478317439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027495503843297,0,0.0140436356548198,-0.0183435791152051,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270724443896926,0,0,0,0,0,0,0.294063150348257,0,0,0,0,-0.05195063695164,0,0,0,0,0,0.176536294653245,0,0,0,-0.0138838876594275,0.144228928347964,0,0.0127075843478537,0,0,0,0,0,0,0
X002304.SZ,0,0.206335024273514,0,0,0,0,0,0,0,0.0415536187697665,0,0,0,0,0,0.14113168145196,0,0,0,0,0,0,0,0,0,0,0,0.00723003271959669,0,0,0,0,0,0,-0.0127565587819935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756846370119741,0,0,-0.00334208646588939,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.134463574668131,0.000963323805160336,0,0.0721127681399843,0,0,0,0,0,0.0293957223317289,0,0,0,0.0346325554780201,0,0,0,0,0,0,0,0.2165600159599,0.157741689841481,0,0,0,0,0,0,-0.00708257810447168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194183680364301,0.0246177795285974,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.039399704207428,0,0,0,0,0,0,0,-0.0368951633689824,0,0,0.0458469501676138,0,-0.0622205070771446,0,0,0,0,0,0,-0.0540121596326814,0.064906244165727,0,0,0,0,0,0,0.0137015338283075,0,0,0,0,0,0.168627078201384,0,0,0,0,0.0261414373810311,0,0,0.0555761765216974,0,-0.0658285658846446,0.00557378773244054,-0.032666930817617,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.143123108829683,0,0,0,0,0.00021197307485915,0,0,0,0,0,0,0,0.00340842961228069,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0617594366620585,0,0,0,0.0189865698494631,0,0,0,0,0,0.0755198925854156,0,0,0,8.67361737988404e-19,6.7762635780344e-21,0,0,0.0389294236782007,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.112203254293734,0,0,0,0,0,0,0,0,0,0,0.0936535538019227,0,0,0,0,0.513429838623954,0,0,0,0.0392256145213204,0,0.050564562838339,0,0,0,0,0,0,0,0,0.0963157040532738,0,0,0,0,0,0,0.0545280869522813,0,3.46944695195361e-18,-0.013329063809994,0,0,0,0,0.00358673193575425,0.02572943761671,0,0,0,0,0,0
X000568.SZ,0,0.576677756373848,0,0,0,0,0,0,0,0,0,0,0,0,0.209109875148689,0,0.0323008124472017,0.00878407550099562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375234271310044,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399742041906061,0.0723841272720943,0,0,-0.00411581074141941,0,0,0,0,0,0,0
X600809.SH,0,0,0.0953087483859706,0,0,0,0,0,0,0.0375111264123387,0,0,0,0.736483598728314,0,0,0,0,0,0,0.0640756147357623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277704468791367,0.00917826360684277,0,0,0,0,0,0,0,0.0774057045650796,0,-8.67361737988404e-19,-0.0307903030449549,0,0,-0.0622485978212006,0,0,0,0,0,0
X600690.SH,0,0,0,0.242691251712607,0,0.0321188639672009,0,0,0,0,0,0,0,0,0,0,0,0,0.00681079733783252,-1.73472347597681e-18,0,0,0,0.0493652070788598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992059103747958,0,0.00899937562039689,0,0,0.0248662985447553,0,0.0107900715028473,0,0,0,0,0,0.00815517905124857,-0.0189829808411239,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.103180804059686,0.221459087343282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328087395083442,0,0,0,0,0,0,0,0,0,0,0,0.0792593870488552,0.0330238001958934,0,0.00835976541995914,0,0,0.0854377835155002,0,0.0198342527154826,0,0,0,0.0101235205335299,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602020531072735,0,0,0,0,0,0.118631088490896,0,0.155603861134119,0.0552394744716393,0,0,0,0,0,0,0,0,0,0.191262947767707,0,0.236160093100412,0,0,0.210610208432992,0,0,0.00292283801256994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.195223408389626,0,0.162805968311047,0,0.0699461564849018,0.12061590412162,0,0,0,0,0,0,0.182440157810345,0.107504393974114,0,0,0,0,-0.0422886510556255,0,0,0,0,0,0,0,0,0,0,0,0,0.059183152169474,0,0,0,0,0,0,0,0,0.0212617557420536,0,0,0,0,0.0104065368939644,0,0,-4.33680868994202e-19,0,0.0145622130389885,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.13121152165574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541188871619546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467824779498992,-0.0737018654853616,0,0,0,0,0,0.0944199701494533,0,0,0.191543666162479,-0.0103488697361775,0.0571511879938039,0.0262485844257465,0,-0.0815573728867409,-0.212077207016376,0.0116553980483406,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0505117781148215,0,0,0,-0.0237441226285564,0,0,0,0,0,0,0,-0.186483602408552,0,0,0,0,0,0,0,0.121949178059674,0,0,0,0,0.00441554875958176,-0.0362244900851384,0.194857282822422,4.33680868994202e-19,0.109433480259929,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.270775294577337,0,0,0,0,0.0265287366229825,0,0,0,0,0.135005911657534,0,0.0754752893315456,0,0,0,0,0,0,0,0,0.106239734450722,0,0,0,0,0,0,0,0,0.132332702738462,0,0,0,0,0,0.013754514544537,0.039373881203351,0,0.026136105152656,-0.00984861555564889,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.096557064899866,0,0,0,0,0,0,0,0,0,0,0,0.0205333673463664,0,0,0,0.146207149024634,0,0,0.288270563882098,0,0.0202385364166132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198240902798598,0,0.125022296104723,0,0.0569980639195785,0,0.00444453958795984,0,0,-0.0111038900216634,0.033303672965032,0,0,0,0,0,0
