,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X600703.SH,X000100.SZ,X300003.SZ,X600183.SH,X600271.SH,X300142.SZ,X002007.SZ,X300124.SZ,X000625.SZ,X002179.SZ,X002241.SZ,X002506.SZ,X600177.SH,X600498.SH,X600867.SH,X002008.SZ,X600487.SH,X300014.SZ,X000050.SZ,X002371.SZ,X002049.SZ,X600066.SH,X002129.SZ,X300146.SZ,X002463.SZ,X000066.SZ,X000977.SZ,X600118.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.207310813131241,0,0,0,0.0604819228832705,0,0,0,0,0,0.0130410782339242,0,0,0,0,0,0,0,0,0.145078758386213,0.0278267427416881,0,0,0,0,0,0,-0.0278347393748647,0,0,0,-0.0265350619219747,0,0,0.0720108416723059,0,0,0,0,-1.73472347597681e-18,0.0484859288338086,0,0,-0.0589083791502179,0,0,0,0,0,0,-0.0183973994551088,0,0,0.111836530321032,0,0.032561043117071,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.403765391753037,0.120027799842515,0,0.0301955324531273,0,0,0.136720788150564,0,0,0,0.0479714765858854,0,0,0,0,0,0.00407916205557986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566073610176649,0,0,0,0,0,0,0,0,0,0,-0.0458724211501986,-0.0124987523005916,0,0,0,0,0,0
X000651.SZ,0,0.00496209900534939,0,0,0,0,0.108648946027896,0,0.0936473989480467,0,0,0.246222676665861,0,0,0.0287077079734261,0,0,0,0,0,0,0.00920004543717468,0,0,0,0,0,0,0,0,0,0,0.0432559211861636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583551399740207,0,-5.42101086242752e-20,-0.0105791445752373,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.187855248923851,0,0,0.00509206726953294,0,0,0.0700057250381561,0,0,0,0,0,0,0,0,0.213067721878652,0.108525258302096,0,1.73472347597681e-18,0,0,0,0,0,0.0543265313784555,0,0,0,0,0,0.142093126380416,0,0,0.127995802942835,0,-0.0305260235987621,0,0,0,0,0,-0.00870226578664618,0,0,0,0.0333064669634614,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242695810342449,0,0,0,0,0,0,-0.00503641676137241,0,0.118070023982373,-0.109262245691174,0,0,0.00333202000943562,0,0.151283481192966,0,0,0,0,0,0,0,0,0.120605107972951,0,0,0,0,0,0,0,0.0561895084769526,0.0358863168557187,0,0,-0.0876402334039304,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0252208315119182,0,0,0.0961816636794686,0,0,0,0,0,0,0,0,0.69040594752679,-0.0537610202025407,0,0,0,0,0,0,0,0,0,0.251098380830889,0,0,0,0.0398828062879661,0,0.111489344658691,-0.109794404187672,0,0,0,-0.00561334215480345,0.0804762126037703,0,0,0,0,-0.133102864347705,0,0,0,0,0,0,0,0.00432742608136458,0,0
X002304.SZ,0,0.0514306755099791,0,0,0,0,0,0,0,0,0.188454234690759,0,0,0,0,0.314413406439008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021980120778565,0,0,0,0,0,0,0,0,0,0,0,0,0.14906656644906,0,0,0,0,0,-0.0311804341401527,0.024062719678136,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.131347766097526,0,0,0,0,0,0.0351140553635445,0,0,0,0,0,0,0,0,0,0,0.073397789989172,0,0,0,0,0,0,0,0,0,0,0,0,-0.00932388674306934,0,0,0,0.540506004296677,0,0,0,0,0,0.0811437208953391,0,0,0,0,0,0,0.0635143720068181,0,0,0,0.0105518992755236,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686989804527154,0,0,0,0,0,0,0,0,0,0,0,-0.0296057945681117,0,0,0,0,0,0.323115601836279,0,0.164910420773563,0,0,0,0.113480303276336,0,0,0.126172593750842,0,0,0,0.19302745035587,0.107133191671844,0,0,0.149724440033132,0,0.0643309418054759,-0.0363358203564259,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.014198276056295,0,0.166195084129148,0,0,0,0,0,0,0.113387173840347,0,0,0,0,0,0.169979079088381,0,0,0,0,0.0906106212509364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.548786683788584,0,0,0,0,0,0,0,0,0,0.040485909800119,0,0,0,0,0,0.184015268610199,0,0,0.0898094804742678,0,0,0,0,0,0,0,0,0,0,0,0.0242992492105112,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000355063059068365,0,0,0,0,-0.00101077873151129,0,0,0,0,0,0,0
X002475.SZ,0,0.0407405098215919,0.113583154160392,0,0,0.28315471396236,0,0,0.438494882832418,0,0,0,0,0,0,0,0,0,0,0,0,0.0532649868428597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160280037623876,0,0,0,0,0,0.0161139341317476,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0554014344719556,0,0,0,0,0,0.0199707451069043,0,0,0.156782592503733,0.0114638453566701,0,0,0,0,0,0.00192656871083171,0,0,0,0,0,0,0,0,0,0.106400390555506,0,0,0,0,0,0.0245258613903262,0,0,0,0,0,0,0,0,0,0,0.0993660556416329,0,0,-0.0304828692876582,0,0,0,0,0.0688049531669196,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0529506445649045,0,0,0,0,0,0,0,0,0,0,0.15224069344692,0.0471929850859691,0,0,0,0,0,0.0672941105018357,0,0,0,0,0,0,0,0,0,0,0.123210640231943,0.354739787577962,0,0,0,0,0,0,0,0,0,0,0,-0.0114008379881374,0,0,0,0,-0.0104579624708788,0,0
X600741.SH,0,0,0,0,0.0711897411064934,0,0,0,0,0,0,0.290913919756358,0.277166645796775,0,0,0,0,0,0,0,0,0.0634668347667508,0,0,0,0,0.022792517164201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024681426354259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.0548855867219766,0,0,0,0,0.253048705529326,0,0,0,0,0,0.444356461770569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167117413567848,0,0,0,0.0436686760059595,0.064418837438253,0,0,0,0,0,0,0,0,0,0.0352808454635981,0,0,0,0,-0.000677663273904712,-0.0359216471583797,0,0,0,0.204168033791928,0,0
X600809.SH,0,0.362700906181285,0,0,0,-0.0158630182446979,0,0,0,0,0.075332459807338,0,0,0,0,0.176235374139721,0,0,0,0,0,0.0313470024678643,0,0,0,0,0.0821147794770008,0,0,0,0,0,0,0,0,0.0048692856848967,0,0,0,0,0,0,0,0,0,0,0,0,0.127085285017268,0,0,-0.00269028001586019,0,0,0,0,0,0,0
