,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600066.SH,X300003.SZ,X300124.SZ,X600487.SH,X601877.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X600177.SH,X600498.SH,X000596.SZ,X002179.SZ,X600707.SH,X600699.SH,X300142.SZ,X000661.SZ,X002180.SZ,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.526298837381219,0.2264043725778,0,0,0,0,0,0,0,-0.0684527251936488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321379048165648,0,0,0,0,0,0,0.0187830124053305,0,0,0,0.000173217569799862,0,0,0,0,0,0.0160210286000866,-0.0196240623802684,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0841108654725566,0.101457921222607,0,0.235402380871398,0,0,0.216864163059819,0,0,0,0,0,-0.0248448634677843,0,0,-0.033724731519057,0.0837799038893805,0,-0.0426805820625627,0,-0.108599710660813,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043589275108271,0,0,0,0,0,0,-0.00825627880977379,0,0,0,-0.0157480320977249,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0269426962312273,0,0.0309532896715167,0,0,0,0.229844249067859,0,0,0,0.176651201885933,0,0,0,0.0193533476963583,0,0,0,0,0,0.249595214400278,0,0,0.00928603574257385,0,0,0.0787224264636369,0.107442982520887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00155322633874236,-0.0166191025749669,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.302043438308148,0,0,0,0,0.212970911651739,0,0,0,0,0,0,0.00852623829308382,0.162426412122051,0.0233719053994335,0,0,0,0.0881686652066355,0,-0.0555902510179408,0,0,0,0,0.0572592466485067,0,0,0,0.216583839163977,0,0,0,0,0,0,0,0,0,0,0,0.0330304718658177,0,0,-0.0569349580435264,0,0,0,-0.00473873836459478,0,0,0,0,0,0
X000858.SZ,0,0,0,0.329136844071434,0,0,0,0.21677422032508,0,0,0,0,0.497458634177528,0.0469389272133569,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.00820893824265354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445570890957292,0,0,0,0,0,0,-0.00116171718130537,-0.0126869726824199,0,0,0,0,0,0
X600276.SH,0,0,0.0408160676077919,0.106764533403532,0,0,0,0,0,0.0924648830310463,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.26331993879137,0,0,0.0617694737436123,0,0,0.073649798785022,0,0,0,0.0967560587463289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194625137358537,0.0294275623056531,0,0,0,0.00620071787123266,0.0262314725499711,0,0,0,0,0
X000725.SZ,0.113513281576472,0,0,0,0,0,0,0,0.202907929862085,0,0,0,0,0,0,0.0545386373096185,0,0,0,0,0,0.143793612660565,0,0,0,0.190985721463111,0,0,0,0.0917190256792766,0,0,0,0,0.0199737828322343,0,0,0,0,0,0,0.0614883870054358,0,0,0,0,0.209707530361118,0.0992978423360834,0,0.150613046690582,0,-0.0189368647223163,0.021220263131254,0,0,0,0,0,0
X002304.SZ,0.189371462044174,0,0,0,0.0557152600854497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152697520095689,0,0,0,0,0,0,0,0,0.386161665744932,0,0,0,0,0,0,0,0.1896678890778,0,0,0,0,0,0,0.0229451506963229,0,0,0.00211759272042629,-0.0199356557790085,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.467351106996756,0,0,0,0,0,0,-0.0380352751410083,0,0,0,0,0,0,0,0,0,0.207101983917999,0,0,-0.111827949833948,0,0,0,0,0.289689888989458,0,0,0.0520801280499478,0,0,0,0,0,0.410442520864799,0,0,0,0,0,0.199979810881356,0,0,0,0,-0.00231978921434959,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.329880520281227,0.1144295054098,0.0608917982895152,0.00493095369138158,8.67361737988404e-19,0,0,-3.46944695195361e-18,0.217050021049878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182688751545635,0,0,0,0.0319460729387655,0,0,0,0,0,0,0,0.0126505669986644,0,0,0,0,0,0,0,0,0,-0.00749941565340532,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.164631553836973,0,0,0,0,0,0,0,0,0.0518658235611091,0.0971932336932991,-0.177519083107727,0,0,0.116219072861438,0,0,0,0,0.187550394500301,0,0,0,0,0,0.115299970526337,0,0,0.449261332855937,0,0,0,0,0,0,-0.1355167645118,0,0,0,0,0,0.0490978405429949,0,0,0,0.310945362500694,0,0,-0.0052509902390249,0,0,0,0,0,0
X600741.SH,0,0.741271967528268,0,0,0,0,0,0.0131693191841789,0.10992392357035,0,0,0,0,0,0,0,0,-0.0818678995806082,0,0,0,0,0.073624028915773,0,-0.0126643871988106,0,0,0,0.155148671332622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110158782818364,0,0,-0.127727820282133,0,0,0.0770227534079288,-0.161183169314341,0,0,-0.0059597465084257,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0950520919508108,0.328379230729621,0,0,0,0,0,0,0,0,0,0,0.0333977302414304,0,0,0,0,0,0,0,0,-0.0842351412287836,0,0.167821413025211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300500594898449,0,0,0,0,0,0,0,-0.0856977081310177,0,0,-0.0150815139559529,0,0,0,0,0,0
