,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X300014.SZ,X601877.SH,X002371.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002008.SZ,X000977.SZ,X300142.SZ,X002129.SZ,X002179.SZ,X600271.SH,X300136.SZ,X600584.SH,X000066.SZ,X002180.SZ,X002463.SZ,X600118.SH,X600177.SH,X600066.SH,X002049.SZ,X000050.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852461116533356,0,0,0,0,0.268809040926987,0,0,0.179449422301714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602909667349605,0,0,0,0,0,0,0,-0.028420347494444,-0.0777790547391032,0,0,0,-0.103043139243531,0,0
X000858.SZ,0,0,0,0,0.00742677882308985,0,0,0,0,0,0,0,0,0.533828432007794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194265482177881,0,0.00423569092694725,0.0615196529053832,0,0,0,0,0,0.0410156642415673,0,0.0730602351676708,0,0,0,0,0,0,0,0,0,0,-0.0130354638773417,0,0,0,0,0,0
X600276.SH,0.137668151054079,0,0,0.00909543366345429,0,0,0,0,0,0,0,0,0.175373352816162,0,0,0.128132948973803,-0.0483793240485389,0,0.154725708245408,0,0,-0.0275052681079969,0,0.0204788982126928,0,0,0.00683521806665353,0.193996860116863,0,0,0,0,0.0287579550786865,0.0419042076613803,-0.104519643693872,0,0.0133548108772642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220822797114823,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0659507492232385,0,0.211101796072848,0,0.151824597567015,0,0,0,0,0,0,0,0,0,0.09045500728997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119558568679215,0,0,0.0827215482276682,0,0,0,0,0,0,-0.064861967194725,0,-0.00547705314081133,0.0449386528074501,0,0,0,0,0,0
X002415.SZ,0,0,-0.0221887165879651,0,0,0,0.333341982685468,0,-0.0367743325982593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12225892037983,0,0,0,0,0,0,0.228824680628381,0,0,0.266316122699082,0,0.0775591118382077,0,0,0,0,0,-0.0883014825259959,0,0,0,0,0,0,0,0,0,0,0.00819847325906128,0.00764874346496773,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.229686815500427,0,0,0,0,0,0.0762984934177484,0,0.142318176175645,0,0,0,0,0,0,0,0,0,0,0.123601619188373,0.0309382643827405,0,0.120682822685609,0,0,0,0,0,0,0,0,0,0,0.000876513842196243,0,0,0,0,0,0,0,0,0,0,0,0,0.0233466943798281,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130000287965826,0,0,0,0,0.364426439809495,0,0,0.0178216899170647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161229074885487,0,0.0660358220816896,0.0398438545942773,0.0988834123467178,0,0,0,0,0,0,0,-0.0380801780075797,0.0566622962022857,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113793349993587,0.027581162143235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792233153049997,0,0,0,0.183459545829171,0,0.28639278710568,0,0.138991612199305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.205025577988814,0,0,0,0,0,0,0,0.0723922448513738,0,0,0,0,0,0,0,0,0.186203268442809,0,0.10544111459871,0,0,0,0.0853245132795967,0.167120020130502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076447096973397,0,0,-2.16840434497101e-19,0,0.212020495822347,0,0,0.0352833646257997,0,0,0,0,0,0,0.0141734065822946,0,0,0,0,0,0,0,0.0359629952088313,0,0.0432193891761537,0.0203232645035831,0.0748634240487246,0,0,0.0739369087616109,0,0.109942763463307,0,0,0,-0.00100018708506082,0,0,0,0.0528113225453553,0,0
