,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X002008.SZ,X300003.SZ,X600809.SH,X300124.SZ,X600487.SH,X600776.SH,X002456.SZ,X000596.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000050.SZ,X000977.SZ,X002371.SZ,X002179.SZ,X002241.SZ,X000157.SZ,X002180.SZ,X300142.SZ,X600089.SH,X600522.SH,X600372.SH,X300146.SZ,X600066.SH,X600867.SH,X600177.SH,X600118.SH,X300136.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0621245267411508,0,0,0.00931240458589979,0,0,0,0,0,0,0,0,-0.000206032989671249,0,0.00786996181952217,0.0329811174047659,0,0,0,0,0.00827307004082744,0,0.241724871467924,-0.0143062630572319,0,0,0,0,0,0.0114837953694004,0,0,0,0,0,0,0,0,0,0,0.0838346604025319,0,0,0,0,0,0,0,-0.0088110036825748,0.00129053988088962,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0445841284573023,0,0,0,0,0.0790198769956623,0.0651939242475049,0,0.0661389005861371,0,0,0,0,0.265718824213733,0,-0.00608793917343981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200381196306269,0.00807631188100613,0,0,0,0,0,0,0,0,0,0,0,0.0172904228923585,0,0,-0.0297311933023955,0.0344365751821164,0,0,0,0,0,0
X600104.SH,0,0,0,0.2605078708165,0,0,0,-0.0553869191690645,0,1.73472347597681e-18,0,0,0.113456636420858,0,0.312832579995137,0,0,0,0.00706524242831109,0,0,0,0,0,0,0,-0.0275057188081714,0,0,0,0,0,0.0486981003510285,0,0,0,0,0,0.0551400380466656,0,0,0,0,0,0,0,0,0,0,0.185519802179122,0.0467000113003729,0.0134728476949486,-0.0313837274745721,0,0,0,-0.117702531935814,0,0
X000858.SZ,0,0.0987415550620452,0,0,0,0,0.132828762833327,0,0,0,0,0,0,0.361991119322325,0,0.0351940768217373,0,0,-6.93889390390723e-18,0,0,0,0,0.070027879700752,0,0,0,0,0,0,0,0,0.000875393470528304,0.00337877423575386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451810553744241,0.00481380517286487,0,0,-0.0181316042179974,0.00419651038729666,0,0,0,0,0,0
X000651.SZ,0,0,0.20440025202536,0,0,0,0.0281087074313666,0,0,0,0,0,0,0.0469119346378946,0.0920365281177475,0,0,0,0.125661891084097,0,0,0,0,0,0,0,0,0,0,0,0.0499181200102053,0,-0.0104252419653836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00549730238833252,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.121985529416271,0,0,0,0.0655384535735719,0,0,0,-0.00560480294727745,0.0517647264694549,0,0.537218180275264,0,0,0,0.0770491297940638,0,0.238908659491358,0,0,0,0.0256379255776125,0,0,0,0,0,-0.115639415501203,0,0,0,0,0,0,0,0,0,0,0,0,0.0354718735017921,0.033470628423357,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0152926615265193,0,0,0,0,0,0,0.0431073498783933,0,0,0.500131351419568,0,-0.0190583264923145,0,0,0,0,0,0,0.0373441158060282,0,0.141546350442981,0,0,0,0.0371241898519529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566861972064403,0,0,0,0,0.106691357952272,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.106636599360351,0,0,0.0887197994810703,0,0,0,0,0,0.109870085284812,0,0,0.00675540522178378,0,0.0647019304593574,0,0,0.201498498289753,0,0,0,0,0.147271301091007,0,0,0.0365332255022107,0,0,0,0.0158551422334253,0,0,0,0,0,0,0,0,0,0,0,-0.0153242456323324,0.0296893932451969,0,0,0,-0.101792438037037,0,0
X000063.SZ,0,0,0,0.0143993905732101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170481561537886,0.0411874871988142,0,0,0.0411406624138015,0,0,0,0.0184300237962217,0.0392775978520082,0,0,0,0,0,0.0495189568153688,-0.0946642150679589,0,0,0,0,0,0,0,0,0.023057118498484,0,0.0493873532687511,0,0,0.200166672591309,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0,0.183054293890242,0.080505471693004,0.16555112586189,0,3.46944695195361e-18,0,0,0,0,0,0.138738674725604,0,0,0,0,0,0.000409220829775816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16810503792967,0,0.0760322091272566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029314790472435,-0.00859111273507192,0,0,0,0,0,0
