,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002049.SZ,X003816.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000625.SZ,X002179.SZ,X000596.SZ,X000063.SZ,X600089.SH,X000338.SZ,X600703.SH,X002180.SZ,X600522.SH,X002241.SZ,X000661.SZ,X000733.SZ,X300142.SZ,X000100.SZ,X601877.SH,X002074.SZ,X600741.SH,X300003.SZ,X000157.SZ,X600487.SH,X600460.SH,X600584.SH,X600702.SH,X600884.SH,X600563.SH,X002414.SZ,X600372.SH,X002236.SZ,X002025.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.404347249502101,0,0,0.0475326957817752,0.0357619420657699,0,0,0,0,0,0.027582237681201,0,0,0,0,0.0718011072171992,0,0,0,0,0,0,0,0,-0.0303746911706417,0,0.0765133520577069,0,-0.176584169675924,0,0,0,0,0,-0.0269130661350625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340582388284586,0.0264435304948998,0,0,0,0,0,0
X000858.SZ,0.192807971450382,0,0,0,0.0519777851646016,0.145075542060909,0.0496036881372908,0,0,0,0.0596106143724891,0,0,0.0670513798059257,0.0743324072759699,0,0,0,0,0,0,0.0669798760816544,0,0,0,0,0,0,0,0,0,0,0,0,0.0427867251279146,0,0,0,0.0147231326032275,0,0,0.236403209310401,0,0,-0.113355536150327,0,0,0,0,0,0,0.00597754269854032,0,0,0,0,0,0,0
X600809.SH,0.27980200420581,0,0,0,0,0.716796693047608,0,0,0,-0.0453612194170961,0,0,0,0.00669157765217613,0,0,0,0.0603823368354903,0,0,0,0.0102449185079007,0,-0.0198387948503413,0,0,0,-0.0319336467786839,0,0.10351656150777,0,0,0,0,0,0,0.0264702452493679,0,0,0,0,0.0216079968413478,-0.121902169281894,0,0,0,0,-0.021177835278988,0,-0.0354217779897544,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0252903847374232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142572724866345,0,0,0,0,0,0.226317874287956,0,0,0,0,0,0,0,0,0.0277278330889618,-0.253058475681255,0,0,0.551851532502536,0,0,0.00955483800678251,0.0937894357764792,0.0414236986623318,0.0123826829498374,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0961088819227717,0,0,0,0.0430020012346456,0,0,0,0,0,0,-0.0177546017417449,0,0.258232957168822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147976398944195,0,-0.118027860184333,0,0,0,0,-0.0726774950984752,0,0,0,0,0.0643217619453338,0,0,0.0767552527276373,-0.187708065658644,0,0,0,0,0,0
X000568.SZ,0.276850376588415,0.0684379681436043,0.770103626374574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286654311836229,0,0,0,0,0,0.0837227155220291,0,0.091100755848707,0,-0.0387677793992956,0,0,0,0,0,0,0,0,-0.0398605939235343,0,0,0,0,0,0,0,0,0,0,0,0.0193003932005938,0,0,0,0,0,0
X600690.SH,-6.93889390390723e-18,0,0,0,0,0.31072862936795,0,0,0,0,0.154469292857928,0,-0.013246023202383,0,0,0,0,0,0,0,0,0,0,0.129473001270852,0,0.0170462723822697,-0.0956798551865803,0.0835372360084645,0.065594152237018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441291415356606,0,0,0,0,0,0,0,0,-0.0222200474219036,0,0,0,0,0,0,0
X002304.SZ,0,0.296381498511154,0,0,0,0,0,0,0,0,0,0.0920869868258246,-0.112765892360255,0,0,0,0,0,0,0,0,0.032063717933644,0,0,0,0,0.00537813462658528,0,0,0,0,0,0.0411479570278306,0,0,0,0,0,0,0,0,0.163083065284198,0,0,-0.170756713338965,0,0,0,0,0.0869464942209053,0,0,0.0155957783731604,0,0,0,0,0,0
X002475.SZ,0,0.0017154635690877,0,0,0,0,0,0,0,0.336716943937309,0,0,0.0781974582632682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205380913276848,0,0,0,0,0,0.0145309915029659,0,0,0,0,0,0
X300124.SZ,0,0,-0.0767646877725835,0,0,0,-0.134230197329397,0,0.130128890170311,0,0,0,0,-0.0762986354983698,0,0,0,0,0,0.221130183911968,0,0,0,0,0,0,-0.0808979717696548,0,0.108431318676499,0.063659635661405,0,0,0,0,0.0307532071397923,0,0,0,-0.136202674900984,0,0,0,0,0,-0.117215210462015,0,0,0.209803921526393,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0426402026343921,0,0.421148048906698,0,0,0,0,0,-0.0453912848878905,-0.0237498572170215,0,0,0,0,0.259533449141003,0,0,0,0,0,0.00401528629854171,0,0,0,0,-0.0132882176158094,-0.0608278469606915,0,0,0,0,0,0.104736962574076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109041924988636,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0303041563323752,0,0,0.172400205067555,0,0,-0.0274743807207126,0.0442762312401177,0,0,-1.73472347597681e-18,0,0,0,-0.00973776306747691,0,0,0,0,0.00945505567175412,0,0,0.0458169972771834,0,0,0.0591362360930274,0,0.132998756568265,0,0,0,0,0,0.128522897668023,0,0,0,0,0,0,0.0156536775809878,0,0,0,0,-0.000171618796936759,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.00244340726758277,0.122421792594843,0,0,0,-0.0116569332570198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550955964961361,0,0,0,0,0,0,0,0,0.337791921493975,0.156502835724208,0,0,-0.212226147426035,0,0,0,-0.0117939660354547,-0.0153438545809038,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-0.0465320121441568,-0.0697642855100222,0,0,0.189376958315473,0,0,0,-0.0828671108365973,0,0,0,0,0,0,0,-0.167877926316846,0,0,0,0,0,0,0,0,0,0.0606991114088705,0,0,0,0,-0.367663420321335,0,0,0,0,0,0,0,0,-0.0934806831057458,0,0.536402288646002,0.42762604386739,0,0,0,-0.286150913193002,0.0858817763238776,-0.423101799387202,0,0,0.436389471189069,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.190590420975158,0.0969164533565958,0,0,0,0,0.174807180988942,0,0,0,0,0,0,0,0,0,0.0355017767736635,0,0.0547888254361072,-0.0358827331139094,0,0,0,0,0,0,-0.0200766499867807,0,0,0.056361927135256,0,0,0,0,0,0.340682705315413,0,-0.0679448616236818,-0.258228756353378,0,0.00858203719324356,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344641381056742,0,0,0,0,0,0,0,-0.0697922675296901,0,0.0440932592713379,0,0,0,0,0,0.0348682385708093,0,0.0207276825711198,0.0649824283873424,0,0,0,0,0,0,0,0,0.0374037423461435,0,0,0,0,0,0,0.156960703220262,-0.0585979263378829,0,0,0.0173392630571749,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.06421550911781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161755672131764,0.184661305591751,0,-0.047619317891398,0,0,0,0,0,0.368565891370868,0.00930014182619014,0,0,0,0,-0.00202107992242194,0,0,0,0,0,0,0,0,0,0,-0.0816988721659915,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.189234406877667,0.0798559860526516,0,0,0,0,0,0,0,0,0,0.094069116982514,0,0,0.00849120156406129,0.0141318708658468,0,0,0,0,0,0,0,0,0,0,0.273333241106074,0,0,0,0,0,0.131341122038859,0,0,0,0,0.0276471229399681,0,-2.16840434497101e-19,0.00174540125529945,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600577736317671,0.096978548481296,0,0.0404733067359902,0,0,0,0,0.109993220305102,0.280031588156222,0,0,0.0536087905074173,0,0,0,0,0,0,0.137244501661874,0,0,0,0.0663139580362119,0,0.0225419176552939,0,3.46944695195361e-18,0,0,0,0.0267805309713809,0,0,0,0.0929954070880542,0,0,0,-0.0208161215106519,0,0,0,0,0,0
