,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X003816.SZ,X600104.SH,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000661.SZ,X002241.SZ,X000977.SZ,X002180.SZ,X601877.SH,X600584.SH,X600741.SH,X000157.SZ,X600702.SH,X600522.SH,X000733.SZ,X002074.SZ,X300003.SZ,X300142.SZ,X600460.SH,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,X002156.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.073568413213225,0,0,0,0,0,0,0,0,-0.0496558527883455,0.0496238886719792,0,0,0,0,0.103733896912609,0.0180558200143586,0,0,0.0386817164702931,0,0,0,0,0,0,0,0,0,-0.0615655494951244,0,0,0,0,0,0,0.125137095657664,0,0,0,0,0,0,0,0,0.0333389532620968,0,0,0,0,-0.0452138027260067,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.101383768316035,0,0.0519533426625614,0,0,0,0,0,0,0,0,0,0,0.0873405891301559,0,0.0574507367931542,0,0,0,0,0,0.0125525385632616,0.013996057673273,0,0,0,0,0,-0.0269105299350176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411884152435482,0,0,-0.0380866326105334,4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0449212954451764,0,0,0,-0.100717622559112,0,0,0,0,0,0.137560265226254,0,0,0,0,0,0,0,0,0,0,0.134343156192122,0,0.0914057380274681,-0.0321359594241108,0.311995684813937,0,0,0,0,0,0,0,0,0,0,0,0.323143779138411,0,0,0.140112883388931,0,0,0,-0.00339950491178906,0,0,0,0,0,0,0
X000568.SZ,0,0.467371335652111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349280959472865,0,0,0,0,0,0,0,0,0,0.0734214465597317,0,0,-0.00587100924466212,0,0,-0.00212453569903256,0,2.16840434497101e-19,0.177662257978314,-0.00492268540822262,0,0.0814545249184229,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-8.67361737988404e-19,-0.0406836617303851,0,0,0,0,0,0
X600276.SH,0,0,0.146651622608241,0,0,0,0,0.0326852342204652,-0.0178211860133577,0,-4.33680868994202e-19,0.0387267616214914,0,0,0,0,-0.0382188994321025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.232407745732448,0,0,0.266866504438219,0,0,0,0,0.20626338215953,0,0.0258197237779005,-0.0165474330782594,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.116097131643142,0,0,0.0940792738887257,0.0250946206795401,0,0,0,0,0,0,1.73472347597681e-18,0,-0.108616998552296,0,0,0,0.374942493375907,0,0,0,0,0,0.00717859309419771,0,0,-0.206159166465693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111766523203907,0.279615330885201,-0.0507337243167387,0,0,0,0,0,0,0
X002304.SZ,0,0,-0.0494232548770335,0.0612776938849554,0,0.0740412449287041,0,0.0947060186983525,0,0,-0.027209578864594,0,0,0,0,0,0,0,0,0,0,-0.0957530001022152,0,0,0,0,0,0,-0.0311484668690407,0.0380491449728588,0,-0.00755605614959622,0,0,0,0,0,0.111118153732699,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169001597892203,-0.0200272838390018,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00918241917948349,0,0,0,0,0.0485903451026743,-0.138364076216257,0,0,0,0,0.22471611718331,-0.516323719717907,0,0.0824364945127984,0,0,0,0,-0.0204329164319867,0,0,0,0.0724210236222924,-0.058851963688925,0,0,0,0,0,0,0,0,0,0.0183773892018874,0,0,0.222117427513233,0,0,0,0,0,0,-0.0443979446199543,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.0422078151660331,0,0,0,0,0,0.00801104912308137,0,0,0,0,0,0,0,0.259913416755507,0,0,0,0,0,0,0,0,0.0665067986710556,0,0.0800821507497636,0.0671784705788215,0,0,0.102991890076341,0,0,0,0,0,0,0,0,0,0.0664164977849983,0,-0.174323943127727,0,0.0639334692866331,0,0,-0.0511149001223461,0.078439453841768,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.103000231899538,0,0.144879050941402,0,0,0,0.0607445920748116,0,-0.0935305550057767,0,0,0,0.26438758801716,-0.652256270535969,0,0,0,0,0,0.105779894089966,0,0,0,0.0247747333782937,0,-0.0333332300551505,0,0,0,0.0956055250757731,0,0,0,0,0,0,0,0,0,0,0.0234926179867579,0,0,0,-0.0329510046992519,0,0,0,0,0,0
X000063.SZ,0,0,0.106593087392418,0,0,0,0,0,0,0.0154382589412969,0,0.267993421663136,0,0,0,0,0,0,0,0,0,-0.0423779038647725,0,0,0,-0.341217080891052,0,0,0.491736422341628,0,0,0.0633065089089549,0,-0.234244493480902,0,0,0,0,0,0,0,0,0,0,0,0,0.0584659201892878,0,0,0,0.217823862020034,0.0427208063543961,-0.0434533372197511,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.027553076136275,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168578891462391,-0.320880774327923,0.00053093802013796,0,0,0,0,0,0,0.0645735117822715,0,0,-0.304440027767631,0,0.139258504829987,0,0,0,0,0,0,0,0,0,0,0.191782487206491,0,0,0.061120547630121,0,0,0,0,0,0,0
