,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X300014.SZ,X600703.SH,X000338.SZ,X000625.SZ,X000063.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X300142.SZ,X003816.SZ,X601877.SH,X002179.SZ,X000661.SZ,X000596.SZ,X000100.SZ,X600460.SH,X000157.SZ,X600741.SH,X002414.SZ,X002074.SZ,X600702.SH,X002236.SZ,X002007.SZ,X000799.SZ,X600089.SH,X600584.SH,X600779.SH,X600183.SH,X601799.SH,X000733.SZ,X000800.SZ,X600884.SH,X300146.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.197549151078595,0,0.0413354636402458,0,0,0,0,0.100046849594445,0,0.0595826391009578,0,0,0.0313750214859656,0,0,0,0,0,0,0.101729512724267,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0433620853203032,0,0,0,0,0.0318723797088295,0,0,0,0,0,0,0,0,0,0,0,0.0470434703793886,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0779557622507369,0,0,0,0.309385971850737,0,0,0,0,0,0,0.00699688089913788,0,0,0,0,0.11752045619373,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0787601511958341,0,0.0811726497605163,0,0,0.020748145334119,0,-0.0772995210081667,0.172812863058677,0,0,0,0,0,0,0,0,0,0,-0.00132397327775224,0,0,0,0,0,0
X002415.SZ,0,0.0455807909853101,0,0,0,0,0,0,0.0309149021556504,0,0.0833006720068855,0,0,0,0,0.136417810110173,0.114291350318726,0,0,0,0.0600743315042522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138587500276845,0.0491768676283263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.156493507497892,0.1757732024184,0,0,0,0,0.0502729278902612,1.73472347597681e-18,-0.072682450142796,0,0,-0.105745121536176,0,-0.036242637379166,0,0,0,0,0,0,0,0,0,-0.0452498007726197,0,0,0,0,0.132761623933151,0,0,0.472002665409221,0,0,0.0171473755787982,0,0,0,0,0,0,0,0,0,-0.0417618364072672,0.0792960449555466,0,0,0,0,0,0
X600276.SH,0,0.351968439354718,0,-0.227751120794234,0,-0.035559890247628,0,0.0431449276399205,0,0,0,0,0,0.156818976361589,0,0,0.107747244561766,0,0,0,0.0385350197283858,0,-0.330570368914594,0.0875079001194563,0,0.00621537189024529,0,0.0495709701636268,0,0,0,0,0,0.0409435364401118,0,0,0,0,0.274075435463557,-8.67361737988404e-19,0,0,0,0,0,0,0.0981974893874679,0,-0.12560578774816,0,0,0.0224376681337638,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0404281007686509,0,-0.0649211691020448,0,0,0,0,0.0507285436434382,0,0,0,0,0,0,0.2855448220933,0.103851436469951,0,0,-0.0600054998473084,0,0,0,0,0.0955641003119583,0,0,0,0,-0.019999635158491,0,0,0,-0.117341217653255,0,0,0,0.257315235292798,0,0,0,0,-0.0197228862405964,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0441532149709927,0,0,0,0,0,0,0,0,0,-0.003679417802188,0,0,0.0615399336543719,0,0.137676532838877,0,0,0,0,0,0,0,0.145930195602453,-0.0297476418413905,0,0,0,0,0,0,0,0,0,0,0,0,0.030070404084723,0,-0.0339884521674489,0,0,-0.0794122805300965,0,0,0,0,-0.0863359233785201,0.12556644412855,0,0,0,-0.0921973522311801,0,0
X002304.SZ,0,0,0,0.309021513104423,0.10170933289809,0,0,0,0.317240607599941,0,0,0,0,0,0,-0.0312569433868833,0.157186652777991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557661008762373,0,0,0.0586577462118788,0,0,0,0,0,0,0,0,0.178735524064774,0,-0.0849497917669427,0.0140615876522283,0,0,0,0,0,0
X000568.SZ,0,0.457961881996923,0,0.145904123861368,0,0,0,0.1442013113879,0,0,0,-0.200045810826022,0,0,0,0,0,0,0,0,0,0,0,-0.011863140155889,0,0,0,0,0.111669538797842,0,0,0,0,0,0,0,-0.0179875486279616,0,0,0,0,0.0295172203079493,0,0,0.0133954888666009,0,0,0,0,0,0,-0.00581221270403921,0,0,0,0,0,0,0
X600690.SH,0,0,0.105182139456471,0,0.118437272275645,0,0,0.110677922817165,0.112018213180516,0,0,0,0,0,-0.0219297812655097,0,0,0,0,0.0401568269779288,0,0,0,-0.0152968821958811,0,0,0,0.0978669168484542,0,0,0,0.029422265604838,0,0,0,0.00582338206070496,0,0,0,0,-0.00539155976245631,0.063765724678734,0,0,0,0,0,0,0,0,0,-0.0703683424338368,0,0,0,0,0,0,0
X600031.SH,0,0.0842788084767441,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314994337574037,0,0.223671380451938,0,0,0,0,0.148595343604285,0,0,0,0.014075950799351,0.111453261694293,0,0,0,-0.234997181021655,0.100676827870634,0,0,0.00344970097023928,0,0,0,0,0.0303131124363811,0,0,0,-2.16840434497101e-19,0.00569100697952159,0,0.0169321784818738,0,0,0,0,0.0101625993894338,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0266418848573787,0,0,0,0,0,0,0,0,0,0,0.131482651805798,0,0,0,0,0.0364193453492507,0,0.0144722519601869,0.173640699485479,0,0,0.00586712894648189,0,0,0.0655205867393399,0,0,0,0,0,0.0873832198387784,0,0,0,0,0,-0.145125094818707,0,0,0,0,0.022662456919405,0,0,-0.00233067627069715,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.00777081765691025,-0.0213102865615814,0,0,0,0,0,0,0,0,0,0,-0.038727268339873,0,0,0,0,-0.00331198974700588,0,0,0,0,0,0,0,0,0.3686500631275,0,0,0,0,0,0.0180819607097787,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.22284606193174,0,-0.0226643498110455,0,0,0,-0.00859626609742858,-0.0141683083645205,0,0,0,0,0,0
X300124.SZ,0.0993956130140217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107091876365026,0,0.414032631081041,0,0,0.406413454899601,-0.07726014550136,0.0356660376086767,0,0,0.0915985735128434,0,0.17152863374239,0,0,0,0,0,0.0177821115520499,0,0,0,0,0,-0.152821456826532,0,0,0,0,0.165696993295121,0,-0.270558086764097,0,0,0,0,0.0710606387005508,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.265190359979977,0,0,0,0,0.0581849003399038,0,0,0.0090991070817376,0,0,0,0,0,0,0,0,0,0,0,0.268640553805827,0,0,0,0,0.0291978219279496,0,0,0,0,0.283638257834678,0.0250528662698776,0,0,0,0,0.000278142824351686,0,0,0,0,0.0297197788182416,-0.0595505301298128,0,0,0,0,0,0
X300014.SZ,0,0,0.304992974807632,0,0,0,0,0,0,0,0,0,0,0,0.0966455036200204,0,0.0492232822405794,0,0.236725502351556,0,0.32197426584659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196512623063609,0,0,0,0,0,0,0,-0.129108316881634,0,0.024265024160215,0,0.00468130824387124,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.102978173367188,0,0.0700549629832233,0,0,0.0771150166965334,0,0,0,0.210431253352317,-0.0234604199861444,0,0,0,0,0.299992801821984,0,0,0,0,0,0.077355465956347,0.01342452651488,0,-0.10058293852708,0.156694000968252,0,0,0,3.46944695195361e-18,0,0,0,0,-0.095856548269047,0.0859761850639133,0,0,0,0,0,0,0,0,0,0,-0.0192791074961391,0,0,0,0,0,0,0
