,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X002304.SZ,X600031.SH,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X000157.SZ,X600089.SH,X600703.SH,X002463.SZ,X600372.SH,X600066.SH,X002236.SZ,X000977.SZ,X000921.SZ,X002241.SZ,X002028.SZ,X600741.SH,X002049.SZ,X600522.SH,X000661.SZ,X600183.SH,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X601799.SH,X002223.SZ,X600566.SH,X600177.SH,X600060.SH,X002180.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.235307521882613,0,0.00557780654158378,-0.00535598959568367,0,0,0,0,0,0.0157615711032421,0,0.100273856897643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686772069803288,0,0,0,0,0,0,0,0,0,0,0,-0.0133323393827202,-0.0168903891203337,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.397115781421446,0,0,0,0,0,0,0,0,0,0.046391916783194,0.260290216152075,0,0,0,0.0361621041042513,0,0,0,0,0.00869726275544374,0,0,0,0,0,0,-0.0143605738799572,0,0.0405615354718096,0,0,0.0191218702318045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297951233893328,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.378438513979204,0,0,0,0,0,0,0.0420881045857315,-0.0548466902945087,0,0.0612230093602587,0,0,0,0,0,0,-0.122546632325769,0,0,-0.0538996666194384,0,0.181854824196433,0,0,0,-0.0240919512081929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800378007726629,0,0,-0.0820061763366892,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0600740336286019,0,0.0709292256377219,0,0,0,0,0,0,0,0,0.112487000772125,0,0,0,0,0,0,-0.0232518722575422,0,0,0,0,0.145893400989899,0,0,0,0,0,0.0679843982814538,0,0,0.0187016232822168,0.0328760793585564,0,0,0.124436204767363,0,0,0,0,0,0,0,0,-0.00534954113018815,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188090004257292,0,0,0,0,0,0,0.0205503314625769,0,0,0,0,0,0.00909467322858349,0.110692997038674,0,0,0,0,0,0,0.253327181705969,0,0.00288806324832553,0,0,0.0837335882739681,0,0,0.0332433645288643,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.220366223743677,0,0,0,0,0,0,0,0,0,0.0877861102199185,0,0,0,0,0.074886848018272,0,0,0,-0.134152668036955,0,-0.0826102411072897,0,0,0.233284244885371,0,0,0,0,0.00298585427963602,0,0.0418661002425635,0.0604769784750826,0,0,0,0,0,0.10909878358826,0,0.0597385437786698,0,0,0,-0.0248987532929202,0,-0.0911818340107745,0,0,0,0,0
X000568.SZ,0,0.803545622076903,0.261682855913878,0,0,0,0,0,0,0,0,0,0,0,0,0.0722565995243054,0,0,0,0,0.0433693253282785,0.14174419987477,0,0,0.0594668655857959,0,-0.175948205518836,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275561629748703,0,0,0.0225537204213104,0.0209450590353346,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.119866190792549,0.275593864768561,0.099876789002489,0,0,0,0.0642857591610438,0,0,0,0,-0.106323060746495,0,0,0,0,0.02975555091562,0,0,0,0.263085898452277,0,0,0,-8.67361737988404e-19,0,0,0.139085270954924,0,0,0,0,0,0,0.0662034154225963,0,-0.239193880658635,0,0,0,0,0,0,0,0,0,0,0.00545832193083924,1.0842021724855e-19,0.0286200803492356,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0144892558027746,0,0,0,0,0,0,0,0.114113164099734,0,0,0,0,0.249239708209706,-0.0441498714551144,0,0,-0.00656434173766902,0,0,0,0,0,0.293762681409899,0,0,0,0,0,0.0685511598549589,0,0,0,0,0.230218212583417,0,0,0,0,0,0,0,0,0.0144531495774382,-0.310672145226365,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.33979817595865,0,-0.0605318993564119,0,0,0,0,0,0,0,0,-0.05134596034214,0,0.13180670386233,0,0.18569449637144,0,0.334788887082527,0,0,0,0.162906799246174,-0.0236557928328233,-0.0252997402077735,0,0,-0.0398136355538308,0,0,0.0337764528750452,0.03423721726588,0,0,0,0,-0.273757210794436,0,0,0,0.311636251082737,0,0,0,0,0,-0.0486215263795082,-0.0630949072321473,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.0438047098121207,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.11566897791518,0.0826297031824521,0,0,0,0,0,0,0,0.135663765308374,0,0.0338544468066089,0,0.20436050412621,0,0,0,0,0,0,0,0,0,0,0.0622623783511764,0,0,0,0,0,0,0,0,0,0.0856246848416948,0,0,0.0412214112544112,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0194037768241344,0,0,0,0.0525093883077955,0,0.095737123299906,0,0,-0.0135551920207832,0,0.043557862271324,0.00228231903009872,0,0,0,0,0,0,-4.33680868994202e-19,-0.00680808336410312,0,0,0,0,0,0,-0.0943033555741975,0,0,0,0,0.0900938739092328,0,0,0,0,0,0,0.0179199286489949,0,0,-0.0564639348466338,0.0411503504943277,0,0,0,0,0,0
X000725.SZ,0,0,0.119077867832425,0,-0.0184352843573169,0,0,0,-0.000772871993624193,0,0,0,0,0,0,0,0,0.045857861114839,0,0.164184539415049,0.182033844429814,0,0,0,0,0,0,0.0149009884708646,0,0.0547252726072202,0,0,0,0,0.022065646478923,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.012176282195387,0.0253260003864679,0,0,0,0,0,0,0,-0.0122901941303535,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207343057467914,0,0,0,0.09296497928163,0,0,0,0,0,0,0,0.117073187631984,0.140947954684592,0,0,0.0717153795585113,0,0,0,0.139805722900996,0,0,0.0077224828988128,0,0,0.0106888426032814,0.0173287162332187,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.237949084813379,0,0,0,0,0.0319634148725508,0,0,0,0,0,0.163704426314501,0,0,0,0,0,0,0,0.182950815088147,0,-0.0956043072887133,0,0,0.24140155457669,0,0,0,0,0,0,0,0,0,0.0268287883493616,0,0,0,0,0,0,0,0,0,-0.0242198033566545,0,0,-0.0259729534973238,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.104771668069041,0.0894836073721554,0,0,-0.0450334933711205,0,0,0,0,0,0,0,0,0,0,0,0.259494708216393,0,0,0,0,0,0.400845134480587,3.46944695195361e-18,0,-0.0811421375814185,0,0,0,0,0,0,0,0,0,0,0,0.601821191488346,0.0434479062929051,-0.00731636406111732,0,0,0,0,0,0,-0.164748902828321,0.221036343743535,-0.121542181053274,0,0,0,0,0
X000596.SZ,0,0,0.0945619878840876,0,0,0,0.531918031238876,0,0,0,0,0,0,0,0,0.0283439377675071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150796382156028,0,0,0,0,0,0,0,0,0,0.0408730908509802,0,0,0,0,0,0,0,0,0,0,-0.032007377479816,0.0621511602898331,0,0,0,0,0
X002304.SZ,0,0.230793610926603,0,0,0,0.176251387965924,0,0,0,0,0,0,0,0,0,0,0.268972110678466,0,-0.0288399728799889,0,0,0,0.0429279651436004,-0.0980124779265784,0,0,0,0,0,0,0,0,0,0,0.333158709507295,0,0,0,0,0,0,0,0,-0.134270050894289,0,-0.0135419796437371,0,0,0,0,0,0,0.0511654771929644,-0.110396570843918,0,0,0,0,0
X600031.SH,0,0,0,0,2.16840434497101e-19,-0.00404707744561189,0,0,0,0,0,0,0,0,0,0.107100166350176,0.0139728318970453,0,0,0,0,0,0,0.269354563221467,0.145121110702356,0,0,-0.118216217604082,0.036238692840842,0,0,0,0,0,0,0,0,0,0,0.046247149979023,0,0.0883358021780516,0,0.0835547985255685,0,0,0,0,0,0,0,-0.0417511900180652,0.00715220388379042,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953944555454072,0,0,0,0,0,0,0,0,0,0.0558817254807408,0.107044876769603,0.0651014466102439,0,0.189656622299537,0.0221146157484352,0,0.0718946283998858,0,0.318693899847121,0.0283386000161416,0,0,-0.0984145956199423,0,0.0667221863931129,0,0,0,0,0,0,0,0,0,0,-0.0282224052517342,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0869236306188646,0,0,0,0,0,0,0,0.434105153209768,0,0,0.0293195166695128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350945424752529,0,0,0,0,0.0732044476744649,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198489753418997,0,0.134479310322189,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0.0835797316209041,0,0.247682723280819,0,0,0.225282091152154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122167739755086,0,0.0396717654861995,-0.0208949231727674,0,0,0.362220718326383,0,0,0,0,0,0,-0.0134779411307582,0,0.30643407122974,0,0,0,0,0,-0.0396616402741373,0.0410768594183317,0,0,0.00515903442650744,0.00218050784532238,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0.0840964365730468,0,0,0,0.0134339259137655,0,0,0,0,0,0,0.00141273910240274,0,0.121099376895391,0,0,0,0.0163915504619155,0,0,0,0,-0.0788273617607807,0.042743839789604,0.0667187612815941,0,0,0,0.236337893350915,0,0,0.224026411773578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892876698826964,-0.00141244805671489,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,-0.0529997469213547,0,0,0,0,0,0.210878917424131,0,0,0,0.258901050335671,0,0,0,0,0,0,0,0,0,0,0,0.00601463569631334,0.209077929758379,0,0,0,0,0,0.129098439203063,0,0,0,0,0,-0.0228521596278734,0,0.0395962126899542,0,0,0,0,0,0,0.00326631848636802,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.050245113651402,0.17524142625047,0,0.0433879453740128,0.32763173216781,0,0,0,0,0.113685337271037,0,0,0.0338312373029416,0,0,0,0,0,0,0,0,0,0,-0.0581717511716174,0.0967109130999225,0,0,0.127023462303728,0,0,0,0,0,0,0,0,0,0,0,0.075834828917795,0,0,0,0,0,-0.0486299103526201,-0.0322382203894072,0.106845558457561,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0390240491023371,0,0,0,0,0,0,0,0,0.0256652117928337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137041344177219,0,0.1168491742593,0,0,0.200034641356541,0,0,0.15705796960252,0,0,0.181816779438878,0,0,0,0,0,0,0,0,0,0.0241543702652646,-0.0643589644724394,0,0,0,0,0,0
X002463.SZ,0,0,-0.177378308201241,0,0,0,-0.2099339950246,-0.195674743663018,0,0,0,0,0,0,0,0,0,0,0,0.169681672928851,0,0,0,0,0,0,0,0,0,0,0.401977891593916,0,0.427794136682151,0.109293641544805,0,0,0,0,0.0989800190266542,0.273315692817668,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0848913949773254,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0.199561543744372,0,-0.0347349219109482,0,0,0,0,0,0,0.132584005160735,0,0,0,0,0,0,0.0839946825036226,0,0,0,0,0,0,0,0.037143143025647,0,0.1580175376735,0,0,0.0399346120933676,0,0,0.0160971031648646,0.103920016820176,0,0,0,0,0,0.046371174407207,0,0,0.0238702652540745,0,0,0.0785905746434472,-0.037184594821399,0.0995095609300069,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500772807210342,0,0.0550931154354674,0,0,0,0,0,0,0,0,0,0,0,0,0.0620233580484591,0.0409465777397239,0.143833039569255,0,0.176015840626434,0,0,0,0,0,0,0,0,0,0,0,0.267798049464159,0,0,0,0,0,-0.0128643465466979,-0.038618885343764,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178572836766844,0,0,0,0,0,0,0.100036286362217,0,0,0,0,0,0.0404953218730613,0,0.0793782063609786,0,0,0,0,0.263196667847772,0,0,0,0.179979595628225,0,0,0,0,0,0,0,0,0.0482505944441394,0,0,-0.026382635679278,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310656724797501,0.00166566102455502,0,0.0151479582900036,0,0.0488444487614006,0,0.453782450700574,0.123423396201791,0,0,0,0,0,0,0,0,0,0,0.0488209751815391,0.159115178501449,0,0,0,0,0,0,0,0,-0.04564151565608,0,0,0.040633696227835,-0.0987259556236706,0,0,0,0,0,0
X000921.SZ,0,0,-0.0590115321998136,0,0,0,-0.0461335372839357,0.284933411172837,0,0.0905666697559702,0,0,0,0,0,-0.00200067220570132,0,0,0,0.146883552241015,0.173545150852332,0,0,0.108746332159309,0,0,0,0,0.145384198529125,-0.160067566010685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947815659601623,-0.016333236735529,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.141054525018556,0,0,0,0,0,0,0,0,0,0,0,0,0.0862790013942304,0.359932943999992,0,0,0,0.0465134608041779,0,0.0608613317332692,0.00687614685846946,0,0,0,0,0,0,0.0349337900119306,0,0,0.0862569711628992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002028.SZ,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.109686379787325,0,0,0.00853232028017992,0,0.0394274816631725,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0140662038183269,0,0.170760473791601,0,0,8.67361737988404e-19,0,0,0.00214519306180399,0,0,-0.0638418886597738,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.306042046640176,0,0,0,-0.0272288928456314,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,-0.0563258492363148,0,0,0,0,0,0,0.275155059795381,0,0.00515596234387288,0.0538894535794437,0,0,0,0,0,0,0,0.168167040922076,0,0.107339373274062,0,0,0,0,0,0,0,-0.116938986775089,0,0,0,0,0,0,0,0,0,-0.0256292458485732,0,0,0.021017538751243,0.105194308167187,0,0,0,0,0,0
X002049.SZ,0,0,0,0.0546034506936371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213859650906804,0.0771490889072256,0,0,0,0,0,-0.172835102397347,0.0983635602957388,0,-0.0106525783544465,0,0,0,0,0.115176108706684,0,0.192973116312345,0,0,0.166606731209822,0,0,0,0,0,0,0,0.266764870328024,0,-2.16840434497101e-19,0.0168112153451887,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159233420098244,0,0,0,0,0,0,0,0,0.0518020223141866,0.146096308590101,0,0,0,0.349189199312893,0,0,0.0727968828364709,0.109822414346942,0,0,0,-0.0453269322114622,0,-0.0667527115010541,0,-0.164175328916498,0,0.124396115293672,0,0,-8.41472780527628e-05,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130184961325804,0,0.209439372866909,0,0,0.140584032841124,0,0.229285706304024,0,0,0,0,0,0,0,0,0,0,0.162877626704586,0,0.000757375455080216,0,0,0,0.0151300981846926,0,0,0,0,0,2.16840434497101e-19,0.0230420771575875,0,0,0,0,0,0
X600183.SH,0,0,0,0,-0.103130362554408,0,0,0,0.16779963706495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180428165137818,0,0,0,0.0812155862832076,0,0,0,0,0.0961613847035846,0,0,0,0.0820422685832744,0,0.284458452115795,0,0,0.136393272616008,0,0,0,0,0,0,0.070628870092094,0,0,0,0,0,0,0
X600584.SH,0,0,0,0.380618615461515,0.00606882165698729,0,0.125623490991419,0,0,0,0,0,0,0,-0.0947149754865047,0.0401630840135391,0,0,0,0,0,0,0,-0.151124572536107,0,0,0.0551009226172886,0,0,0.419616437695447,0.0301621945066104,0,0,0,0,0,0,0,0.202497227755702,0,0,0,0.105758817965932,0,0,0,0,0,0,0,0,0.107897856386654,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0630580709855846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451506407079737,0,0,0,0.0427241354109857,0.00195202603175826,0,0,0,0,-0.02667115513869,0,-0.0475007199658345,0,0,0,0,0.0414618237541785,0,0,0.223203568241973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075817548577855,0,0.219259900172912,0,0,0,0,0,0.485580766377322,0,0,0,0,0.184575204369588,0,0,0,0.0399143632853416,0,0,0,0,0.191687696448905,0,0,0.190358650503988,0,0,0,0,0,0,0,0,0,0,0,0,0.163998139298531,-0.0994963955603526,0,0,0,0,0,0
X000800.SZ,0,0,0,0,-0.0553146909682568,0,0,0,0,0.0963371717801925,0,0,0,0,0.0178552473135106,0.239231345133263,0,0,0,0,0,0,0,0,-0.114244509223376,0,-0.010349759123774,0,0,0.258565809434501,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.164775727312776,0,0,0,0,0,0.0374869810343445,0,0,0.135675573583535,0,0,0,0,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0.0217767241777951,0,0,0,0,0.0368948470922989,0.198636755023849,0,0,0.0595528307053088,0,0,-0.0637527162266858,0,0,0,0,-0.00673530269556149,-0.0332099617148284,0,0,0,0,0,0,0,0.142726546508184,3.46944695195361e-18,0,-0.101301285536195,0,0,0,0,0,0,0,0,-0.0426033679748386,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002223.SZ,0,0,0,0,0,0,0,0,0,0,0.0219961728151497,0,0,0.0197524925641112,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0812797903005311,0,0,0.0264569866705983,0,0,0,0,0,0,0.0268742396954924,0,0,0.0256505093305676,0,-0.0262284407178726,0,0.0474692666312809,0,0,0,0.0402650188703685,0.107707323458737,0.0202932073782578,4.33680868994202e-19,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0,0,0,-0.086505928064167,0,0,0,0,0,0,0,0,0,0,0,0.133738470041714,0,0,0.283355314709896,0,0,-0.0213921967176708,0,0,0,0,0,0,0,0,0,0,0.0539402223765172,0.146492207218667,0.0324580464060966,0,0,0,0,0,0,0,0.0571219250981382,0,0,0,0.00312030401428882,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,-0.0184766300710893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562808535114067,0.074155181986237,0.121185739731441,0,-0.0571433527884201,0,0,0,0,0,0,0,0,0,0,0.078579087744758,0,0,0.0572471943017418,0.104766334514412,0,0,-0.0163770898557594,0,0.00631022593520689,-0.0432190116485611,-0.0253849808138964,-0.122372005185519,0,0,0,0,0
X600060.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165026520532083,0,0,0,0,0,-0.051279445897841,0,-0.084901550963308,0,0,0.00870665227151314,0,0,0,0,0,0,0,-0.115575056055699,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964012264208314,0,0,0,0,0,0
