,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X002371.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X000725.SZ,X600031.SH,X000063.SZ,X002241.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X600522.SH,X000733.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X000157.SZ,X601799.SH,X600702.SH,X002236.SZ,X600487.SH,X600584.SH,X000799.SZ,X002414.SZ,X600563.SH,X300003.SZ,X600372.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.164329375202481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192132347458416,0,0,0,0,0,0,0,0,0,0,0,0.0562586759692879,-0.0368055875105806,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0673518365031583,0,-0.0275155446717389,0,0.0582384294944667,0,0,-0.0380648173864801,0,0,0,0,0.0146289224733208,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0898029869591571,0,0,0.0739191409668801,0,0,0,0,0,0,0.0141114552062806,0,0,0,0,0,0,0,0,-0.0299206680816114,0.0356978629712465,0,0,0,0,0.0155832423168599,0,0,0,0,0,0,0.331367641771797,0,0.0131254182681293,0,0,-0.0699044755817866,0,0,0,-0.0250950318089213,-0.0145857925246109,0,-1.0842021724855e-19,0,0,0,0,0,0
X600809.SH,0,0,0,0.0608905412815525,0,0,0.0128534775122211,0,0,0,0,0,0,0,0,0,0.136765772612948,0,0,0,0,0,0,0,0,0,0,0,0,0.133989723021034,0,0,0,0.0064637741060237,0,0,0,0,0,-0.104003407745339,0,0,0.0586305519433762,0,0,0.0269824713767157,0,0,0.11898216271275,-0.0933590627287904,0.312168020828382,-0.00967678628766842,-0.0130792599366876,-0.146295486968259,0,0,0,0,0
X000568.SZ,0,0,0.109550206761857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107779829102153,0,0,0,0.0544988834474852,0,0,0,0.0386084735184955,0,0,0,0,0.0178117507000961,-0.00594403029480472,0,0,0,0,0,0,0,0,0,0.376233738905524,0,0,0,0.065638209221992,0,0,0,0,0,0,-0.0180983645343328,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0250756675663416,0,0,0,0,-0.13601195426999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106599033966194,0,0,0,0,0.208928257004261,0,-0.00767159664902142,0,0.533030861852275,0,0.14461957647957,0,0,-0.113903086446934,0,0,-0.100629127425004,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.180061828575499,0,0,0,0,0,0,0,0,-0.0404925185212389,-0.0110987392676526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305286633341289,0,0.0283869252067769,0,0,0,-0.250562233350124,0,0,-3.46944695195361e-18,0,0,0,0.0182729110140079,0,0,0,0,0,-0.0228498626817118,0,0.192156769303605,0,-0.0472469190543544,0,-4.33680868994202e-19,-0.00588520024968302,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00443616112546738,0.345719247554939,0,0,-0.0292899571372317,0.0650212172948549,0,0,0,0,0.206419494083354,0,0,0,-0.10827645832346,0,-0.143746204988338,0,0,0,0,0,0,0,0.198632348370107,0,0,0,0,0,0,0,0,0.0298425677033416,0,0,0,0,0,-0.13410209517978,0.0249040134751505,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.158934138585463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130316778091633,0,0,0.00241160629190638,0,0.268438168446315,0.0494857500649591,0,0.048838111724288,0,0,-0.08102268172945,0.0459999313648245,0,0,0,0,-0.203714086972418,0,0,0,0,0,-0.0251750474353999,0.193839328184991,0,-0.125809409361849,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.258504796680676,0,0,0,0,0.019700919828964,0,0,0,0,0,0,0.0308810994971742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156208310978959,0,0,0,0,0,0,0,0,0,0.0893958647768952,0,-0.0332482164178413,0,0,-0.0606786236537454,0,0,0,0,0,0,0.049663991253233,0,0,0,0.00405087606721608,0,0
X000651.SZ,0,0,0,0,0,0,0.0442012759971142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653053498235211,0.00864211018043629,0.0349838090135201,0,0,0.0310315873047149,0,-0.0494312016368353,0,0.0579361179212773,0,0.110060039134721,0,0,0.069704956421521,0,0,0,0,0,0,0,0,0,0,0,0,0.104050972752408,0,-0.0319924792840304,0,0,-0.0720462715791783,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0528690942334874,0,0.0667037210347795,0,0,0,0.0239670807549125,0,0,0,0,0,0,0,0,0,0,0,0.0866494259206741,0,0,0,0.317599703129462,0.0527039094031838,0,0,0,0,0.121915705418417,0,0,0.091339974664318,0,0,0,0,0,0.102835641364139,0,0,0,0,0,0,-0.136351215732592,0,0
