,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X000559.SZ,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X600741.SH,X600089.SH,X002241.SZ,X002475.SZ,X000338.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600177.SH,X300003.SZ,X600839.SH,X002129.SZ,X002294.SZ,X000977.SZ,X000547.SZ,X002074.SZ,X600867.SH,X002506.SZ,X000800.SZ,X600582.SH,X002008.SZ,X000623.SZ,X600498.SH,X000550.SZ,X002180.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,1.73472347597681e-18,0,0,0,0.210025961083132,0.195696958740049,0,0,0,0,0,0,0,0,0,0,0.0385094167181272,0,0,0,0,0,0,0,0,0.027935253923024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726835949567244,0.117102809814048,0.0255211186952708,0,0,0,0,0
X600104.SH,0.00404656266324534,0,0,0,0,0,0.0468605053528825,0,0,0.338989472961877,0.32436224206317,0,0.115871775971641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410896494305157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00138955408296901,0,0,0,0,0,0
X002415.SZ,-0.012719208607653,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.134597242062106,0,0,-1.38777878078145e-17,-0.149706617016784,0,0,0,-0.0497417488849786,0,0.218222353352953,0.0761665307778496,0,0.180105113833513,0.0222709346176511,0,0,0,0,0,0,0,0.121159549672142,0,0,0,0.0863637768304246,0,0,0,0,0,0,0,0,0,0.0231111263824322,-0.0291699987718839,-0.123538255327328,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151460147613232,0,0,0,0,0,0,0,0,0.136561133702423,0,0,0,0,0.139453481519694,0,0,0,0.00605267803912001,0,0,0,0,0.0348908719926391,0.0244300104461197,0,0.235084377739401,0,0,0,0,0,0,0,-0.0125029047969648,0.0306188974506743,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00133724579899494,0,0,0,0,0.243910050420163,0.0632862478612533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169768097455356,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0617229274384647,0,0,0.348929377707881,0,0,0,0,0,-0.0141916183793345,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0115192672880865,0,0,0,0,0,0,0.0310907719565913,0.120811244002497,0,0.236703127701263,0.263431406040477,0,0,0,0,0,0,0,0.125838842127843,0,0.0452231901195566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00035538805078746,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0918850350041273,0,0,0,0.0872785216814986,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.147011731447894,0,0,0,0,0,0,0.052349311961349,0,0,0,0.136298745544632,0,0,0,-0.0181216379086819,0.000925059364910021,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166206649501382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807297298713704,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.137508751383288,0,0,0,0,0.0466244643220708,0,0,0,0,0.146119008254647,0.187589035421833,0.00688036834417626,0,0.113458168811359,0,0,0.0202396612488599,0,0,0,0,0,0,0.0482556965731028,0,0,0,0.0284978591559958,-4.33680868994202e-19,0,0,0,0.150096952047151,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.175933740495823,0,0,0,0.0348320599885376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686557059524972,0,0,0.198208429027758,0.0877776597882996,0.0264847921477298,0,0,0,0,0,0,0.0380427017884369,0,0,0,0,0,0.0046065513300415,0.20359242275907,0,0,0,0,0,0,0,0,0.00412833528376572,0,0,0,0,0,0,0
