,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600031.SH,X000063.SZ,X600690.SH,X000338.SZ,X600276.SH,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X000100.SZ,X600066.SH,X600703.SH,X600118.SH,X601877.SH,X000623.SZ,X000568.SZ,X600271.SH,X000581.SZ,X000550.SZ,X002236.SZ,X600177.SH,X000800.SZ,X000869.SZ,X600582.SH,X002294.SZ,X000559.SZ,X002475.SZ,X300124.SZ,X600839.SH,X002129.SZ,X000050.SZ,X600809.SH,X000400.SZ,X002456.SZ,X000596.SZ,X000977.SZ,X600252.SH,X002007.SZ,X002465.SZ,X002292.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.126945246216706,0.165436989091848,0,0,0,0,0,0,0.466034010716026,0,0,0,0,0,0,0,0,0,-0.115655537960294,0,0.0329083349861804,0,0,0.0130134731792221,0.157299464032854,0,0,0,0,0,0,-0.0440444465704867,-0.147021309351812,0,0,0,0,0,0,0,0.165730404162908,0,0,0,-0.0516017199977124,-0.0138900344085106,0,0,0,0,0,0
X600519.SH,0,0,0.115431264806519,0.0306810648237633,0,0.246019539030111,0.174615528336056,0.056055081067531,0,0,0.283124090383148,0,0,0,0,0.00158410838136762,0,0,0,0,0,0,0,0,0,0,0,0,0.0734768706174691,0,0,0,0,0,0,0,0,-0.0420468811148743,0,-0.0276926892877515,0,0,0,0,0,-0.112450115678295,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.15674688750192,0,0,0.130048344862881,0.0706350011999947,0,0,0,-0.0699158635240448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313653968409127,0,0.0232114584443125,0,0,0,0,0,0,0,0.0417920673022416,0,0,0,0.0664294317649715,0.0747436435552892,0,0,0,0,0,0,0.0424756007998299,0,0,0,0,0,0,-0.0719194654694322,-0.0153804560667593,0,0,0,0,0,0
X000725.SZ,0,0.0532432797809297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461543290828714,0,0,0.104127759300727,0,0.0699602782077641,0.0153999586921483,0.129888132079417,0,0,0,0.231450509860352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245464949572935,0,0,0,-0.0501047060310405,-0.00724421391476067,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.111495438471918,0,0.134614870207452,0,0,0,0,0,0,0,0,0,0,0,0.0852896238748117,0,0,0,0,0,0,0,0,0.0544218283006823,0,0,0.0297979285736772,0.225991439981591,0,-0.0250720006282638,0,0,0,0,0.149571287366757,0,0.0180140949300502,0,0,0,0,0,0,0,0,0,-0.0420798479383084,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,-0.0687125042881779,0,0,0,0,0,0,0,0,0.247553675934565,0,0,0,0,-0.0367104499128116,0,0,0,0,-0.0884589861801186,0,0,0,0,0,0,0,0,0,0,0,0.241821946634911,0,0,0.286553733238336,0,0,0,0,0,0,0,0.00904089527958522,0.0203123727766316,0,0,0,0,0,0
X000858.SZ,0,0,0.206949727428562,0,0,0,0,0,0,0,0.0492537672765286,0,0,0,0,0.187251416365199,0,0,0.0444901159125502,0,0,0,0,0,0,-0.0146384929856953,0,0.0492088994952951,0,0,0,0,0,0,0,0,0,0,0,0,0.0369123535969809,0,0,0.0231304981375131,0,0,0,0,0,-0.052495141600419,0,0.00787112614185588,0,0,0,0,0,0,0
X000625.SZ,0.383645705568156,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023920302822245,0,0,0,0,0,0,0,0,0.114944592128099,0,0,0,0.0376915625864013,0.167747940057592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106889860422361,0,0,0,0,-0.0305185463215993,-0.00434428692054777,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0134653468902319,0,0.0478269032658106,0,0,0,0.932231464726027,-0.0214643373715777,0,0,0,0,0,0,0,0,0.047727638277068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100364976636184,0,0,0,0,0,0,0,-0.046472297763934,-0.00368200342678173,0,0,0,0,0,0
X000063.SZ,0.116201810811063,0,0,0,0,0,0,0,0.0970327670265441,0,0,0,0,0,0,0,0,0,0,0,0.165504242328344,0,0,0.0302548597404527,0,0,0,0,0,0.0950557533651645,0,0,0,0,0.090576457227338,0,0,0,0,0,0,0,0,0.0101167161451976,0,0,0,0,0.0104209226439422,0,0,0,-0.00499928752050789,0,0,0,0,0,0
X600690.SH,0,0.181139603069033,0.352198947014229,0,0,0,0,0,0,0,0,0.205259185438793,0,0,0,0,0,0,0.0786584013372538,0,0,0.0745806460616955,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929599193858931,-0.00631114389881819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987966869470996,0,0,0,0,0,0
