,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X000100.SZ,X002049.SZ,X002236.SZ,X600372.SH,X000977.SZ,X600584.SH,X002241.SZ,X000157.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X002180.SZ,X000733.SZ,X002463.SZ,X002074.SZ,X000988.SZ,X600702.SH,X600460.SH,X000066.SZ,X300142.SZ,X000800.SZ,X002028.SZ,X002007.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.22251064362263,0.131862840759509,0,0.0884272545414266,0,0,0,-0.0302033462400415,0.132318801108373,0,0,0,-0.00909973126135988,0,0.0358254173261367,0,0,0,0.0139616495465862,0,0,0,0,0,0,0,-0.0274505746568629,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0196296631842842,0,0,0,0,0,0,0,0,0,0,0,-0.0176855114264758,0.042131534811266,0,0,0,0,0,0
X000858.SZ,0.135483814604391,0,0.379510076028176,0,0,0.0170166888036287,0,0,0,0.0662322841694142,0.0530455701185846,0,0,0,0,0,0.0515357738600102,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270931267352141,0,0,0,0,0,0,0,0,0,0,0,0,0.168896232649885,0,0,0,0,0,0,0,0.0601845623968002,0,0.0152942682940128,0,0,0,0,0,0
X000568.SZ,0.306882865585943,0.370127379520791,0,0,0,0,0,0,0,0,0.217690201776617,0,0,0,0,0.0185537693778029,0,-0.0385670625359544,0.0280326209367354,0,0,0,0,0,-0.0372163143353541,0,0,0,0,-0.00689535361757674,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0409628221581981,0.149182084849843,0,0,0,0,0,0,0,0,-0.00465226805742098,0,0,0,0,0,0,0
X002415.SZ,0,0.0208084447792313,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148239601657837,0.189948486812263,-0.118705833799692,0,0,0.306539769215795,0,0,0,0.25112401788212,0,0,0.291899361896424,0,-0.00500794593190371,0,0,0,0,0,0,-0.0999119718550815,0.171280681008539,0,-0.0599017946042149,0,-0.0399093878992345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0126546834469785,0,0,0,0.043599432326374,0,0,0,0,0,0,0,0,0,0.115745970126987,0,0,0,0,0,0,-0.189363135616108,0,0.0596466202574669,5.42101086242752e-20,0,0.049386938248468,0,0,0,0,0,0,0.165751812608018,0,0,-0.261024265950981,0,0.114971049007423,0,0,-0.00287595499270738,0,0,0.0869618359313664,0,0,0,0.00920352277221772,0,0,0,0,0,0,0
X600809.SH,0,0.0752099124167717,0,0,0,0,0,0,0,0.0154635972491274,0.178774647424528,0,0,0,0,0.0331482545047264,0,0,0,0,0,0,0,0,0.0199930087997116,0,0,0,0,0,0,0,0,0,0,0,0,-0.032137803971593,0,0.0826093639786433,0,0,0,0,0,0,0,0,-0.354083786854181,0,0.384149915425585,-0.00327841818969961,0.0755533691524693,0,0,0,0,0,0
X002475.SZ,0,0,0,0.156542400502004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660770090923004,0,0,0,0,0.0321266778962383,0,0,0.0127578802613514,0,0,0.367636080920791,0.420563317544954,0,0,0,0,0,0,0,0,0,0.172125176734157,0.0439182200637591,0,0,0,0,0,0,0,0,0,-0.00368948400125183,0,0,0,0,0,0
X600690.SH,0,0,0,0.000971649014531704,0.149215099051321,0,-0.00621111351758233,0,-0.035316563893332,0.184486256402934,0,0,0,0.0632444025836309,0,0,0.215977585012501,0,0,0,0.00677100564247749,0,0,0,0,0,0,0,0,0.0405334283757715,0,0,0,0,0,0,0,-0.0761435175473952,0,-0.071614341979766,0.041321703179541,0,0,0,0,0.244037547844262,0,0,0,0,0,0.0522262555236872,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.220333928368363,0,0,0,0,0,0,0,0,-0.0505192820336486,0.110712656184339,0.0361351888544587,0,0,0,0,0,0,0.113405348148056,0,0.177926699831133,0,0,0,0,0,0,0.202193124193599,0,0,0,0,0,0,0,0.0896689907823565,0,-0.192985259619084,0,0,0,0,0.0498784005469293,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0682213140970528,0.142309857004625,0,0,0.303306083921407,0,0,0,0,0,0,0,0.0329935438005349,0,-0.46882930970613,0,0,0,0,0.059949734981034,-0.0560096644493978,0,0,-0.0278819254262621,0,0,0,0,0,0,0,0,0,0,0.0616769688280829,0.28334361935359,0,0.0714007954149255,0,0,0.0928667041366805,0,0,0,0,-0.00399284130402303,0,0,0,0,0,0
