,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X002371.SZ,X000625.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X600089.SH,X300014.SZ,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X600741.SH,X000977.SZ,X600066.SH,X600372.SH,X002028.SZ,X002241.SZ,X002049.SZ,X000661.SZ,X000921.SZ,X600522.SH,X600584.SH,X002129.SZ,X601877.SH,X000800.SZ,X600566.SH,X601799.SH,X600183.SH,X002223.SZ,X600060.SH,X002007.SZ,X600177.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.249925624409991,0,0.137713570452707,0,0.122243888033991,0,0,0.130126445852552,0,0.0222148262617728,8.67361737988404e-19,0,0,0,0,0.0398667767706377,0,0,0,0,0,0,0,0,0,0,0,-0.0801487680116614,0,0,0,0,0,0,0,-0.00890072475882921,0.0603524780675902,0,0,0,0,0,0,0,0,0,0,0,0,-0.00285033537687248,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.430132588945176,0,0,0,0,0,0,0,0,0,0,0.0642369559967768,0,4.33680868994202e-19,0,0,0,0.0226919652717363,0,0,0,0,0,0.00390963238311505,0,0,-0.0235543471622025,0,0,0,0,0,0.087248180079958,0.102019176209524,0,0,-0.0342239381677304,0,0.000723525401801713,0,0,0,0,0,0,-0.0355440197734314,0,0,0,0,0,0,0
X600809.SH,0.318818327792058,0,0,0,0,0,0.0879792059431786,0,0.0104971164357019,0,0,0,0,0.0777905555970208,0,0,0.194362955758266,0.0638964596858161,0,0,0,0,0,0.150824887070285,0.0130356562306017,0,0,0,0,0,0,0,0,0,0,0,0,0.00490316774260379,0,0,0,0,0,0,-0.0388716401396757,0,0,0,0,0,0,0,-0.039975450089563,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.101349311760787,0.0361172170011908,0,0,0,0,0,0,0.026382117402912,0,-0.107575213687305,0,0.0769960173500031,0.141492989502595,0,0,0,0,-0.040650201101742,0,0,0,0.0357176299122555,0,0,0,0.0179221624432523,0,0,0.0817745046774667,0,0,0.028727834566925,0,0,0,0,0,0,-0.00345359690535544,-0.0126440979661308,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692638433194084,0,0,0,0,0,0.116420624332644,0,0,0,0,0,0.039034952940326,0,0,0,0.0260522034116897,0,0,0,0,0.250057467556948,0,0,0,0.173853049207959,0,0,0,-0.019702709115354,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.182796647816947,0,0,0,0,0,0,0,0,0.0702863113384937,0,0,0,0,0,0,0,0.124595961206972,0,-0.138715027865795,0,0,0,-0.0208360688518641,0,0,-0.0742276109186837,0,0,0.241617094714983,0,0.0686627842879809,0.0130885276875162,0,0,0,0,0.0596693215190349,0,0,0,0,0.0122535915408158,0,-0.0199314597095444,0,-0.0336250829674099,0,0,0,0,0
X000568.SZ,0,0.771796634422256,0.164737892322764,0,0,0,0,0,0,0,0,0,0.00615873479437029,0,0,0,0,0,0,0,0.0726562725005236,0,0.0629644474603787,0.191603841728645,0,0,-0.119463061814291,0,0,0,0,0.00950886633139472,0,0,0,0,-0.0284428021287358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216576145920121,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0759161073033153,0.221969488409539,0.0475491674447431,0,0,0,0,0,-0.0765370615226326,0.173457433196961,0,0,0,0,0,0,0.104966263257792,0,0.252317408130987,0,0,0,-0.0124144822465749,0,0,0,0,-0.0508147457763539,0,0,0,0,0.0928497661516134,0,0,0,-0.178835390638112,0,0,0,0,0,0,0,0,0,0,0,0.0347123164992909,0,0,0,0,0,0
X003816.SZ,0,0,-0.0358480680063005,0,0,0,-0.212204205324226,0,0,0,0,0,0,0,0,0,0,0,0.124314699875019,0,-0.00642189100649606,0,0.0678514377376089,0,0,-0.0662524510353836,0,0,0,0,0,0,0,0,0,-0.0309502070301707,0.138063000931464,0,0,0,0,0,0.311768893312643,0,0,0,0.108479189747282,0,0,0.0992191649557916,0,0,-0.122267289015957,0,0,0,0,0,0
X002475.SZ,0.107550228255228,0,0,0,0.0532048888085033,0,0,0,0,0,0,0,0.0200940842823008,0,0,0,0,0,0,0,0,-0.0684168995239753,0,0,0.321744032800974,0,-0.0472495051432611,0,0,-0.071841330648888,-0.080178898724936,0,0,0.340343219907728,0,0,0,0,0.0233121648681866,0,0,0,0,0.210261430949189,0.186663115063308,0,0,0,0,-0.00883458259274159,0,-2.16840434497101e-19,-0.0164267021319088,-0.222961911133245,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0826748106783836,0,0,0,0.118040769102654,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0130935359748782,0,0,0,0,0,0.0217713120206872,0,0,0,0.00877014724923341,0,0,-0.0590383663581856,0.0345832261402113,0.0986135960012631,0,0,0,0,0,0,0,0,0,0.0187034595838075,0,-0.041490094662762,0.0340374258477913,0,0,0,0,0,0
