,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600809.SH,X600487.SH,X000625.SZ,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X600776.SH,X002007.SZ,X600066.SH,X002179.SZ,X000157.SZ,X300142.SZ,X000050.SZ,X600522.SH,X300146.SZ,X600177.SH,X600089.SH,X300136.SZ,X600867.SH,X600372.SH,X002241.SZ,X600566.SH,X000977.SZ,X002180.SZ,X600118.SH,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.12593811646944,0.149086030922024,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0510683556250775,0,0,0,0,0.0157901883820657,0,0,0,0,0,0,0,0.086523964571757,0,0,0,0,0,0,0,0,0,0.106534240914299,0,0,1.73472347597681e-18,0.00956411590954907,0,0,0,0,0,0,0,0,-0.0162239208538955,0.0155870405244723,0,0,0,0,0,0
X600104.SH,0,0,0,0.128888325228319,0,0,0,-0.0125525148422226,0,0.142191648540303,0,0,0.299070818598751,0,0,0,0,0,0.109134567175049,0,0,0,0,0,0,0,0,0,0,0,0.00338047140238104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162671849483697,0,0,0,0,0,0.0116643972058042,-0.0579233509931611,0,0,0,-0.0241008271222005,0,0
X002415.SZ,0,0,0,0,0,0,0.106510193219023,0,0,0.012590236656962,0.0303154649246891,0,0,0,0,0,0.0796686587712882,0,0.381189430936305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239896018463165,0.0590845425774469,0,0,0,0.0471062688976979,0,0
X000858.SZ,0,0,0.0620041076226125,0,0.0278959239412061,0.0314192199406364,0.0905320837270295,0,0,0,0,0,0,0.30568708504312,0,0,0,0,0.0604399303338475,0,0,0,0,0.0496398310582232,0,0,0.0547002903392206,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0188480443543723,0,0,0,0,0.00575329798021606,0,0,0,0,0,0,0.0437402495804462,0,0,-0.0101832126460099,0,0,0,0,-0.0198743788340251,0,0
X000651.SZ,0,0.213263144785172,0,0,0,0,0,0,0,0.0695797951623875,0,0,0,0.0692898989915402,0.091371618393182,0,0,0,0.0743986937944759,0,0,0,0,0,0,0.0616813041269093,0,0,0,0,0.00698573729184753,0,0,0.0112418917366543,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00315986826867066,0,0,0,0,0,0
X600276.SH,0.12540596571911,0,0,0,0,0,0,0,0,0,-0.398727872338266,0,0,0,0,0.215992751207389,0,0,0,0,0.287578117377869,0,0,0,0,0,0.22214453297454,0.30914626072719,0,0,0,0,0,0,0,0,0,0,0.022376595251088,0,0,0,0,0,0,0.184056866194189,0,0,0,0,0,0.0401551174934414,0.0603446438019228,0,0,0,0,0,0
X002304.SZ,0,0,0,0.229723478087245,0,0,0,0,0,0.106458565139037,0,0,0,0,0,0,0,0,0,0,0.0703772665952447,0.212570463537791,0,0,0,0,0.0349015953104194,0,0,0,0,0,0,0,0,0,0.000748359624064268,0,0.241807502529697,0,0,0,0,0,0,0,0,0,0,0,0,0.0236291349016218,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0567077732150491,0,0,0,0,0,0.183702612428166,0,0,0,0,0,0,0,0.396389928471933,0,0,0,0.0121601552498323,0,0,0,0,0,0,0.00579674391599825,0,0,0.0432133064106151,0,0,0.246378270711376,0,0,0,0,0,0,0,0,0.043675820448119,0,0,0,0,0,0,0.00908325599622228,0,0,0,-0.0085696648523149,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702290366009221,0,0,0,0,0,0,0.198359630851609,0,0,0,0.196649642401349,0.0562493502716221,0,0,0,0,0,0,0.00810677439451988,0.150940371733618,0,0,0,0.0338257013566459,0,0,0,0,0,0,0,0,0,0.008548485001665,0,0,0,0,0.133314622411937,0,0
X600690.SH,0,0.301139936974382,0,0,0,0,0.113251905920341,0,0,0,0,0,0.10099986314394,0,0,0,0,0,0,0,0,0,0,0.0824072164435917,0,0,0,0,0,0,0,0,0,0.0786596887355154,0,0,-0.00755649127528643,0,0,0,0,0.0315823252917793,0,0,0,0,0.0698815624732192,0,0,0,0,-0.0146666654761001,-0.00260826286960571,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.100917588457648,-0.0355307254044287,0,0,0,0,0,0,0,0,0.106248041552052,0,0,0,0,0,0,0,0,0,0,0.0341797039327595,0,0.0625263465569132,0.0409889084528307,0.0850840465580107,0,0,0,0.176836217194213,0,0,0.205742431844634,0,0,0.184350371518514,0,0,0,0,0,0,0,0,0,0.0206255764109152,-0.0331670245820621,0,0,0,-0.0126944528569445,0,0
X600031.SH,0,0,0,0,0,0,0,0.118963422683394,0,0,0,0,0.179307613010661,0,0.0727797169895692,0,0.16127768964508,0,0,0,0,0,0,0,0,0.0359626234926092,0,0,0,0.0224763892496361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128953100386839,0,0,-0.0241941718250157,0,0,0,0.0294725893834035,0,0,0,-0.0394604781680466,0,0
X000338.SZ,0,0.243426752715558,0,0,0.0836588459913282,0,0.0343169353089006,0,0,0,0,0,0,0,0.200966297094653,0,0,0,0.132399378649731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169614588512568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00848762152082118,0.0152991491377409,0,0,0,-0.0800541481039695,0,0
X000568.SZ,0,0,0,0.261437820784245,0,0.0632649169402677,0,0,0,0,0,0,0,0,0,0,0,0,0.0518387617358076,0,0,0,0,0.26944266233482,0,0.0215274738178862,0.0895507891610191,0,0,0,0.0224323859233154,0,0,0,0,0,0,0,0.144261678052305,0,0,0,0.045937798625239,0,0,0,0,0,0,0,0,0.00412134356458698,0.0116431486479007,0,0,0,-0.00485133812286606,0,0
X600741.SH,0,0.284857496278701,0,0,0,0,0,0,0,0.272847898662163,0,0,0.101520610772612,0,0,0,0,0,0,0,0,0.0448746745351821,0.0659362899480734,0,0,0,0,0,0,0.14473156153762,-0.050396041619204,0,0,0,0,0,-0.0578926426426924,0,0,0,0,0,0.143286909762586,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00674292151378185,0,0,0,-0.045107083874532,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172650604463541,0,0,0.127109788200313,0,0,0,0,0,0.840263675113183,0,0,0,0,0,-0.215374802929812,0,0,0,0,0,3.46944695195361e-18,-0.0311452606681973,0,0,0,0.0502617039719262,0,0,0,0,0.0480685780891634,0.206277423563629,0,0,0,-0.0161811536386619,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0575497483367527,0,0,0,0,0.30159260304467,0.0542594350182411,0,0,0,0,0.0848405872484495,0,0,0,0,0,0,0,0,0.0391380828044707,0,-0.0155914206812973,0,0,0,0,0,0,0,0,0,0,0,0.0730826942003274,0,0,0.0298731092257429,0,0,0,0,0,-0.00377530073239781,-0.0191586958101783,0,0,0,0,0,0
X600271.SH,0,0,0.110909360645885,0,0,0,0,0.151613888821322,0.0162190624358363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147512737694849,0,0,0,0,0,0,-0.0995614094685264,0,0,0.259177782167857,0,0,0.0830119001046495,0,0,0,0,0,0,0,0,0,0.142133279079645,0.239594880319454,0,0,0,-0.0123073194336213,0,0,0,0,0.0871992182237182,0,0
X002236.SZ,0,0,0.103605165696669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414753548730922,0,0.16303008354152,0,0,0,0,0,0.0473877289397201,0.0941597296969749,0.105893062604044,0,0,0,0,0,0.00576641508232415,0,0,0,0,0.199000553512352,0,0,0,0.00852400554656105,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,-0.117849111149318,0,0,0,0,0,0,0,0,0,0.0114510575685611,0,0,0,0,0.238589200166337,0,0,0,-0.0576002491957364,0.255954352856527,0,0,0,0.110157910202815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296497626947341,0,0,0,-0.204047173601414,-0.0300619646452444,-0.018223166181276,0,0,0,-0.0704029156077847,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368181857245179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419850232687573,0,0.734723455472282,0,0,0,0,0,0,-0.0609514823161038,0,0,0,0.150405287466607,0,0
X300124.SZ,0,0,0,0,0,-0.0837980759960843,0,0,0.162014852738013,0,0,0,0,0,0.0935597442921581,0,0,0.198716657107006,-0.108366063297824,0,0,0,0,0,0,0,0.141491989207092,0,0,0,0.0609630090194743,0,0,0.207178907698594,0,0.0878045104672684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334855895014718,0.111959485467894,0,0,0,0.0746456360832251,0,0
X002008.SZ,0,0,0.199760960458722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188714145159981,-0.151822456056774,0,0,0.115219261960145,0,0,0,0,0,0,0,0.104235192935351,0.157082824790587,0,0,0,0,0,0,0,0,0.0234509247047973,-0.0237884536276398,0,0,0,0.08102118557986,0,0
