,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600031.SH,X600271.SH,X002475.SZ,X002456.SZ,X600118.SH,X002085.SZ,X600177.SH,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X300124.SZ,X002426.SZ,X002506.SZ,X601877.SH,X600498.SH,X002508.SZ,X002074.SZ,X002294.SZ,X600089.SH,X600522.SH,X000050.SZ,X600418.SH,X000977.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0346467633730188,0.0185156014616161,-0.0265793472297239,0,0,0.302649734541434,0,0,0.138698443233104,0,0,0,0,0.0763559113278731,0,0,0,0,0,0,0,0,0,0.0402543469033568,0,0,0,0,0.14544267259393,0,0,0,0,0,-0.0463671042542296,0,0,0,0,0.119944282510933,0,0,0.0116098470330899,0,0,0,0,0,0,0.109168132546902,0,0,0,0,0,0,0
X600104.SH,0.0144293024111105,0,0.0670955646805018,0,0,0,0,0,0.347800367173313,0.00934911382971827,0,0.235928415925799,0,0,0.0444583691237669,0,0,0,0,0,0,-0.134417240866466,0,0,0.0903852441651278,0,0,0,0.0421285633911634,0,0,0,0,0,0,0,0,0,0.016955291890865,0,0,0,0,0,0,0,0,0,0,0,0,-0.0938622668167845,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015715746894353,0,0,0,0.15354111263153,0,0,0,0.0664157714900815,0.15120030509426,0,-0.154095290915286,0,0,0,0,0,0.00414449458972538,0.028651323305324,0,0,0.35768722360563,0,0,0,0,0,0,0.00627409500805515,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.00520183828583575,0,0,0,0,0,0,0,0,0,0,0,-0.132556976377291,0,0,0,0,0,0,0,0,0,0.022458400599594,0,0,0,0,-0.0473064997766663,0,0,0.110394510150065,0,0,0.0491585138955162,0,0,0.0981365103571478,0,-0.0253659106399886,-0.0157973031259855,0,0,0,-0.104474087348707,0.129499291694925,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.128157919369585,0,0,0,0,-0.045987271177659,0.0322961990490039,0.646321234041314,0,0,0,0,0,0,0,0,0,0,0,0,0.0507468876594668,0,0,0,0,0,0,0,0,0,0.058891120020165,0.00662640555169983,0,0,0,0,0.116891962443784,0,0.0106491265216608,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.120250216916806,0,0.121504708624939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459164629294916,0,0,-0.0744794897054669,0,0,0,0,0,0.16059778124506,0,0,0.00737696697092982,0,0,0,-0.125232801424696,0.0454282613086461,0,0.0358999849034593,0,0,-0.0689310599482968,-0.0316465602824734,0,0,0,0,0,0
X002304.SZ,8.67361737988404e-19,0,0,-0.034368849157255,0.0114871885744062,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.261059780982159,0,0,0,0,0,0,0,0,0,0,0,0.0765403881933072,0,0,0.135089251660073,0,0,0,0,0,0,-0.0497886274882448,0,0,0,0,0.0993460010115943,0,0,0,0,0.113818115958999,0,0.0395274245147087,0.0611388557637008,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00287076636806139,0,0,0.164527244314161,0,-1.35525271560688e-20,0,0.0464352033832239,0,0.147892257129632,0,0,0,0,0,0,0,0.0279498947560667,0,0.00541679134247375,-0.0182059883899349,0,0.0991591651529972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842251862657314,0,0,0,0,0,0,0
X000625.SZ,0,0.107461423967298,0,0,0,0,0,0,0,0,0,0.0911275388777572,0,0.0102343032057911,0,0.0996414257372121,0.0171131028377777,0,0,0,0,-0.0211016269930346,0,0,0,0,0,0,0,0,0,0.0576752660011395,0,0,0,0.0546952216855873,0,-0.00610545037838808,0,0.0168588813953594,0,0,0,0.064707961703153,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.128120497315793,0.113654559806097,0,0.0818100400909202,0,0,0,0.1358412083159,0,0,0,0,0.178507634884384,0.0879689013732436,0,0,0,0,0,0,0,0,0,3.24340292920705e-05,0,0,0,0,0.158767315389413,0,0,0,0,0,0,0,0.00303557919954781,0.0262674583898965,0,0,0,0.0781352513499992,0.00112964956364209,0,0,0,0,0,0,0,0.0245017063693788,0,0,0,0,0,0
