,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000559.SZ,X000100.SZ,X600271.SH,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X002292.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X600177.SH,X000568.SZ,X300003.SZ,X002074.SZ,X600839.SH,X002129.SZ,X000977.SZ,X002294.SZ,X600582.SH,X000547.SZ,X600867.SH,X002049.SZ,X002276.SZ,X000800.SZ,X000623.SZ,X002008.SZ,X600498.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0694222568677919,0,0.229403017545442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598256003738684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322395772062709,0,0,0,0,0,0,0,0,0,0,0,-0.0635457665578599,0.0746100055910376,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.304629132486482,0.295718191792541,0,0.132585400285314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337983769926662,-0.0131450862398895,0,0,0,0,0,0,0,0,0,0,0,0,-0.00415363504995065,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193581697012499,0,0,0,0,0,0.108560797365832,0,0.027266808298373,0,0,0.151157769895763,0,0,0.204194794300631,0,0.0532704287297647,0,0,0,0,0,0,0.117804758937985,0,0,-1.73472347597681e-18,0,0,-0.0446740019943325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.156600541011199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184474516128451,0,0,0,0.0406325670822111,0,0,0,0,0.214772940619724,0,0.0359566460110679,0.0927406757857548,0.0171975892295618,0,0,0,0,0.0438337947696557,0,-0.00862863761235715,0.0196821148252073,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776629834858242,0.264692318590984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034835244725841,0,0,0.0454372442013121,0,0.0465838033893009,0.0205169933749726,0,0,3.46944695195361e-18,0,0,0,0.0361581358525958,-2.16840434497101e-19,0.25113265300655,0,0,0,0,-0.0209715244106219,0,0,0,0,0,0,0
X002304.SZ,0,0.13432220915036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975035170545568,0,0,0,0.126446753392717,0.245278639813304,0,0,0,0,0,0,0,0.143567484360164,0.0446980716462806,-0.0174784053773294,0,0,0,0,0,0,0,0.0519134227562933,0,0,0,0,0,0,0,-0.0106993278799982,0.020014455849209,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0256922163013176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307754403005676,0,0,0,0,0,-0.040964438113733,0,0,0,0,0,0,0,0.180651594752499,0.0801169211062919,0,0,0,0,0,0.0217380845632673,0,0,0,0,-0.0393176618354028,0.0842213643614288,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217158634182079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158139695237666,0.0128217771733318,0,0,0,0,0,0,0,0.0264796931738456,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.121589861129869,0.0296821337596925,0,0.10459671127215,0,0,0,0,0,0,0,0.0288412337950876,0,0,0.152766080834301,0,0,0,0,0.115742502931783,0,0.0157673692632755,0,0,0,0.102468001081776,0,0,0,0,0.0875862793254619,0,0,0.0916033401108097,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.0905343048918772,0,0,0,0.042778755344424,0,0,0,0,0,0,0,0,0,0,0,0,0.0216936588066071,0,0,0,0.149349483901296,0,0.0741352294965509,0,0.0614197347089693,0,0,0,0,0,0,0,0,0.0939430894464464,1.38777878078145e-17,0.0110436312697368,0,0,0,0.0853007310101716,0,0.153882052753993,0,0,0,0,0,-0.00294789629828366,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0627773607060225,0,0,0.147416245739015,0,0,0,0.012796221712671,0,0,0.0113370461754649,0,0,0,0,0.00648955585772565,0,0,2.16840434497101e-19,0,0,0,0,0.00721709568694505,0,0,0,0,0,0,0,0,0.0530844266260782,0,0,0,0,0,0,0,-0.103860637392153,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180940704602797,0,0,0,0,0.231769885429269,0,0,0.036573100456817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995652704981245,0,0,0.240832318157885,0,0,0,0.225583120647731,0,0,0,0,0,-0.0465432999814044,0,0,0,0,0,0,0
X600703.SH,0,0.0679349806915544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322169371376027,0,0,0,0,0.0510571558865698,0,0,0,0,0.0366400612544234,0,0,0,0,0,0.0688221762953071,1.67676410863934e-05,0,0,0.216317230816072,0,0,0,-0.013928039266399,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389956879238954,0,0,0,0,0,0,0,0.0363974028295152,0.0130947128355606,0,0,0,0,0.00118879366315502,0.13881908770852,0.00325735238768508,0,0,6.93889390390723e-18,0,0,0,0.0655205149644213,0,0,0,0,0,-0.044072663412788,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955310770738466,0,0,0,0.136562826333288,0.0645304210168254,0.182597488665709,0.213096933811621,0,0.0149619497403372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.226312551588398,0,0,0,0,0,0.0216931233080366,0,0.145065710337411,0,0,0,0,0,0,0,0,0.076117918195587,0,0,0,0.024608736423452,0,0,0.0766714457778578,0,0,0,0,0,0.0457911671964325,0,0,0.103435385618757,0,0,0.000886727553997459,0,0.0442584502910382,0,0,-0.0238694314367713,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126238445647049,0.112743690241454,0,0,0,0,0,0.134582756646408,0.0182611414620632,0,0,0,0,0.0797023998346218,0.104625753511837,0,0,0.0361359330914977,0,0,0,-0.0402955692758869,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0.048598190582817,0,0.047430788247344,0.0660350017527948,0,0,0,0,0.00435173381029181,0,0,0,0,0,0,0.0428668568216755,0.0968775056878137,0.0913253063813705,0.149453989369501,0,0,0.0419999442559333,0,0,0,0.0245758144704591,0,0.0726458314619618,0,0,0,0,0,0,0,0,0,0.036887871558544,0.0734361765641913,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
