,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X002292.SZ,X600703.SH,X002241.SZ,X600741.SH,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X002475.SZ,X000559.SZ,X600372.SH,X002049.SZ,X000157.SZ,X002465.SZ,X000338.SZ,X300124.SZ,X000568.SZ,X600089.SH,X002294.SZ,X600867.SH,X002074.SZ,X601877.SH,X600177.SH,X002007.SZ,X002456.SZ,X300003.SZ,X600498.SH,X002180.SZ,X002085.SZ,X000050.SZ,X000869.SZ,X000550.SZ,X600582.SH,X002129.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0898762633737504,0,0,0,0,-0.0117226536573816,0,0.0289663015643712,0.532031769434012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281482431520198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122230953992365,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.306920828222727,0,0,0,0,0,0,0,0,0,0,0.00634386749873002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094273099335374,0,0,0,0,0.11107696357886,0,0,0,0,0,0.00845940540152286,0,0,0,0,0,0,-0.0115077399844543,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0764187625710576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220179651225447,0,0,0.253653816909357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.436803106836815,0,0,0,0.162801416587306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0649980885031253,0,0.0252975829253083,0,0.0296800502445838,0,0,0,0,0,0.15151141674004,0,0,-0.022037406328834,0,0,0,0,0,0
X000725.SZ,0,0,0,0.139082804104846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394712399753517,0,0,0.101766481415701,0,0,0,0,0,0,0,0,0,0,0,0,0.0020501116838381,0.0189078248950821,0.167976073699476,0,0.0988392411366277,0,0.0162087050380146,0,0,0,0,0,0,0.138317207113403,0,0,0,-0.0144123948761607,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0934083926627428,0.0558465447441039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272797888553011,0,0,0,0,0.12890443333588,0,0.016616578550355,0,0.19627417982864,0,0,0.102163095835404,0.00173156958891351,0,0.00231994933227389,-0.00277809371526922,0,0,0,0,0,0
X600276.SH,0,0,0.0567240468031718,0,0,0,0,0,0,0,0,0,0,0.0689449244844126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320424623559006,0.0354040296599857,0,0,0.0404864210282892,0,0.0103314115413439,0,0,2.16840434497101e-19,0,0,0.0583816812813416,0.0491838249642243,0,0,0,0.00135002949553873,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564303334427929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944693540563319,0,0,0.298904795931401,0,0.0209033483707448,0.111303736163868,0,0,0,0,0.0660335511430738,0,0,0.0599951382102543,0,0.0379490877808824,0,0,0,0,-0.0264564250823495,0,0,0,0,0,0
X000625.SZ,0,0,0.125960375484563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515559829317318,0.0248203029501267,0,0,0,0,0.0599531241876314,0,0,0,0.0159223835675599,0,0.0729593145829258,0.330109974147142,0,0,-0.0198463312680772,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0144090446312791,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.27746906553928,0,0,0,0,0,0,0,0,0,0.0280610207436735,0.130206815455777,0,0.107775164467149,0,0,0,0,0.072135158409375,0.0402179488083752,0.0511660810840566,0,0,0.0769922419298026,0,0,0,0,0,0,0,0,0,0,0
