,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X600118.SH,X000050.SZ,X002475.SZ,X000559.SZ,X000550.SZ,X601877.SH,X000568.SZ,X002129.SZ,X600066.SH,X002456.SZ,X600271.SH,X002294.SZ,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X000400.SZ,X002038.SZ,X000869.SZ,X600566.SH,X600839.SH,X000800.SZ,X002049.SZ,X000977.SZ,X002008.SZ,X000623.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.105625751938071,0,0,0,0.0212395746673426,0,0,0,0,0,0.315969351397868,0.0825689611941467,0,0,0,0,0,0,0.0570394373419161,0,0,0,0,0,0.0912440534881983,0,0,0,0.045510359502161,0,0,0,0,0.0217626581381661,0,-0.0343355721522295,0.129724607787233,0,-0.00686693699327614,0,0,0,0,0,0,0.0174698017468361,0,0,0,0,0,0
X600519.SH,0.107237775264506,0,0,0,0.0421376599046741,0.0770542232861586,0.233385691908071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025349870685583,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0954272868078679,-0.0196044839995744,0,0,0,0,-0.0207307381321657,0,0,0,0,0,0,0,0,-0.0158574625498065,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088733736143557,0,0.0811826733820291,0,0.00373191632150275,0,-0.0453861821519838,0,0.068771175236256,0,0,0.0279074412782251,0,0,0,0,0,0.0397846795981574,0,0,0,0,0,0,0,0.0483834878196251,0.0346469769102231,0,0,0,0,0,0,0.0398024582586946,-0.013739701419503,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.113323246499786,0,0,0,0,0.197398870718168,0,0,0,0,0,0.0237037988853914,0,0,0,0,0,0,0,-0.0618531230014888,0,0,0.073033892901312,0,0,0,0,0,0.0841377605034361,0,0,0,0,0,0,0,0.00144813492619506,0,0,0,0,0,0,0,0,0.000316574578729341,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0214217185303505,0,0,0,0,0,0,0,0,0,0.407876793241008,0,0,0,0,0,0.0700912166464477,0,0,0,0,0,0,0,0,0,0,0,0,0.0371727598901475,0,0,0,0,0,0.142801734724705,4.33680868994202e-19,0.118505633179382,0,0,0,0,-0.0665316362567087,0.0853122048754599,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.022171791481749,0,0,0,0,0,0,0,0,0,0,0.256837193479631,0,0,1.73472347597681e-18,0,0,-0.0453544141821815,0,0,0,0,0.0096972503022782,0,0,0,0,0,0,-0.00825021311843744,0,0.148910280624418,0,0,0.33710594922325,-8.67361737988404e-19,0,0,0.0183393782030651,0,0,0,0,0,0,-0.0191778043382998,-0.00242077163702661,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0183531986813885,0,0.41287894023539,0,0,0,0,0,0,0,0,0,0,0,0.1528706672308,0,0,0,0,0,-0.098650379091992,0,0,0,0,0.113601543854242,0,0,0,0,0,0.161172452907668,-2.71050543121376e-20,-0.0106131611705846,0,0,0,0,-0.015094442015133,0,0,0,0,0,0,0,0,0,-0.00778697849443108,0.00800541125354102,0,0,0,0,0,0
X000625.SZ,0.219287657038613,0,0,0,0,0,-0.1588474452018,0,0,0,0,0,0,0,0,0,0.0735095895676216,0.288978632436136,0,0,0,0,0.0772230952387986,0,0.0421740058154505,0.0098568247391456,0,0,0,0,0.0205928410823832,0.0671435655066355,0,0,0,0,0,0,0.0953815823438533,0,0,-0.024342149525645,0,0,0,0.0175058573401865,0,0,0,0,0,0.00833454854517394,-0.0316877817363176,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0392981016949825,0,0,0,0,0,0,0,0,0,0,0,0,0.0371671031408468,0,0,0.134522846817308,0.0704548259225915,0.0616656826455004,0,0,0,0,0,0,0,-0.0208338796526598,0.0881212969181933,-0.0498314347596513,0,0,0,0,-0.125927967547365,0.08928356140208,0,-0.0101190605190712,-0.0792233925832479,0,0.0741507720095582,0,0,0.0204252404792367,-0.0114061437293944,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.153048162243863,0,0,0,0,0,0,0,0,0,0,-0.057701586588644,-0.291164511512956,0,0.445157587949349,0,0,0.132174513731898,0,0,0,0.0699594240870754,0,0,0.405613259367293,0,0,0,0,0.0299400558069049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688128725928455,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0172393388446714,0,0,0.00693572000092703,0,0,0,0,0,0,0,0,0,0.0433782049025148,0,0,0,0,0,0,0,0,0,0.0809876368661926,0,0,0,0,0,-0.00942694123671489,0.137218254559216,0,0,0,0.03326578388453,0.0321741528000296,0,0,0.0807379225513208,0,0,0,0,0,0,0,0.0046915535534111,0,0,0,0,0,0
X600690.SH,0.279534957915029,0,0,0.147367806135044,0,0,0,0,0,0.122639700606553,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523217262098511,0,0,-0.17127863972495,0,0.0170411256160025,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192962646481618,0,0.0100434404251558,0,0,0,0,0,0,0,0.00710689985646791,0.0313238383772712,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230928799600115,0,0.148286682619775,0,0,0,0,0.0492485406443283,0,0,0,0,0,0.239241479190722,0,0.112774351383627,0,0.00681218512734931,0,0,0.0276777079391684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384096975204691,0,0,0,0,0,0
X002241.SZ,0,-0.0244903845066511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511775775661799,0,0,0,0,0.0852495018972829,0,0,0,0,0,0,0.0868400451344664,0,0,0,0.14140504248256,0,0.0865523130296964,0,0,0,0,8.67361737988404e-19,0.034376046348283,0,0.00509101222520792,0.19900104006099,0,0,0,0,-0.0581027097907854,0.0542154745150513,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172285990061014,0,0.0528791989477164,0,0,0,0,0,0.0294048477281888,-0.0681803219776977,0.0390240221278672,0.123884508639189,0,0.13771423529652,0,0,0,0,0,0,0,0,0,0.148772529354004,0,0.0959605858991206,0,0,0,0.00302688036194598,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0.100963229459305,0,0,0.0350268626887546,0,0,0.282284989563378,0,0,0,0,0.0282254522711823,0,0,0,0,0,-0.00511234437016475,0,0,0,0,0,0,0.0933919012435432,0,0,0,0,0,-0.00949794260172375,0.010743512374903,0,0,0,0,0,0,0.034322240123677,0,-0.0182516990552624,0,0,0,0,0,0.00575725916234592,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.11697008605186,0,0.0342495974098054,0,0,0,0,-0.333295450259523,0,0,0,0,0.0962078183961056,0,0,0.177407566982043,0.077651649674834,0,0.0070049138705757,0,0,0,0,0,0,0,0,0.264920573040285,0,0.101977847291209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138355520063832,-0.00568093249863795,0,0,0,0,0,0
X600741.SH,0.087787911944539,0,0,0,0,0.172134490786978,0,0.198170275882756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0171743851013905,0,0,0,0,0,0,0.0980606928038129,0,0,0,0,0,0.0448702095065041,0.0924340895692155,0,-0.0202213184426243,0,0,0,0,0,-0.0197660393552239,0.00722646007884258,0,0,0,0,0,0
