,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X600271.SH,X000596.SZ,X600809.SH,X000661.SZ,X002236.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X600487.SH,X002456.SZ,X600776.SH,X600498.SH,X600867.SH,X300142.SZ,X000157.SZ,X002180.SZ,X000977.SZ,X000050.SZ,X300146.SZ,X600177.SH,X002241.SZ,X002179.SZ,X002371.SZ,X600066.SH,X600522.SH,X600089.SH,X000066.SZ,X600118.SH,X600372.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.295251085431619,0,0,0,0.10011950528752,0.0362000267492293,-0.00842526360846521,0,0,0,0,0,0,0,-0.0728083106883885,0,0,0,0.0127473252329766,0,0.0539906621377271,0,0,0,0,0,0,0,0,-0.0132811386928124,0,0,0,0,0,-0.0191822358482895,0,0.0655152075968539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174694821924995,0.0297412528290913,0,0,0,-0.0142677111393038,0,0
X000858.SZ,0,0,0,0,0,0,0.241117977154201,0,0,0,0.00631125426754468,0,0.00772645365626358,0.336899802431947,0,0,0,-0.041679346260369,0,0.0456338830920146,0.112291202779432,0,0.053860125257986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201144104070469,0,0,0,0,0,0,0,0,0,0,-0.0144770969292236,0,0,0,0,-0.00663292002848793,0,0
X002415.SZ,0,0,0,0,0,0.00283014039021397,0,0,0,0.0105633946849264,0.0294583217266644,0.0905835292672933,0,0.0405439110617806,0,0,0.095617148286103,0,0,0,0.058814117854769,0,0.269392694182854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192531834889479,0,0,0.0211284168252636,0.161023493393915,0,0,0,0,0,0,0,0,0,-0.0326578742831213,0.0505461889484327,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.209424821113098,0,0,0.0481734655066483,0,0.228854860690748,0,0,0,0,0,0,0.00811736919403677,0.111897121059291,0,0.0701041082342813,0,0,0.0840017396048597,0,0,0,0,0,0,0,0,0.0423049195460799,0.000646314437311838,0,0,0,0,0,0,0,0,0.112994906370164,0,0,0,0,0.00558289521391187,-0.112167077516597,0,0,0,0,0,0
X000651.SZ,0,0.172621661170629,0,0.158277234983622,0,0.0205299201935879,0,0,0,0.152005809486952,0,0,0.0167153514979194,0.0160724638967554,0.00420930707669297,0,0,0,0,0,0,0,0.104109776105018,0,0,0,0,0,0,0,0.0227248790315526,0,0,0,0,0,0,-0.0339643052023223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106822817564031,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0960324657512398,0,0,0,0,0,0,0,0,0.00396521987252037,0,0,0,0.0762245053336623,0,0.063312729560065,0,0,0.219446219436847,0,0,0,0,0,0,0,0,0,0,-0.0511505881520603,0,0.0119098388287226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340244531442086,0.0560059360791192,0,0,0,0,0,0
X002304.SZ,0,0.248112125136937,0,0,0,0.0304844960158234,0,0,0,0.0732357346195859,0.143528371365764,0,-3.46944695195361e-18,0.063522976308016,0,0,0,0,0,0.109134481785598,0,0,0,0.125296221497716,0,0,0,0.036417350883528,0,-0.0516299239662116,0,0,0.0292674212633487,0,0,0,0,0.02224167623974,0.128139985743893,0,0,0,0,0,0,0,0.0559695102544281,0,0,0,0,0.00326514259869401,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0683526451411545,0,0.0348751877797217,0.0228552536880552,0,0,0,0,0,0.157845196627674,0,0,0,0,0.063885758291208,0,0.0716307932231671,0,0,0.0469429323226878,0,0.121335590320787,0,0,0.0108409269383047,0,0,0,0,0.186648709522878,0,0,0,0.0791893478799655,0,0,0,0,0,0,0,0,0,-0.0413271673507717,0.0339813395362294,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0146387315112568,0,0,0.0148698141368843,0,0,0,0,0,0,0.0405137801074967,0,0,0,0,0,0.252855092062065,0.0678390463966029,0.0115975967068939,0.401515663902445,0,0,0,0,0.15828507595663,0,0,0,0,0,0,0,0,0,0.0527863510436034,0,0,0,0,-0.0189113694721649,0,0,0,0,0,0,0
X600690.SH,0,0.231709192238004,0,0.104191467268196,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0143739201398869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815115139025475,-0.0195433133650613,0,0,0,0,-0.0346290414603079,0,0,0,0,0,0,0.405401112168959,0,-0.014727291482992,0,0,0,0,0,0,0
