,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002241.SZ,X002475.SZ,X002292.SZ,X002236.SZ,X600741.SH,X600066.SH,X000559.SZ,X300124.SZ,X002129.SZ,X600582.SH,X600177.SH,X601877.SH,X300003.SZ,X600839.SH,X000016.SZ,X000568.SZ,X600435.SH,X002456.SZ,X002294.SZ,X002465.SZ,X000550.SZ,X002008.SZ,X000623.SZ,X002276.SZ,X000800.SZ,X000869.SZ,X000977.SZ,X600498.SH,X000581.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0863855425079417,0,0.0127674943409011,0.0425281661689671,0,0.0882752309982884,0,0,0.139480446422271,0.081518651137305,0,0,0,0,0,0,0,0,0,0,0.00820144102369148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259659503627879,0.00229418514217501,0,0,0,0,0,0,0,0,0,0.0372794709492028,0,0.00879660047218482,0,0,-0.0278810507735377,0,0,0,0
X600104.SH,0.056576806223242,0,0,0,0,0,0.13637521262293,0,0.0291848052310716,0,0,0,0,0,0,0,0,0,0,0,0.0190861553859019,0,0,0,0,0.201025495874354,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.106117221297571,0,0,0,0,0,0,0,-0.0118470150562432,0,0.121840621960145,-0.00805995813840256,0,-0.00125180566761031,0,-0.0819301933738664,0,0,0,0
X000725.SZ,0,0,0,0,0.0611490443125334,0,0,0,0,0,0,0.166608304285958,0,0,0,0.15509630737366,0,0,0.0224399046901104,0,0,0,0,0,0,0,0.183819063743564,0,0,0,0,0,0,0,0,0.0131119999218792,0,0,0,0,0,0,0,0,0,0,0.0894615205254018,0,0,0,0,-0.00129655188022917,0.00168285756166655,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0526456422965717,0.0268826742257048,0,0,0,0.0559653113204211,0,0,0,0,0.0843985097174455,0,0,0,0,0,0,0,0,0.0225846568380064,0,0,0,0.0175313964362276,0,0,0,0,0.437470391042769,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0592596998591311,0,0,0,-0.0238024004641207,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0594263643239592,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0855175079707395,0.162913156323825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152659663577284,0,0,0,0,0,0,0,0,0.0587836699282366,0,-0.089540553414449,0,0.0805885132580747,0,0,0.0821423121667035,0,0,0.0724464464581047,0,-0.00969654160877375,0.00861134484764932,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0303725422634223,0,0,0.300017432579218,0.142274665547221,0,0,0.0230698667681006,0,0,0,0,0,0,0,0.109528001594593,0,0,0,0,0,0.00812639711498619,0,0,0,0,0,0,0,0,0,0,0.456643720247952,0,0,0,0,0,0,0,0,0,0.071369674257934,0,0,0,0.0130840600184586,0,-0.00227310676676153,0.00852311076775491,0,0,0,0,0,0
X002304.SZ,1.38777878078145e-17,0.138069726293209,0,0,0,0.322149516380898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067892026742323,0.0678599614687534,0,0,0,0,0,0,0.148095355100793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101860153206899,0,0.00747533297851423,0.0291225359638805,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0100968211608941,0,0,0,0,0,0,0,0,0,0.0336550478357518,0.196197140761892,0,0,0,0,0,0,0,0.135055196271571,0.0880171092191769,0,0,0,0,0.194892929386392,0,0,0.0274835864275264,0,0.046878498866649,0,0,0,0,0,0,0.0188495185644939,0,0,0,0,0,0,0,0,0,0.0281145128106267,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0607152881890442,0,0.0441855616986399,0,0,0,0,0.140714054661836,0,0,0,0.0786302021231185,0,0.0191889056117003,0,0,0,0,0,0.146074646749004,0,0,0,0,0,0.0830964234605577,0,0,0,0,0.121290207527232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210898778052315,-0.00235923010711918,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.111527957740615,0,0,0,0,0.15563083601055,0,0,0,0,0,0.307612937822552,0,0,0,0.00267918091543914,0.078015447053251,0,-6.93889390390723e-18,0,0,0,0.0176335242933078,0,0,0,0,0,0,0,0,0,0.0665562811886727,0,0,0,0,0,0.0705732451281598,0,0,0.149241099063177,0,-0.0106000354160109,-0.0205288389161881,0,0,0,0,0,0
