,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X000977.SZ,X002236.SZ,X600703.SH,X002463.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X002129.SZ,X002028.SZ,X600066.SH,X601877.SH,X000800.SZ,X000921.SZ,X600183.SH,X601799.SH,X002007.SZ,X002074.SZ,X600418.SH,X002085.SZ,X600566.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.172899757421803,0.13445909466988,0.0401853137721657,0,0,0.130592308044253,0,0,0,0,0,0,0,0,0.123379179867383,0,0,0,0.0371731377186776,0,0,0,-0.0827415991791537,0,0,0,0,0,0,0,0.0731315152741885,0,0,0,0,0,0,0,0,0.011947670993556,0,0,0,0,0,0,0,0,-0.0117718409231822,0.0136162456840585,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0559944091439804,0,0.250340963522593,0,0,0,0,0,0,0,0,0,0.110273692198435,0,0,0.0710978931879493,0,0,0,0,0,0,0,0,0,0,0,0.00871679082579992,0,0,0.0655537175306232,0,0,0.0361839459668843,0,-0.0107496254899959,0,0,0,0,0,0,0,0,0.0260437315875894,0,0,0,-0.0100379840045551,-0.0332995454267186,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0239101874955663,0,0,0,0,0,0.167318381847732,0.0520070294031334,0,0,0,0,0,0,0,0,0,-0.055866720318636,0.0346060067584621,0,0,0.182142582698349,0,0,0,0,0,0,0,0,0,0,0,-0.0324101660044177,0,0.0746336071502875,0,0.018112641157845,0,0,0,0,0,0,0,0,-0.0233854553374776,0,0,0,0,0,0,0
X600809.SH,0.0581667000205679,0,0,0,0,0.0412220089740067,0,0,0.0620377535255811,0.0148409644705875,0,0,0.196370856473719,0,0,0.225629847360799,0,0.225359255892724,0,0,0,0.171125978962489,0,0,0,0,0,0,0,0.0269256750578476,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-0.130678330516014,0.0652399930397577,0,0,0,0.00103633129941119,0,0,0,-0.0301771489411984,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108946504666581,0,0,0.30110797689368,0,0,0,0.221235076059749,0.239873415283859,0.00728739464359968,0,0,0,0,0,0,0,0.0871586641042638,0,0,0,-0.0542319821516582,0.041114686561835,0,-0.0453760014655123,-0.018316527203858,0,0,0,0,0,0,0
X000568.SZ,0,0.680737040025895,0,0,0,0,0,0,-0.0237398595159121,-0.0200531887703928,0,0,0,0,0,0.0688438114117467,0,0,0,0,0.163231329185195,0,0,-0.0931586876450558,0,0,0.0347306508535701,0,-0.0437468579702849,0.0289807129731774,0,0,0,0,0,0,0.0750164006755798,0,0,0,0,-0.0397538610990511,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0363025658018527,0,0,0,0,0,0,0,0.0918906386512178,0.0605416419153674,0,0,0,0,0,0,0,0,0,0,0,-0.0698613679844516,0,0,0,0,0,0,0,0.0612738510402158,0,0,0,0,0.207342294423511,0.0153366602346519,0,0,0.0180816264137021,0,-0.0605395083201178,0,0,0,-0.0144193547278013,0,-0.0113528180892983,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.149734992078412,0,0,0.0592760602589181,0,0,0,0,0.121032696076285,0,0,0.0348814402208634,0,0,0,0,8.67361737988404e-19,0,0,-0.00912820044061214,-0.00926111740098562,0,0,0,0,-0.109862539323131,0.0375073427246894,0,0,0,0,0,0.130539423464257,0,0,0,0,0,-0.0694284005210765,0,0,0,-0.00776445032786932,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0384835194977364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183357564687115,0,0.306791602767052,-0.0427132745713976,-0.142555689939983,0,0,0,0,0,0.392757674676707,0,0.0514464932264949,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0049034103131276,0,0,0,0,-0.00162827358218673,0,-0.157610530288799,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.153355685184925,0,0,-0.0130528566332235,0,0,0,0,0,0,0,0,0,0.0321747515931769,0,0,0,0.0491077497907743,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0491925358902794,0,0,0,0,0.0318214921730306,0,0,0.332979977588501,0,0,0,0.197506901878272,-0.120580828034229,-1.73472347597681e-18,0.282927189186269,0,0,-0.0251230023159783,-0.0796898135433803,0,0,0,0,0,0
