,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X002475.SZ,X000568.SZ,X000651.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X600031.SH,X002304.SZ,X000625.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X600372.SH,X002241.SZ,X002028.SZ,X000921.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600584.SH,X600741.SH,X002049.SZ,X600522.SH,X600183.SH,X601877.SH,X000661.SZ,X002223.SZ,X002129.SZ,X000800.SZ,X002180.SZ,X002156.SZ,X600060.SH,X600177.SH,X600487.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0243491113901212,0,0,0.320598310271424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100150308487291,0,0,0,0,0,0,0,0,0.000564056888355072,0,0,0,0,-0.0213664727830483,-0.00831106653245861,0,0,0,0,0,0,0,0.0543740870274818,0,0,0,0,0,-0.0451325966664744,-1.0842021724855e-19,-0.00105595727321957,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0278839099206316,0.473825437003372,0,0,0,0,0,0,0,0,0.193213546267594,0,0,0.0113966343593014,0.012123829295336,0,0,0,0,0.0426823691778171,0,0,0,-0.0297731214816962,0,0,0,0,0,0,0,0,0,0,0.0334972666409409,0,0,0,0,0,0,0,0,-0.029608293603732,0,0,-0.0135764817015588,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0773272105494302,0,0,0,-0.0724561317236882,0,0,0,0,0,0,0.0749640700498964,-0.00605250856999464,0,0,0.105454079673133,0,0,0,0,0,0,0,0,0,0,0,0.0744783235557996,0,0,0,0.101039273890405,0,0.128874673161327,0,0,0,0,0,0,0,0,0,0,0.106107368449398,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.229551427902778,0,0,0,0,0,0,0.0230663623395129,0,0,0,0,0,0,0,0,0,-0.0603303800308147,0,0,0,-6.93889390390723e-18,0.320202649755461,-0.0530333097081558,-4.33680868994202e-19,0,0,0,0,0.048209444384994,0,0,0,0,0,0,-0.0167321202896026,0,0,0,0,0,0,0,0.0175389884955072,-0.121384667359513,0,0,0.119058659323449,0,0
X600809.SH,0,0,0,0,0,0,0,0.137037871684361,0,0,0.00323027996836198,0,0,0,0,8.67361737988404e-19,0,0,-0.0997625884264071,0.229360582349597,0.0325520641139592,0,0,0,-0.150168492308436,0,0,0,0,0,0,0.0683843023920998,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0342759474307209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.283311789925972,0,0,0,0,0,0,0.0667117327755639,0,0,0,0,0,0,0,0,0,0.269146307846569,0.109676000530324,0,0,0,0,0,-0.111848286495412,0,0.0702113470080371,0,0.088496801102035,0,-0.0872973058633976,0,0,0.00977245169493265,0.265180595118752,0,0,0,0,0,0,0,0,-0.0199889886398682,0,0,0,0,-0.0367889513783692,0,-0.0570530395887019,-0.454564643471573,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0505996067717246,0,0,0.0519008562717898,0,0,0,0,0,0,0,0,0,0.281413850620855,0,0,0,0,0.0907649504861241,0,0,0.0350807477172563,0,0,0,0.0278470414648616,0.182336157886028,0,0,0,0.0338708318912684,0,0,0,0,0,0,0,0.134628509851213,0,0,0,0,0,0.0570563031967152,0.00510203377108213,-0.112667604242313,0,0,0,0,0
X000568.SZ,0,1.03651930890943,0,0.0824459071385113,0,0,-0.0830115257027477,0,0,0,0.0862042224905608,0,0,0,0,0,0,0,0,0.193773386735632,0.0476702348066461,0,0,0,0,-0.0719784248177171,0,0,0,0,0,0,0,-0.0743992749911695,0,0,0,0,-0.0143742964432671,0,0,0,-0.0254002259809743,0,0,0,0,0,-0.165175634101503,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.170495476412647,0,0,0,0.0885764843371816,0,0,0,0,0,0.0784743416241401,0,0,0,-0.129049874949381,0,0,0,0.0570972267256404,0,0.352125664674054,0.0426018751120337,0,0,0,-0.050921838935514,0,0.157059849553698,0,0,0,0,0,0,0,0,0,0,0,-0.108789764950486,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0165272563946168,0.0300413229837995,0,0,-0.0218190731114435,0,0
X003816.SZ,0,0,0,0,0,-0.116158187088179,0,-0.116351075877246,0,0,0,0,0,0,0,0,-0.325469099354731,-0.0466532385797653,0,0,0,0,-0.0219466541521033,0,0.155198148528858,0,0,0,0,0,0.0598356321416352,0,0,0,-0.0693789321607523,0,0,0,0,0,0,0,0,0,0,-0.0511218062347145,0,0,0,0,0,-0.00878796688920737,-0.0662264013232947,0,0,0,0,0,0
