,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000100.SZ,X300003.SZ,X600271.SH,X002007.SZ,X000157.SZ,X002236.SZ,X300124.SZ,X600703.SH,X300142.SZ,X000625.SZ,X002008.SZ,X002179.SZ,X600177.SH,X002371.SZ,X000977.SZ,X600498.SH,X300146.SZ,X600487.SH,X000066.SZ,X600867.SH,X600066.SH,X600776.SH,X002506.SZ,X000050.SZ,X600522.SH,X600118.SH,X002049.SZ,X002129.SZ,X600183.SH,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0598913173850101,0,0.0453974376073095,0,0,0,0,0.202366381989292,0,0,0,0,0,0.010807987177682,0.147777684229504,0,0,0.0090591334810534,0,0,0,0,0,0.0286596444307992,0,0,0.132222753602269,0,0,0,0,0,0,0,0,0,-0.0241443655545786,0,0,0.0189361878415188,0,0,0,0,0,0,0,0,0,0,0,-0.0470812624226077,0.048584356336464,0,0,-0.0122255779530354,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.269842639219007,0.016574976624282,0,0,0,0.458449117717065,0,0,0,0,0,0,0,0,0,0.121584306305382,0,0,0,0,0.0486633174810628,0,0,0,0,0,0,0,0,0,0.0244604178936795,0,0,0,0,0,0,0,0,-0.0230783923893693,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.112119799098365,0,0,0.0782707493431683,0,0,0,0,0.327743086436892,0,0,0,0.00566208317465157,0.0506066025676576,0,0,0,0,0,0,0,0,0,0,0,0.0113816972878716,0,0,0,0,0,0,0,0,0,0,0,0,0.0631968023897485,0,0,0,0,0,0,0.120018250324486,0,0,-0.0378979891334483,0,0,0,0,0,0,0
X600104.SH,0,0,0.0822686456846201,0,0,0.000715761455965289,0,0,0,0,0,0,0.134008912574818,0,0.152121107674142,0,0,0,0,0,0,0,0,0,0.0432621242759706,0,0,0,0.136210347765857,0,0,0,0,0.0477964980305288,0,0,0,0.0462717537087693,0,0.0490720102671985,0,0,0,0,0,0,0,0,0,0,0,0,-0.018047534797414,0,0,0,0.0374906216744372,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138231761427483,0.0794913319753501,0.0598963457235909,0.115604053422075,0,0,0,0.139537149112978,0,0,0,0,0,0,0,0,0.0478916371849803,0,0,0,0,0,0.0366194918167109,0,0,0,0.0438053561703755,0.0189646374598967,-0.058150927308956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148885678961386,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0630809341878188,0,0,0.190268061751844,0,0,0,0,0,0,0,0,0,0,0.0898548787492325,0,0,0,0,0.0153028257773126,0,0,0,0,0,0,0.305048351728043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296131792638706,0,0,0,0,0,0
X002304.SZ,0,0.320314495522636,0,0,0,0,0,0,0,0,0,0.0119408983742278,0,0.0382642923085946,0,0.122321751757507,0,0,0,0,0,0,0.130078041384509,0,0,0,0,0,0,0,0,0,0,0.0422049316789348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490629336980153,0,0,0,0,0.00454613875751106,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224115336003795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536117946518303,0,0,0,0.0388434737705532,0,0.18956933255025,0,0.0116587555328861,0,0.159775126753742,0.115087051159034,0,0,0,-0.0541840562872021,0,0,0,0,0.0161825534999497,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198719842388829,0,0,0,0,0,0.0642153576116332,0,0.0220700529397782,0,0,0,0,0,0.172450757714042,0.0685326550008278,0,0,0,0,0,0.200452931236109,0,0,0,-0.0567901918763118,-0.061433701128382,0,0,0,0,0,0
X000568.SZ,0,0.318851537444105,0,0,0,0,0,0,0,0,0,0,0.200600142471048,0.0352733458221981,0.0225642419934628,0.123391275224181,0,0.0744441408636232,0,0,0,0,0,0,0,0,0.0549160924412268,0,0.0411676043170478,0,0,0,0,0,0,0,0,0,0.0513824512587079,0.00211981247561573,0,0,0,0,0,0,0,0,0,0,0,-0.0192719144343623,0,0,0,0,-0.00487441320884137,0,0
