,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600271.SH,X600118.SH,X000157.SZ,X600066.SH,X002236.SZ,X000559.SZ,X600372.SH,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X000016.SZ,X002475.SZ,X002292.SZ,X600839.SH,X300124.SZ,X600177.SH,X000568.SZ,X000066.SZ,X002465.SZ,X002294.SZ,X002129.SZ,X300003.SZ,X000800.SZ,X002074.SZ,X600867.SH,X600312.SH,X000869.SZ,X000581.SZ,X600498.SH,X000550.SZ,X600582.SH,X600525.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0585744009405205,0,0,0,0,0.181551990826675,0.085885144928565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111278733359154,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.100067364600457,0,0,0,0,0,0,0.0134623698919782,0.033908993406243,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.165913175489731,0,0.0649367615299293,0,0,0,0,0,-0.164688478863372,0,0.138260264719352,0,0,0,0,0.260840806054985,0,0.133277084484079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171173684061701,0,0,0,0,0,-0.0918711596155424,0,0.0401369526414085,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.116236787340492,0,0,0,0,0,0,-0.221260294109398,0,0.106524852298105,0,0,0.203528082522892,0,0,0.199381724097862,0,0,0,0,0,0,0,0.041403007293975,0,0,0,0,-0.0834250255666455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698093974037642,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0685829569468681,0,0,0,0,0,0,0,0,0.205680706100156,0,0,0,0,0,0,0.0963575528117567,0,0,0.298189247772099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192905773221252,0,0.015404362067283,0,0,0,0,0.198479329574757,0,0,0,0,0,-0.000591884033851751,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0379353335974646,0.123914440958264,0,0,0,0,0,0.081363916231968,0,0,0,0,0,0,0,0,0,0,-0.0244011175993241,0.00434404206975598,0,0,0.0260398333246878,0.166294815480185,0,0,0.326542438644654,0,0,0,0,0,0,0.0152601985465433,0,0,0,0,0.046533960744497,0,0,0,0,0,0,-0.0139863072114931,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.032721468975089,0,0.173024738859064,0.319103220276855,0,0,0,0,0,0,-0.0447140991322842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101830693805226,0,0,0.310772825760059,0,0,0,0,-0.120812334276694,0,0,0,0,0,0,0,0,0,0.0157879291207299,0,0,0.00964977656854022,-0.0321987247982383,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.00856819297308806,0,0,0,0.241005851466315,0,0,0,0,0,0.0612039374314189,0,0,0,0,0,0,0,0,0.254050049539414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818675542037696,0,0.0531163532153096,0,0,0.0243559174931076,-0.0160904545690433,0.0200071530120011,0,0,0,0,0
X002304.SZ,0,0.301289246039898,0,0,0,0.163820705317268,0,0,0,0,0.0358798190157998,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.104027891726609,0,0,0,0,0.159365079662081,0,0,0,0,0,0,0,0,0.0522106757117609,0,0,0,0,0,0,0,0,0,0,0.0105866406451622,0.0169645844821001,0,0,0,0,0,0
X000063.SZ,0.0170250097725577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765621210266801,0.178179244155539,8.67361737988404e-19,0,0,0,0,0,0,0.291013281152339,0.122512127962586,0,0,0,0,0,0,0,0,0.0346472006388757,0,0,0,0,0,0.0469785268761466,0,0,0,0.0358347493076122,0,0,0,0,0,-0.0150197922468225,0,0,-0.064726931747258,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0225654327003463,0,0.109679693176113,0,0.171103398448366,0,0,0,0.059276231690842,0.0276650993943008,0,-3.46944695195361e-18,0.0601294523747563,0.122820354403895,0,0,0.149464241921765,0,-0.00502624236444166,0,0,0,0.000886013221872433,0.11413622046446,0,-0.0204221027511056,0,0,0,0,-0.00671537176345095,0,0,0,0,0,0,0,0,0,0,9.23362197234232e-06,0,0,0,0,0,0,0
