,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X002292.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600372.SH,X002241.SZ,X600741.SH,X600066.SH,X002236.SZ,X600177.SH,X601877.SH,X002475.SZ,X300124.SZ,X000016.SZ,X002129.SZ,X600582.SH,X000559.SZ,X002456.SZ,X300003.SZ,X000568.SZ,X600839.SH,X002276.SZ,X002294.SZ,X600435.SH,X002223.SZ,X000066.SZ,X000869.SZ,X000550.SZ,X000581.SZ,X000623.SZ,X002008.SZ,X600312.SH,X600060.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138836330401082,0,0.0375217853539707,0,0.0779514251633593,0,0,0,0,0.152450312336514,0,0,0,0,0,0,0,0,0,0,0.0269742552744837,0,0,0,0.058366405512752,0,0,-0.00305317238116561,0,0,-0.013978374074419,0,8.67361737988404e-19,0,0,0,0,0,0,0.0386756372034563,0,0,0,0,0,0,0,0,0,0,0.00936468481903035,0.000477038814328016,0,-0.0338783777365773,0,0,0,0
X600104.SH,0.102031396393734,0,0,0,0,0.161572034131188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256130514575925,0,0,0,0.224349600820238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130772014467104,0,0,0.0680785488604268,0,0,0,0,0,0,0,0,0,0,-0.00363592783942702,0.0151854628434383,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.165727945639204,0,0,0,0,0,0,0.161392950951677,0,0,0,0.203944874137856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772729759629561,0,0,0,0,0,0.00558835594828742,0.118816019143618,0,0,0,0.0770066893902907,0.00929144856045992,0,0,0.152079037457722,0,0,0,0,0,0,-2.11525818939939e-05,-0.000954537429588582,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176286487896353,0,0,0.0853958680077861,0,-4.33680868994202e-19,0,0,0,0,0.0672605133264835,0,0.00227767872035664,0,0,0,0,0.0791440942436648,0,0,0.45121750878269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212840676451475,0.0101700685584586,0,0,0,0,0,0
X002415.SZ,0,0,0,0.060998241087203,0,0,0,0,0,0,0.0454579386332453,0,0,0,0,0.0743918441042397,0,0,0,0,0.107206809123902,0,0,0,0.0980300983629525,1.73472347597681e-18,0,0,0,0,0,0,0.0762587317500086,0,0,0.0339352165702662,0,0.123326201377614,0,0,0.107703369501447,0.0374113566700538,0,0,0,0,0,0,0,0,0,-0.0288960928707823,-0.00684259675710447,0,0,0,0,0,0
X002304.SZ,0,0.0195161981621252,0,0,0,0,0.195158199265911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101960647509221,0,0,0,0,0,0,0.146934012775533,0,0,0,0,0,0,0,0,0,0,0,0.0889010586576164,0,0,0,0,0,0,0.0145519903188152,0,0,0,-0.00645058409884325,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0303579084194447,0,0.298343066166725,0,0,0,0.0504869247274291,0,0,0,0,0,0,0,0.0819715254699531,8.67361737988404e-19,0,0,0,0,0.00862211538008052,0,0.0714068984429317,0,0,0,0,0,0,0,0,0,0.510096688216192,0,0,0,0,0,0,0.0608221320183655,0,0,0,0,0,0,0,0,-0.00179672594210274,0.0129514305522023,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0770410982637002,0,0,0.0402380379782121,0,0,0.134171499127842,0,0,0,0,0.0208724153469629,0,0,0.0743079519316993,0,0.116758551938756,0,0,0.0972640539246627,0,0,0,0,0,0,0,0,0,0.11459060483715,0.0126474391016589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237293061560216,0,0,0,0,0,0,0
X600690.SH,0,0.0341593546679113,0,0.26986644178401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289361444037145,0,0,0,0,0,0,0,0,0,0,0.0554197666977612,0,0,0,0,0,-0.0197183916743231,0.0161341948130603,0,0,0,0,0,0,0,0.201675949443345,0,0,0,0,0,0,0,-0.00404783100537405,0.00348966135184246,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0732117861018823,0,0,0,0,0,0,0,0.147626232356294,0,0,0,0,0.0610858542930788,0,0.111559227247553,0.00653042546220557,0,0.16583046376337,0,0,0,0,0,0,0,0,0,0.0799713699183965,0.0592582369167645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245690651685041,0,0,0,0,0,0
