,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002371.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X300014.SZ,X600741.SH,X600183.SH,X300124.SZ,X300003.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000625.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002049.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.238134817503072,0,0,0,0,0,0,0,0.0342400936677397,0.0665950745231109,0,0,0,0,0,0.0214657622145663,0,0,0,0,0,0.188473673796263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250053609355519,0,0,0.00669955433025765,0,0.0267790218347815,0.00066668053329588,-0.0125249114042564,0,0,0,0,0,0
X000858.SZ,0.12759605871457,0,0,0,0,0,0,0,0,0,0,0,0,0.252846602629629,0.419474900365225,0,0,0,0,0.0939305058035331,0,0,0.0811065721240228,0.0359161904166402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550862940525809,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.256542053225735,0,0,0,0,0,0,0,0,0,0,0.322504118380263,0,0,0,0,0,0,0,0.0365585441323698,0.0470162535053822,0,0.0178159459586333,0,0.0254710362971159,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0009075060282987,0,0,0,-0.103522747448948,0,0,0.0595846926351984,0,-0.015218654135541,-0.00558267607163037,0,0,0,0,0,0
X000651.SZ,0,0.231334721868647,0,0,0,0.0524120677317516,0,0,0.0128313042984623,0,0,0,0.0703471910445064,0,0,0,0.224377936863205,0,0,0,0,0,0,0,0,0.0616066646219343,0,0,0,0.0107347887838655,0,0,0,0,0,0,0,0,-0.0819894894994729,0.074316399523106,0,0,0,0,0,0,0,0,0,0,0.00656480836172622,0.00710462884809969,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152143694252914,0.112345297283437,0,0,0,0,0.134893930522323,0,0.106210852056041,0,0,0,0,0.27619590569064,0,0,0,0,0,0,0,0,0,0,0,0.22505358675364,0,0,0,0,0,0,0,0.00846644593498657,-0.0241956959852474,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.148632982464779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108246609307661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198078951074453,0,0,0.00628668252461283,0,0,0,0,0,0.128890719187704,0,0,0,0,0.21391960395189,0,0,0.0178566809320453,0,0,0,0,0,0,0
X600104.SH,0,0.024185034119361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652829178506959,0,0,0.370184206033474,0,0,0.104297758573987,0.133219268178408,0,0.0124342130675472,0.066744923326301,0,0,0.00243110783686527,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992749651641689,0,0,0.0231706869250982,0.0261866358014268,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591619904515833,0,0,0,0,0,0,0,0,0,0,0.121832442828826,0,0,0.12292542368896,0,0.300421727459797,0,0,0,0,0,0,0,0,0,0,0.100207350859014,0,0,0.0465496956510387,-0.0240787129438338,0,0,0,0,0,0
X600031.SH,0,0.0435074096420704,0,0,0.120495592900228,0,0.0844175204003843,0,0,0.07101331041122,0,0,3.46944695195361e-18,0,0.0625208967081946,0,0,0,0,0,0,0,0,0,0,0.087670761553172,0.219183469274602,0,0,0,0,0,0,0.0266432288974242,0,0,-0.0434291275876956,0,0,0,0.0183142328014644,0.00889001458081462,0,0,0,0,0,0,0,0,0,0,0.0131961567418028,0,0,0,0,0,0
X002304.SZ,0,0.35182259339472,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040846135937382,0,0.0103899957910264,0,0,0,0,0,0,0.0774362274349185,0,0,0,-0.0322722939806589,0,0,0,0,0,0,0,0,0,0,0,0.0807166417203499,0.0489570373639926,0,0.00246326679190345,-0.00383742661775012,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0855558542453605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356786419781387,0,0,0,0,0.000902763498272161,0,0.273415198446817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070637891066718,0,0,0,0,0,0,0,0.0176907055678628,0,0,0,0,0,0,0
X003816.SZ,0.0409874328999627,0,0,0,-0.0207596489415515,0,0,0,0,0,0.0684548329027061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752235500392025,0,0,0.038592553505322,0,1.73472347597681e-18,0,0,0,0.113465891566535,0,0,0,0,0,0,-0.0126364644617531,0,0.0518878436724322,0,0,0,0,0,0,0,0.0029162327363534,-0.00105665740776544,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.000300672198809991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569586074109923,0,0,0,0,0,0.0330449432109682,0,0,0,0,0.0796709637029014,0,0,0.0141189121869215,0,0,0.0492507337621728,0,0,0,0.0861280414883261,0,0,0,0.04256924184985,0,0,0,0,0,0,0
X000568.SZ,0,0.380312383827882,0,0.0380730597913267,0,0,0,0,0,0.0602473169235522,0,0,0,0,0.370818890826012,0.0533844143691257,0.0129527409273252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132272514303054,0,0,0,0,0,0,0,0,0,0,-0.0256428437356029,0.0415824909781331,0.0281840400978876,0,0,-0.0175968878546912,-0.00639106304489977,0,0,0,0,0,0
X600809.SH,0,0,0.0485452327878199,0,0,0,0,0,0,0,0,0,0,0.822146106847836,0,0,0,0,0,0,0,0,0.0627952384704978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263570374056396,0,0,0,0,0,-0.0723357213119172,0.0535773630797106,-0.0616090228672775,0,0,0.00669058361412444,-0.0210124118812327,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.017961526987417,0.146277090466794,0,0,0.249009537549864,0,0,0,0,0,0,0,0,0,0,0,0.0274746380784439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736518486679561,0.054958600721139,0,0,0,0.0758079601866549,0,0,0,0,0.00647829542848764,-0.000945109805768291,0,0,0,0,0,0
X600690.SH,0,0,0,0.399643358456102,0,0,0,0,0,0.293282054348552,0,0,0,0,0,0,0,0,0,0,0.0280680529709995,0,0.066169866151777,0,0.0661083329724035,0,0,0,0,0,0,0.0205314821186276,-0.0777093376972614,0,0,0,0,0,0,0,0,0,0,0.00576744436628426,0,0,0.0115737109582654,0,0,0,0,0,0.0184979131805534,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970218342385994,0,0.221357835113203,0,0,0,0,0,0,0,0,0,0,0.266412877919634,0,0,0,0,0.261385568851451,0,0,0,0.125190717590459,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.0114803688426824,-1.73472347597681e-18,0,0,0,0,0,0
