,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X000157.SZ,X600584.SH,X002028.SZ,X000977.SZ,X600522.SH,X600741.SH,X002236.SZ,X600066.SH,X600183.SH,X600418.SH,X002049.SZ,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002180.SZ,X002223.SZ,X600487.SH,X601799.SH,X600460.SH,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.152285009529659,0,0,0,0,0,0.158442912528498,0,0.145475629262777,0,0,0,0,0,0,0,0,0.0418784209773442,0.0280949812385848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00891176945687741,0,0,0,0,0,-0.0366982783687464,-0.0994536529240841,0,-0.00472356025646594,0,0,0,-4.33680868994202e-19,-0.0769331080555254,0,0,0,0.00394256456365472,0,0
X000858.SZ,0.0822867696343665,0,0,0,0,0,0,0.0488323356906637,0,0.414655272808592,0,0,0,0,0,0,0,0,0,0,0,0.0265538736087822,0.043529070303613,0,0,0,-0.0215774269596395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475090016480375,0,0,0,0.0597632227130933,0,0,0,0.053019754454634,0,0,-0.01795309667809,0,0,0,0,0.0283960806836486,0,0
X600276.SH,0,0,0,0,0,-0.0267043366911593,0,0,0,0,0,0,0,0.117444774601386,0,0,0,0,0,0.0394951288140567,0,0.01326196723628,0.0518299537091393,0.023680443577296,0,0,-0.0542303649713875,0,-0.0554372608070294,0,0,0,0,0,0,0,0,0,0,0,0.0516947894107248,0,0,0,0,0,0,0.164058795213161,0,0,0,-2.16840434497101e-19,-0.028552905763828,-0.0202229635287747,0,0,-0.00164140292697023,0,0
X002415.SZ,0,0,0,0,-0.0425386158246921,0,0.0143039256475241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100888544354655,0,0.298924809149195,0,0,0,0,0,0,0,0,0,0,0,0.0743360128191205,0,0,0.0197376854307738,0.148916869625501,0.152001806638744,0,0,0,0,0,0,0,0,-0.137731688453605,0,0,0,-0.0569342788073798,0,0,0,0.00468932315184701,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134573466116083,0,0,0,-0.0492179451451662,0,0,0.525833970627232,0,0,0.0163358000982468,0,0,0.251706625086313,0.0600267088304591,0,0.0273233853038139,0,0,0.0268115577348523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195822977711279,0,0,0,-0.036228198485248,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0691481779275628,0,0,0,0,0,0,0,0,-0.171629024965365,0,-0.0590454097910068,0,0,0,0,0,0,0,-0.0439926992185651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.366481225782424,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,-0.0119565563360181,0,0,0.0854084348065137,0,0,0,0,0,0.212588506416399,0,0,-0.122005734900191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517316856204011,0,0,0,0.316670502768669,-0.168066639321021,0,0,0,0,0,0,0,0.0815682672771026,0,0,-0.0145196183467687,-0.120870475897684,0,0,-0.0242664789780968,0,0
X600809.SH,0.155846883463607,0,0,0,0,0,0.0189146610784117,0,0,0,0.0599359717719299,0,0,0,0,0,0,0,0,0.432944086189446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483007191125273,0.140889235907437,0,0,0,0,0,0,0.0435221925761319,0,0.0601416229250886,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0297169850558906,0.100873926159188,0,0,0,0,0,0,0,0,0,0,0.00685820516848127,0,0,0,0.0340832486100611,0,0,0,0,0,0.0868916485926897,-0.020319798548777,0,-0.100238488404296,0,0,0,0,0,0,0,0.0976761749732522,0.131859770133697,0,0,0,0,0,0,0,0,0.0485187296669022,0,0,0,0.0422283131097017,0,0,-0.0274739804849122,0,0
X000568.SZ,0.55401028069791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237101160500446,0,0,-0.0192246540573441,0,0,0,0,0,0,0,0,0.0135243354181718,0,0,0,0.0423094822643514,-0.035882401395831,0,0,0,0,0.10079467028428,0,0,0,-0.0312989484994503,0,-0.0425505491657236,0,-0.0417969970496989,0,0,-0.00953688874977997,-0.0279280582252601,0,0,-0.00879741306632874,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116258505430327,0,0,0,0,0.0103657184974669,0,0.0793233946480658,0,0,0,0,0,0,0,0,0.321368506566273,0,0.152773137075326,0,0,0,0,0,0.156547092504227,0,0,0,0,0,0,0,0,0,0.0203330380937756,0,0,0,0,0.136377486301115,0,0,0,-0.0136295668559876,0,0
X600104.SH,0,0,0,0,0,0,0.0725884223557734,0,0,0,0,0,0.0185746291446837,0.031730579986102,0.0918515337973173,0,0,0,0,0,0,-0.0224256939053824,0,0,0,0,0,0,0,0,0,0.0415137205195634,0,0.172101416443268,0,-0.000907276650116164,0,0,-0.0396590936430935,0,-0.014313564346282,0,0,0.0708261406568909,0,0,0.0396361632851682,0.130953839122837,0,0,0,0,-0.0291818671861138,0,0,0,-8.99471457832875e-05,0,0
