,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000100.SZ,X600118.SH,X600271.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600741.SH,X002292.SZ,X600089.SH,X000559.SZ,X600066.SH,X002129.SZ,X000568.SZ,X600839.SH,X002475.SZ,X601877.SH,X600177.SH,X002223.SZ,X002236.SZ,X000800.SZ,X000016.SZ,X300124.SZ,X002456.SZ,X000869.SZ,X600582.SH,X002276.SZ,X002465.SZ,X600435.SH,X000727.SZ,X300003.SZ,X000581.SZ,X002294.SZ,X000550.SZ,X600060.SH,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0303441635449284,0,0,0.167558404305956,0,0,0,0,0,0,0.00219061954734591,0.0464567143962836,0,0.061815485215529,0,0,0,0,0,0,0,0,0,0,0.0427312630804938,0,0,0,0.221571689420883,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012379561953801,0.0196272651279138,0,0,0,0,0,0
X600104.SH,0,0,0,0.119562353751639,0,0.0348944761422268,0,0,0,0,0.0464700216468933,0.00782699225585249,0,0,0,0.00520240755839575,0.0129633089765508,0.0216541209736963,0,0,0,0,0.153821180533884,0,0,0,0,0.0651876571220145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274998744822414,0,0,0,-0.00359520650976494,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0868363291840889,0,0,0,0,0,0,0.0982378880992098,0,0.0148309486996751,0,0,0,0,0.0112198444863101,0,0,0,0,0,0.0254778943877507,0,0,0,0.0640881296064526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211660921014898,0,0,0,0.0843832848897142,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273913783596325,0,0,0,0.140452434701257,0,0,0,0,0,0,0,0,0,0,0,0,0.126415783356713,0.257892856437004,0,0,0,0,0,0,0.0904677625996251,0,0,0,0,0,0.0743369872508637,0,0,0,-3.46944695195361e-18,0,-0.0201600006359289,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00408816002508888,0,0,0.0659008562082417,0,0,0,0,0,0,0,0.0430634283445899,0,0,0,0,0,0,0,0,0,0,0.110839971049893,0,0,0,0,0.304622857513876,-1.0842021724855e-19,0,0,0,0.117337226150656,0,0,0,0,0.00473388319171691,0.00131301420320388,0,0.00979181426747736,-0.00660830741560897,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0626738352617237,0,0,0.164483294472924,0,0,0,0,0.146217836892328,0,0,0,0.0489765212905911,0.0854915316534615,0,0,0,0,0,0.075802173333865,0,0,-0.010504031030755,0.129887757265557,0,0,0,0,0,0.0231415863151502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00259235390297437,0.0013577985804969,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0846725177101082,0,0,0,0,0.00457791279326079,0.137342213792493,0.0341090351420589,0,0,0,0,0,0,0.00634144307409801,0,0,0,0,0,0,0,0,0,0,0,0,0.0724876634576783,0,0,0.0221530245982398,0,0,0,0,0.0771002618946718,0,-8.67361737988404e-19,0,0,0.128201888546378,0,0.0268651899860395,0,0,0,-0.00444488929451946,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.022800712494813,0,0,0,0,0,0,0,0,0,0.0173609608712112,0,0,0,0.0357106038189731,5.42101086242752e-20,0,0.128303427694582,0,0.289105974982167,0,0,0,0,0,0,0,0.0471063762479479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592754825544672,0.0333708957037525,0,0,0,0.00252129384533764,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656573125029469,0,0,0,0,0,0,0,0.0511457779644151,0,0,0.134096207439493,0,0.0479615843852652,0,0,0,0,0,0.0745817672330254,0,0.0157059420590714,0,0,0,0,0,0,0.0229131282570018,0,0,0,-0.0167142152039597,0.0131192114103014,0,0,0,0,0,0
X600690.SH,0,0,0.171306587998836,0,0,0,0.0194891416702841,0,0,0,0,0,0,0,0.0655183022980817,0,0.150743056887233,0,0,0,0,0,0,0.100125403549657,0,0,0,0,0,0,0,0,0,0.0209224345970955,0,0,0,0,0,0.0113529748140018,0,0,0,0,0,0,0,0.0691505820728392,0,0,0,-0.00669871175112877,-0.00987427689363477,0,0,0,0,0,0
