,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X000625.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X300124.SZ,X601877.SH,X000100.SZ,X002008.SZ,X600487.SH,X600809.SH,X300136.SZ,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X000157.SZ,X600498.SH,X600271.SH,X600177.SH,X600699.SH,X000050.SZ,X600118.SH,X000596.SZ,X002294.SZ,X600566.SH,X000559.SZ,X002180.SZ,X600707.SH,X002179.SZ,X600372.SH,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.013187157139193,0,0,0.0306096187847578,0,0,0,0.178852069255835,0,0,0,0,0,0,0,0,0,0,0.0181594546340481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.104794771604085,0.0312207364882025,0,0,0,0,0,0,0.0149099860228636,0,-0.00897111075115657,0.00112637010353717,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0016871224311605,0,0,0,0.09007325903459,0,0,0.069969408503869,0.358111860625372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218195148148605,0,-0.0167387453548315,0,0,0,0,0,0,0,0.0524266218968501,-0.0333589771263151,0,0,0,0,0,0,0,0,-0.0168036205010545,0.0247325235591592,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0979886068523933,0,0,0,0.113674475230466,0.0140713583670583,0,0,0.0628386453826612,0,0,0,0,0.114737498630672,0,0,0.0954658722469558,0,0,0.0147015824448426,0,0,0,0,0,0,0,0,0,0,0,-0.0776715328745179,0,0,0,0,0,0.0422872899531724,0,0,0,0,0,0,0.0196090106644429,0.073408408269483,0,0,0,0,0
X000651.SZ,0,0,-0.0334861448520363,0,0.012735429446989,0,-0.0114375862800262,0,0,0.227260891575746,0,0.0706727836724678,0.0858672011345516,-0.0981173761344359,0.0360134361297143,0,0,0,0,0.0989228749019374,0,0,0.034188655116166,0,0,0,0,0,0.352275774092992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227766741595306,0,0,0,0,0,0.0332658145662742,-0.0134396907073948,-0.0606014500024132,0,0,0,0,0
X000858.SZ,0,0,-0.113923456344252,0.127786148123313,0,0,0,0,0,0,-0.00650733420413201,0.374275631385244,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0674030115627701,0.0459163559033622,0,0.0756580219550515,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.157629846130274,0,0,0,0,0,0,0,0,0,-0.0298539917724777,0.0166981422102191,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0599521796579909,0,0,0,0.122766571841858,0,0,0,0,0,0,0,0,0,0,-0.123395371147765,-0.0555811164130292,0,0,0,0,0,0,0,0,0,0,0,0,0.110892899565052,0,0,-0.10315398501998,0.0084005750721901,0,0.0530681216387699,0,0,0,0,0.0114346181719328,0,0,0,0,0,0.00971459607944729,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.131823882264045,0,0,0.0311007130755698,-1.73472347597681e-18,0.0545302358903864,0,0,-0.180471084147139,0,0,0,-0.0364349989259315,0,0,0,-0.0646212023046532,0,0,0.0895422625951404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117432753315149,0,0.00318451853344955,0,0,0,0.0106019720695392,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.28070777186227,0,0,0,0,0,0,0.236334685754626,0,-0.106741497304943,0,0,0,0,0,0,0,0,-0.0326446049426781,0,0,0,0,-0.0319143883856828,0,0,0,0.0389415749790872,0,0,0,0,0,0,0,0,0,0.0184903813388485,0,0,0,-0.0823751084201828,0,0,0,0.077384416149307,0,-0.0331913274902036,0.0329873300967969,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0728276080902797,0,0,0,0,0,0.0548226919415432,0,0,0,0.130219890878333,0,0,0,0,0,0,0,0,0,-0.0525196927380171,0,0,0,0,0,0.0274290343001823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722333892836871,0,0,0,0,0,0
X600690.SH,0,0.176714935893066,0,0.0678466849575185,0,0,0,0,0.0295046168831721,0,0.02649674757753,0,0.130241577029055,0,0.0408460212017277,0,0,0,0,0,0,0,0,0,0,0,0,0.211588814042117,0,0.237748606668372,-0.150734158899817,-0.0981468817502191,0,-0.0251690298273786,0,0,0,0,0,0,0,0,0,0,-0.0403624177427949,0,0,0,0,0,0,-0.00272156169374871,0,0,0,0,0,0,0
X600703.SH,0,0.241363060632696,0,0,0.011114167126111,0.23971865246187,0.13762280754927,-0.00622868449704451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197951788827384,0,0,-0.0670362698217566,0,0,0,0,0,0,0.0340213226168665,0,0,0.146732819152662,0,0,0,-0.0165067475403411,0,0,0,0,0,-0.201595049774287,-0.0866913537889264,0,0,0,0,0.0185996423338597,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.128689425043488,0.326554162904535,0,0,0,0,0.197723830648195,0.0512545951714273,0,0,0,0,0,0,-0.0388330466956984,0,0,0,0,0,0,0,0,0.145543674712618,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284171354900438,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0.18056254397434,0,0,0,0,0,-0.0206180926996662,0,0,0,0,0,0
X002236.SZ,0,0,0.20407942630631,0,0,0,0,0,0.111395011770908,0.182734750204385,-0.0195040474596087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.107803261392041,0.0462016417111894,-0.177649683826811,0.121816784629207,0,0,0,0.00707081361874995,0.00869765937758394,0,0,0,0,0,0
X002475.SZ,0,0.173148905927328,0,0,0,0,0,-0.128771851947113,0.0284688240085683,0,0.0358769280845295,0,0,0,0,0,0,0,0.170260751855241,0,0,0,0,0,0.0479855603189711,0,0,0.309132630685605,0,0,0,-0.0515429350863399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410390699491821,0,-0.0299360536306357,-0.0246105509908542,0,0,0,0,0,0
X600741.SH,0,0.439043944688161,0,0,0,0,0,0,0.1440861406591,0.074221149138068,0.0711921725180874,0,0,0,0,0,0.0696914513938306,0,0,0,0,0,0,-0.301963066250483,0.00276880071053431,0.0094861717244575,-0.0390031890850463,0.0702105126509459,0,0,0,0,0,0,0,0,0,0,0.127041196210491,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116203395922592,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0754771706896382,0,0.111995718424198,0,0,0,0,0,0,0.014988662357647,0,0.13811693019893,0,0,0.019946854189051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622148438793659,0.0663746409234737,0.107241774425788,0,0,0,0,0,0,0.0294192781967528,0,0.040805581464885,0,0,-0.00524503575717356,0.0163073601440098,0,0,0,0,0,0
X002241.SZ,0,0,0.267783618756799,0,0,0,0,0,0,0,0,-0.157710313105269,0,0,0.0499730443655947,0,0,0,0.363407340910888,0,0,0.0110686897980617,0,-0.0239652079948614,0.113039414075123,0,-0.00336812882652572,0,0,0,0.0599035513183768,0.102835303862127,0.099828614224442,0,0,0,0,0,0,0,0,0,0,-0.02795944846661,0,0,0,0.0312834710098658,0,0.096410788987999,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0222398534169736,0.0274634520522496,0,-0.0218741071748732,0,0.06150472761522,0,0,0,0,0,0,0.125050701138222,0,0,0.0191581255690516,0,0,0,0.0950344977934533,-0.0200497589720804,0,0,0,0,0,0.149334166709491,0,0,0,0,0.241060808553945,0.0521344234655354,0,0,0,0,0,0,0,0,0,0,0,0,0.00827324996562499,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.248676324128959,0.0201042929281459,0,0,0.271109640920351,0,0,0,0,0,0,0,0,0,1.27559386666576e-05,0,0,0,0,0,0,0,0,0.0736013405784836,0,0,0,0.213012223804804,0,0,0,0,0,0.161781246111943,0,0,-0.0242197868302709,0,0,0.00247036011124655,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.258658403500928,0,0,0,0,0,0,0,0,0,0.125164101232423,-0.204872089174901,0,0,0,0,0,0,0.181349780048746,-0.111801290114059,-0.0634950660264064,0,0,0,0,-6.93889390390723e-18,0,0.808496061732473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243440736087416,0,-0.00674263591261354,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0534102785964963,0,-0.0133034669047425,0,0,0,0,0,-0.044748969519794,-0.0409097323508067,0,0,0.16564438952922,0,0,0,-0.0347077044671616,0,0,-0.133580865422843,0,0,0,0,0,0,0.0687654674635139,0,0,0,0,0,0,-0.0348989097225473,0.143093647570829,0,-0.121895001031948,-0.00443825550094527,0,0,-3.46944695195361e-18,0,-0.0183590881851932,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172383321257401,0,0,0,0,0,0.032015079409686,0,0,0,-8.67361737988404e-19,0,0,0,0.147821740223253,-0.0937961383892806,0,0.0263707653904568,0,0,0,0,0.122751391730146,0.128290582024925,0,0,0,0.120496005645626,0,0.104850855146465,0,0,0,0,0,-0.0248365342455953,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0239885240087706,0,0,0.105402245945751,0,0,0,0,0,0,0,0.13708644208427,0,0,0,0,0,0.0170088495130658,0,0,0,0,0,0,0,0,0,0,0,0.0640310301412891,0.195252957227868,0,0,0,0,0,0,0,0.0121416937622234,0,0,0,0,0,0.0452777715921243,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.0759978322169388,0,0,0,0,0,0,0,-0.115684927974673,0,0.00597183532930894,0,0.0267680882763177,0,0,0,0.0968698317920713,0,0,0,0,0,0,-0.0452316285213546,0,0,0,0.137145295080324,0,0,0,0,0,0.0642208768016167,0,0,0,0,0,0,0.0311400070274307,0,-0.0327669302570731,0,0,-0.0033080568844194,0.00558640506142266,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0264532344691243,0.053767705155517,0,0,0.0320707360620493,0,0,0,0.0430683321291746,0,0.061553098070137,0,0,0,0,0,0,0.212003571879838,0,0.105883792817576,0,0,0,-0.0582459706955805,0,0,0,0,0,0,0,0.111108176307912,0,0,0,0.0383584714850575,0,0,0,0,0,0,0,-0.00513945503277665,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106837632989994,0,0,0,0,0,0,0.150512545035127,0,0,0.646848656806895,0.0440845146643054,0.106332882485771,0,0,0,0.0753720136442476,0,0,0,0,0,0,0,0,0,0,0.204696695532463,0,0,0,0,-0.0108051772669052,-0.00620620551821325,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.158448685171401,0,-0.00942418644832742,0.0968251679417937,-0.074120021228524,0,0,0.338112775324649,0,0,0,0,0.00687953175698154,0,0.151389887240331,0,0,0,0,0,0.0884740076397697,0,0,-0.163206984629716,-0.0174607854045128,0,0,0.162209340235647,0,0,0,0,0,0,0,0,0,0.159872831899533,0,0,0,0,0,0,0.00732036290415556,0.0975634037068376,0,0,-0.0357461797659046,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.363606020879821,0,0.0393817225749204,0.0423872208340744,0.326790164696486,0.265221011934215,0,0,0,0,0,0,0,0,0,0.128674569582603,0,0,0,0,0,0,0,0.161147066943812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535366950136459,0.0311371822781276,0,0,0,0,0,0
X002508.SZ,0,0,0,0.494144259557979,0,0,0,0,0.0501702544726267,0,0,0,-0.0265000650763249,0,0,0,-0.0042142171932984,0,0,0.0243005573898919,0,0,0,0,0,-0.0135302162377974,-0.0327329328755334,0.153251315350823,0,0,0,-0.125299999249628,0,0,0,0,-0.0553910073007959,0,0,0,0,0,0,0,0,0,0,0,-0.0302817607811268,0,0,0,0.00294605112011274,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0.331607064483275,0.135720839432626,0,0,0,0,0,0,0,0,0,0,0.0374451089067976,0,0,0,0.324497964357256,3.46944695195361e-18,0,-0.00413741388130923,0,-0.0140094750574551,0,0,0,0,0,0,0,0,0,0.16345604751537,0,-0.118394700731066,0,0,0,0,0,0,0,0,0.0390700996958423,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0.147648021931208,0,0,0,0,0,0,0,0.0822632319759585,0,0.484842745635534,0,0,0,0,0,0,0,0.100649214439959,0,0.0182604491144602,0,0,0,0,0,0,0,0,0.110749933980074,0,0,-0.193351725611063,0,0,0,0,0.214512773734545,0,0.127110213092129,0,0,-0.00808190321736701,0,0,0.0833119687065915,-0.0911787587013172,0,0,0,0,0,0
