,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X600522.SH,X600584.SH,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.279166636409786,0,0,0,0.126562004413659,0,0,0,0,0,0,0.018809067521136,0,0,0,0,0.162460269812008,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480650443733453,0,0,0,0,0.113632361120307,0,0,0.011317151048859,0,0,0,0,0,0,0,0.11292281357021,0.0232723203460467,0,0,0,-0.0217215477777027,0.0230918580161521,0,0,0,0,0,0
X000858.SZ,0,0,0,0.12595096886552,0,0.0623851341674026,0,0,0,0,0,0,0,0,0,0.0937123946794181,0,0,0.0711811535588509,0,0,0.0287047435579963,0,0,0,0.0113266840952186,0,0,0,0,-0.00475103621194292,0,0,0,0,0.0167407019068782,-0.014976326452976,0,0,0,0,0,0,0,0,0,0.000730279187493339,0,0,0,0,-0.0357880719212222,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.136198342902404,0,0,0,0.0556832506716119,0.253601572010123,0,0,0,0,2.16840434497101e-19,0,0,-0.0202684359625859,0.117127974929739,0,0,0,0,0,0,0,0.0991780608478291,0,0,0,0.121456595184913,0.0511215338772168,0,0,0,0,0,0.0487989890083589,0,0,-0.0535594073620165,0.130636058983683,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.388209856403806,0,0,0,0,0.233418467900009,0,0.000969833412987067,0,0.0182204886084766,0,0.0647970312404802,0,0,0,0,0,0,0,0,0,-0.0447339821780617,0,0,0,0.0627919803081254,0,0,0,0,0,0.0810394639967048,0.0170798466555224,0,0.15812409481751,0.00215666735125116,0,-0.132390118776776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513672714578958,0,0,0,0,0,0,0
X600276.SH,0,0,0.0440127589884337,0,0,0.133225572396548,0,0.131640400366894,0,-0.0341997217317907,0,0,0.0262391553807605,0,0,0,-0.0494364463142714,0.0568539101965949,0.205747395577909,0,0,0,0,0,0,0,0.00474802619619932,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0254284032986558,0,0,0,0,0.511908394943483,0,0,0.00402449474785689,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.357578740892952,0,0,0,0,0.232982900682168,0,0.187041955996059,0,0,0,0,0,0,0.013650490146512,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0359678587476354,-0.0963405491140057,0,0.0541647122276854,0,0,0,0,0.0640603834915958,0,-0.0140251465729989,0,0,0,0,0,0,0,0,0,0,0,0,-0.026805059001298,0,-0.0438366354131551,-0.0121144854430214,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.256997969003474,0,0.100871884303443,0,0,0,0,0,0,0,0,-0.0353636522877458,0,0,0,0,0,0,0,0,0,-0.0452719491314314,0,0,0,0,-0.0461047852131715,0,0,0,0.14415462000763,0,0,0,0,0,0,0,0,0,0,0,-0.0133800755705439,0,0,0,-0.00173642233659893,0.00646576793830111,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129180330992769,-0.486620966490254,-0.00862733524054083,0,0.225491230611596,0.129187435691909,0,0,0,0,0,0,-0.170220594698205,0.0244793654152108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230716070266486,0,0,0,0,0.0618124941893669,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.377037497691945,0,0,0,0,-0.0296247483682006,0.101759283035789,0,0,0,0,-0.601780951383936,0,0,0,0,0,0.0972730605415241,0,0,0,-0.0185525900950563,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.121654136942029,0,0,-1.73472347597681e-18,-0.0363818511686343,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0312846605052764,0,0,0,0,0,0,0.188107289563126,0,0,0,0,0,0,0.0254956870110251,0,0,0,0.162475217927819,0,0,0,0,0,0.104939099360109,0,0.0974873621606141,0,0,0,0,0,0,0,-0.17364904849274,0,0,0,0,0,0.0474057146840139,0,0,0,0,0,0
