,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X600104.SH,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600418.SH,X002179.SZ,X002241.SZ,X000977.SZ,X002463.SZ,X600089.SH,X600584.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X000066.SZ,X600741.SH,X002049.SZ,X600522.SH,X002236.SZ,X600839.SH,X600183.SH,X002456.SZ,X601877.SH,X600066.SH,X600460.SH,X002156.SZ,X002074.SZ,X000661.SZ,X000800.SZ,X600487.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.330076280663499,0,0,0,0,0.0771837972437094,0,0,0,0,0,0,0,0,0,0,0.165016154715969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00915875399807457,0,-0.0113518685386122,0,0,0,0,0,0,0,0,0,-0.120416856330089,0,0,0,-0.0746240093830669,0,0
X000858.SZ,0.509201074289573,0,0,0,0,0,0.380295802229386,0,0.0184840033815825,0,0,0,0,0,0,0,0,0,0.042681876018711,0,0,0,-0.0116993770542013,0.0868188880693094,0,0,0,0,0,0,0,0,0.137114309711442,0,0,0,0,0,0.00440939379300112,0,0,0,0.0553896762130316,0,0,0,0,0,0,0,0,0,0.0215011659406528,0,0,0,-0.00451247321037589,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0228108481090158,0,0,0,0,0,0,0,0.148399437019503,0.0957046629181438,0.061945919960668,0,0,0.0829806029793759,0,0,0,0,0,0,0,0,0,0,0,0,0.235411233204021,0,0,0,-0.0853165517866771,0,0,0,0,0,0.192683095594439,0,0,0,0,0,-0.254475172500231,0,0,0,-0.152971263280338,0,0
X002415.SZ,0.125916198563536,0,0,0,0,0.0588603340192044,0.0597602262393622,0,0,0.0756705226541939,0,0,0,0.00519202360674801,0,0.101007704615253,0,0,0,0.234619470445161,0,0,0,0,0,0,0.0229527134508588,0,0,0,0,0,0,0.0142131155155535,0,0,0,0,0,0,0,0,0,0.0465664556937776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361233379866884,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547332271809316,0,0,0,0,0,0.0920900218005805,0,0,0,0,0.449704844558926,0,0.0563274582490564,0,0,0,0,0,0,0,0,0,0,0,0.0545357591115531,0.0555490606038265,0.00605872795758689,0,0,0,0,0,0,0,0,0,0,0,-0.0774999449417304,0,0,0,0.00506418427664845,0,0
X600690.SH,0,0,0,0,0.0924122041687773,0,0,0.207321643885478,0,0,0,0,0,0,0,0,0,0,0,0,0.125159561201612,0,0,0,0.0181977165020435,0,0,0,0,0,0,0,0,-0.0159854459859162,0,0,0,0,0.0411008507996182,0,0.0684296702833212,0,0,0,0,0,0,0,0,0,0,0,0.05451214458323,0,0,0,0.0245625770983589,0,0
X600809.SH,0,0.0154162326926464,0,0,0,0,0,0,0,0,0.729033700688083,0,0,0,0,0,0,0,0,0,0.153992386842811,0,0.0482298510863637,0,0,-0.00445558807191242,0.0625017297823736,0,0,0,0,0,0,-0.00786522165711443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336152297076278,0,-0.00665517257208959,0,0
X000651.SZ,0,0,0,0,0,0.250446140314431,0,0,0.0983107524497239,0,0,0,0,0,0,0,0,0.164097797975786,0,0,0,0,-0.0843825780678496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215290482102614,-0.0111328584969697,-0.00924011302887966,0,0,0,0,0,0,0,0,0,0,0,0.0104443640301817,0,0
X600104.SH,0,0,0,0,0,0,0.261505666946386,0,0,0,0.251654961440579,0,0,0,0,0,0.112169091182223,0,0,0,0,0,0,0,0,0,-0.1088767864901,0,0,0,0,0,0,-0.130014085350543,0,-0.0808735738726643,0.110029583201633,0,0,0,0.0474809128655141,0,0,-0.10760629506517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0457919694259475,0,0,0,0,0.379966124169789,0,0,0,0,0,0.069067660500378,0,0,0,0,-0.00930969071425653,0.142012145307352,0.0169539993448381,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.170169845654826,0,0,0,0,0,0,0,-0.019230837797068,0,0,0,0.0135103963849659,0,0
X000568.SZ,0,0.138658818566971,0,0,0,0,0.400155675177031,0,0.0243336090866935,0,0,0,0,0,0,0,0,0.243379841871887,0,0,0.103045391699494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261514721969917,-3.46944695195361e-18,0,0,0,0,0,0.0605337876761937,0,0,0,0,0,0,0,0,0,0.0131731083930471,-0.0424460706568628,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0909131061387543,0,0,0,0,0,0,0,0,0.0260608386655208,0,0,0,0,0.386112535638902,-0.00446745109159719,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.152404081289248,0.0240005020185135,0,0,-0.0941554893671573,0,0,0,0,0,0,0,0,-0.102467427616396,0,0.112567394912206,0,0,0,0,0,0.323155656008592,0,0,-0.0674291030158934,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759438739578749,0,0,0,0,0,0.00119506560750137,0.0268027150181721,0.472697724106855,0,0.0609494978102916,0.00506833217021128,0,0,0,0,0.0633253807695447,0,0,0,-0.0053591753769935,0,0,0,0,0.084679825559556,0,0,0,0,0.0254839714813865,-0.0475056329446107,0,0,0,0,0,0,-0.00975244031423363,0,0,0,0,0.034831790115331,0,0
