,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X601877.SH,X600487.SH,X002008.SZ,X002241.SZ,X002456.SZ,X000100.SZ,X300136.SZ,X600066.SH,X600809.SH,X300124.SZ,X002508.SZ,X600522.SH,X002294.SZ,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000596.SZ,X600177.SH,X000157.SZ,X600699.SH,X000661.SZ,X600566.SH,X002179.SZ,X002129.SZ,X300142.SZ,X600118.SH,X002049.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.570085001121653,0,0,0.0780813660364636,0,0,0,0,0,0,0,0,0,0,0,0.0873227842068867,0,-6.93889390390723e-18,-0.0361086756730886,0,0,0,-0.0544484156608204,0,0,0.0160248071691383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370194034096593,0.0747056300083811,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.100553941643663,0,0,0,0,0.184340981982735,0.0743974776524383,0,0.0645161643469838,0,0,0,0,0,0,0.0278162804319971,0,0,0,0,0,0,0,0,0,0.00392554898648541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126563196169349,0,-0.051793983924716,0.078670288005787,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193277637045774,0,0,0,0.0311279177609336,0.143597773629594,0.385541476864403,0,0.0128500069683062,0.00512880583524147,0,0,0,0.0244469360491356,0.01187588935233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117063476241145,0,0,0,0,0,0.072650455767898,0,0,-0.0163172896572547,0,0,0,0,0,0,0
X000858.SZ,0.0279462996976444,0,0,0,0,0.0492368710563527,0,0.165850860541172,-0.0142526398259513,0,0,0.38593778931714,0,-0.0424431988871222,0,0,0,0,0,0.0368018833117385,0,0,0,0,-0.0325080814436081,0,0.216809533591621,0,0,0.0366909278700803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197681362627626,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.235801290179218,0,0,0,0,0.07246900307998,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.00748113295658996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131425916080294,0.112364861280852,0,0,0.116285698273662,0,-0.00052719421384355,-0.00107967556780982,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.418983482803047,0,0,0,0,0,0,0,0.0713020910200768,0,0.229276722710564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174895221894572,0,0,0,-6.93889390390723e-18,0.361231622994301,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635938080132587,0.0919122069838787,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.166517775415496,0,0,0,0.142986951857054,0,0,0,0,0,0,0,0,0,0.00154777473464825,0,0,0,0,0,0,0.00319729040393274,0.277030211405366,0,0,0,0,0,0,0,0,0,0,0.0147387608931118,0,0,0,0,0,0,0,0,0,-0.0639740411262236,0,0,-0.0434599463644589,0.0765143703863149,0,0,0,0,0,0
X002304.SZ,0.27964704727768,0,0,0.00519187812388556,0,0,0,0,0,0,0,0.279028329411461,0.111363350601807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117144198837152,0,0,0.0374954399109434,0.0136543083917139,0,0,0,0,0,0,-0.0305283054679053,0.129156452970928,0,0,0,0,0,-0.0223293213804311,0,0,-0.0319762317076985,0.0162641831179489,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.279285885836224,0,0,0,0,0,0,-0.0572336009017664,0,0.199075237331742,0,0,0,0,0,0,0,-0.00166916706887605,-0.0212282900983023,0,0,0,0,0,0.326726919526184,0,0,0.116239389355749,0,0,0,0,0.295614242293177,0,0,0,0,0,0,0,0,0,0,0.192216711984108,0,0,-0.00335828758030611,0.0133429378684565,0,0,0,0,0,0
X600690.SH,0,0.254893032958898,0,0,0.342539090860501,0,0,0,0,0,0,0,0.00548734442689285,0,0,0,-0.046962424536426,0,0,0,0.248883404273159,0,0,0,0,0,0,0,0,0.0599474486665699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180358860472141,0,0,0,-0.106816751801951,0,-0.0185800422604062,0,0,0,0,0,0,0
X600703.SH,0,0,0.046885429566666,0,0,0.188233388142647,0.0300156930381283,0,0,0.159379646921755,0,0,0.0845099080273434,0,0,0,0,0,0.0594828098462269,0,0.0395373121117675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311836256762542,0,0,0,0,0.216499015804859,0,0,0,0,0,0.108095114388121,0,0,-0.0350682225251084,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.204972886655343,0,0,0,0.162670881749884,0,0,0,0,0,0.00577093093440449,0.121408402750798,0,0,0,0,0.0742758733511251,0.0314472892386396,0,0,0,0,0,0.0391572100733792,0,0,0,0,0,0,0,0,0,0,0,0.126113135313337,0,0,0,0,0,0,0,0,0,0,0,0,0.0112478553967408,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.252142140548907,0.0043085727848637,0.0599654250948109,0,0,0,0,-0.00475948120180061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129013059996813,0.128698045049495,0,0,0,0,-0.0359783137787736,0.0812116459018149,0,0,0,0,0,0
X002475.SZ,0,0.106493874612874,0.136343156458854,0,0.00981640371611789,0.0366186916234119,0,0,0,0.0728615068230826,0,0,0,0,0,0,0,0,0,0,0,0,0.226504113531182,0,0.298053461069481,0,0,0,0,0,0,0,0,0,0,0,0,0.0134292855638183,0,0,0,0,0.0151969486463661,0,0,0,0,0,0,0.0255063712939222,0,0.0114713564731377,0,0,0,0,0,0,0
X002236.SZ,-0.0225146058927206,0,0.251733240025514,0,0,0,0.00165080196333419,0,0.0339650188518543,0,0,0,0,0,0,0,0,0,0,0.215392137443074,0,0,0.198022040109306,0,0,0,0,0,0,0,0.0378585832281145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1072933808046,0.0552035968372301,0,-0.00498644348439291,-2.16840434497101e-19,0,0,0,0,0,0
