,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600031.SH,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002007.SZ,X000100.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X002371.SZ,X600741.SH,X002049.SZ,X601877.SH,X002236.SZ,X300003.SZ,X000800.SZ,X000157.SZ,X002129.SZ,X002414.SZ,X600584.SH,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000977.SZ,X000066.SZ,X601799.SH,X600118.SH,X002456.SZ,X002294.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.187628784929862,0,0,0,0,0,0.176828096910158,0,0,0,0,0,0.0784157328563994,0,0,0,0.0407348025539987,0,0,0,0,0,0,0,0,0,0.0536435132361019,0,0,0,0,0,0,0,0.0256972727393699,0,0,0,0,0,0,0,0,0,0.103195674479578,0,0,0,0,0,-0.0105196344598973,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.168355414237295,1.73472347597681e-18,0,0,0,0,0.512938494810772,0,0,0,0.0250073598103195,0,0.0168987391838122,0,0,0,0,-0.0401507927095541,0,0,0,0,0,0,0,0,0,0,0,0.0695519090995456,0,0,0,0,0,0,0,0,0,0.117728282969101,0,0,0.0391148568543003,0,0,0.00201359557167592,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0440179340190788,0.133957008175931,-0.0197117543886207,0,0.171611383577513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036450697645398,0,0,0,-0.0328890135626979,0,0,0.00862115924028141,0,0,0,0,0,0,0,0,0,0,0.155684400319659,0,2.16840434497101e-19,0,0,0,-0.0154145358501482,0.00798393462307068,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281299472018483,0,0,0,0,0.0071915176775549,0,0,0,0.00548814889395654,0,0.0261581977271242,0,0,0,0,0,0.0457724763799614,0,0.146031222979626,0,0,0,0,0,0,0,0,0,0.140975682689185,0,0,0,0,0,0,-0.0265504067294383,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262125889954215,0,0,0,0,0,0,0,0,0,0,0,0.00503408849957261,0,0.0921127983382266,0,0,0,0,0,-0.0399830600119857,0.0655330209108584,0,0.0880409225044108,0,0,0,0,0,0,0,0,0,0,0.0770640644737979,0,0,-0.00590736546933885,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0511278531244144,0,0,0.150423715620024,0,0,0,0,0.00513577741480276,0,0,0.00632587586575173,0.0382558811889012,0,0.141629444520623,0,0,0,0,0,0,0,0,0.0316593698693544,0,0,0,0.0451857628566885,0,0,0,0,0,0,0,0,0,0,0,0,0.0577481574724076,-1.73472347597681e-18,0,0,0.055645618625991,-0.039973422319805,0,-0.0296549844862921,-0.00881579026728628,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0154991708613947,0,0,0,0.01805239496266,0,0,0.111937376067898,0,0,0,0,-0.0317827709151183,0,0.0567612280740909,0,0,0,0,0,0.0773220836789154,0,0,0,-3.46944695195361e-18,0,0,0.130341264175525,0,0,0,0,0,0,0,0.0715581794532325,0,0,0,0,-0.0382210205403104,0.021759905377924,0,0,0,0,0,0
X000568.SZ,0,0.605928037603689,0,0,0,0,0,0,0.128452709857623,0.0264440747323581,0,0,0,0,0,0,0.0118130669831577,0.0522910317688965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645706707263879,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044281079096131,0,0,0.00101989142315119,0,0,0,0,0,0
X002304.SZ,0,0.313548133794864,0,0.0507210873070905,0,0,0,0.37977839714082,0,0.0358442132049694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724195007939832,0,0,0,0,0,0,0,0,0,0.0155781322353657,0,0,0,0,0,0,0,0,0,-0.0136214229462632,0,0,0,0,0,0,0,0.0150919184296987,-0.0105274081298438,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.230349993189505,0,0,0,0,0,0,0,0,0,0,0,0,0.535746132586114,0,0,0,0.0281256002630952,0,0,0,0,0,0,0,0.138973009468176,0,0.0435468664045469,0,0,0.0530479095680585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969170576483679,0,0,0,0,0,0
