,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000596.SZ,X002049.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X002241.SZ,X000733.SZ,X000100.SZ,X601877.SH,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X002414.SZ,X000799.SZ,X600487.SH,X000066.SZ,X002223.SZ,X002236.SZ,X002294.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0931692275792625,0.231127754468438,0,0.106571987147422,0,0,0.116598881635774,0,0,0,0,0.033677214173758,0,0,0,0,0,0,0,0,0,0,0.142621348633289,0,0,0,0,0,0,0,-0.168718067977637,0.0283485160034667,0,0,0,0,0,0,0,0,0,0,0.0835918329865813,0.0237746150146105,0,0,0,0,0,0,0.0178425523983066,0,0,0,0,0,0,0
X000858.SZ,0.227399987412362,0,0,0,0.317282616923627,0.0822199936141924,0,0,0.0841958276844255,0,0.105318895365059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644885244355883,0,0,0,0,0,0,0.00245805988017153,0,0,0,0,0.0970910409305141,0,0,0,-0.0352741256191207,0,0,0,0,0,0,-0.0516440127636749,0,-0.0182928175979883,0,0,0,0,0,0,0
X600809.SH,0.127154091517825,0,0,0,0.714418205831041,0,0,0,0,-0.00929146743178334,0,0,0,0,0,0,0,0,0,-0.156819179248701,0,0,0,0,0,-0.0563275204155996,0,0,0.0579698819733822,0,0,-0.024602652411847,0,0,0,0,-0.0314004821407051,0,0.10491914029065,0,0,0,0,0,0,0.00571525509145809,0,0,0,0,0,-6.7762635780344e-21,-0.0186665822679591,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114899764291914,0,0,0,0,0,0,0.031667745637047,0,0,0,0,0,-0.126718902927015,0,0,-0.0169881855078416,0.157546752054373,0,0,0.0889222396968236,0,0,0,0,0,0,0,0.165976537096663,0,0,0,0,0.046500375871597,0.208601388332212,0.17950131706113,-0.0953785676879496,0.232437594644705,0,-0.0551913039951286,0,0,0,0,0,0
X000568.SZ,0.405433073876116,0.130078470854204,0.654145492794952,0,0,-0.108479889966041,0.0157942528112961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132214083396791,0.0940673725110193,0,0,0,0,0,0,0,0,0,-0.0359272134273922,0,0,0,0,0,0,0,0,0,0,0,-0.0425270226807173,0.0662930923374433,0,0,0,0,0,0
X600276.SH,0,0.0578119085035823,0,0.0337843598845212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469524621613166,0,0,0,0,0,0.0434006064929278,0.0517425989241941,-0.132687537691972,0,0.0388119062668403,0,0,0,0,0,0,0,0,0.115128095555968,0,0,0.040082675360149,-0.0529039068275389,0,0.103638200752598,0.0362342985344752,0,-0.119795988046503,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.156002203385789,0,0,0.141523721441175,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636364611587832,0,0,0.0688254356104721,0,0.321825386436278,-0.0631564918395396,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550635576807433,0,0.0713044465228821,0.0865720404483929,0,0,0,-0.0268587004044934,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.274133027585453,0,0,0,0,0,0.255952463928215,0,0,0.134428737494239,0,0,0,0,0.0654244948188181,0,0,0,0,0,0.0759388281793745,0,-0.114411972544504,0,0,0.0723121832583487,0,0,0,0,0,0,0,0,0,-0.060883356025136,0,-0.0204902391842779,-0.00842271200334757,0,0,0.0555681979753993,0,0,0,0,0,-0.0235744393250309,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.123290480592994,0,0,0.0790050026593028,0,0.0231062386140286,0,0,0,0,0,0,0,0,0.0123712694838731,0,0,0,0,0,0,0,0.0317036273757869,0,0,0,0,0,0,0,0.0774136610372143,0,0,0,0.358252273828601,0,0,0,-0.224542360044964,0,0,0,0.060413044718792,0,0,0,0,-0.00728429554140382,-0.104743826184768,0,0,0,0,0,0
X300124.SZ,0,0,-0.0572476405251709,0,0,0,0.0143587399347365,-0.0240523466749302,0,0,0,0,0,0,0,0,0,0,0,0.0374185685285039,0.309779783274328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199757640043888,0,0,0,0,0,0,0.0111246114442784,-0.0632830057355267,0,-0.239690046264637,-0.0799010499023343,0,0,0,0,0,0,0,0,0,0,0,0,0
