,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002371.SZ,X003816.SZ,X002049.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002179.SZ,X000063.SZ,X600522.SH,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002180.SZ,X000661.SZ,X000733.SZ,X300142.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600487.SH,X600741.SH,X000157.SZ,X300003.SZ,X600460.SH,X600884.SH,X600702.SH,X002414.SZ,X600584.SH,X601799.SH,X600372.SH,X600563.SH,X002236.SZ,X002025.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145383403831742,0.411609428044446,0,0,0,0.0311049250192627,0.0933852504926033,0,0,0.033641387839512,0,0,0.0226723575350028,0,0,0,0.0292579576652648,0,0,0,0,0,0,0,0,0,0,-0.0944405308214255,0,-0.12638224665965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174051357850837,0,0,0,0,0,0
X000858.SZ,0,0,0.174389107016545,0,0.0951695421380642,0,0.0574818010288213,0.0568556152111949,0,0,0,0,0,0.0794815334837182,0,0.0877079358710471,0,0,0,0,0.00209016937546964,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.024664981143197,0,0,0,0,0,0,0.125795928697394,-0.103617727382748,0,0,0,0,0,0,0.134669594464196,0,0.0322706712701852,0.0138211109973211,0,0,0,0,0,0
X600809.SH,0.268713788000509,0,0,0,0.68012894784551,0,0,0,0,-0.079544735117666,0,0,0,0,0,0,0,0,0,0,0.0163620231461862,0,0,-0.00737900327859054,0,0,0,0,0,0.114177817603711,0,0,0,0,0,0,0,0,0.0274977037050328,0,-0.109544921400362,0.0581091024319378,0,0,-0.0190956810101117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.14206074248873,0,-0.070362376289209,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.116120439236184,0,-0.0832484889036797,0,0.0662054397369298,0,0,0,0.0634636147569206,0.314642449444237,0,0,0,0,0,0.0190482933710193,0,0,0,0,0.29189627178157,0,0,-0.197542023746102,0.205877180078955,0,0,-4.33680868994202e-19,0,0.00510601695879119,0,0,0,0,0,0
X000568.SZ,0.0326110153348361,0,0.43632984867891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11057543303014,0,0,0.125006533422721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329180889322141,0,0,0,0,-0.0877886554482033,0.10093841444968,-0.0223213020648643,0,0,0.000541612676203633,0.0304746036771726,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0508966837464182,0,0,0,0.0469006015305676,0,1.73472347597681e-18,0,0,0,0,0,0,0.265004965489369,0,0,0,0,0.0432582412580072,0,0.0206079434583886,0.0392246737235079,0,0,0,0,-0.125753876630799,0,0,0.117349381348494,0,0,0,0,0,0,0,-0.159310600792077,0,-0.0941122509082858,0,0,0.00188726691740584,-0.076195329594733,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.31963922696674,0,0,0,0,0,0,0.235288978761713,0,0,0,0,0,0,0,-0.0349470980742273,0,0,0,0.0973238461707113,0.0861979685358154,0.118518733446238,0,0.0139498459743731,-0.0838086071440817,0,0,0,0,0,0,0,0,0,0,0,-0.0450119904314962,0,-0.037562670489246,0,0,0,0,0,0,0,0,-0.0367129667107284,0.00663637009134064,0,0,0,0,0,0
X002304.SZ,0,0.292079738114745,0,0,0.173530835937494,0,0,0,0.148912621485521,0,-0.063425614946301,0,0,0,0,0,0,0,0,0,0.062250976657024,0,0,0,0,0,0,0,0.121539723208704,0,0,0,0,0.0085753754016763,0,0,0,0,0,0,0,0.0896530010382192,-0.122742751509741,0,0.0792494103724715,0,0,0,0,0,0,0,0.0347216580373418,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.341947698711181,0.122365715582663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144572451532117,0,0,0,-0.0106969264065382,0,0,0,0,0,0,0.0566629155249925,0,0,0,0,0.183578289475664,0,0,0,0,0.0177797278510143,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.0654202169005298,0,0.139087049684793,0,0.043262660260522,0,0,-0.127127979612391,0,0,0,0,0,0,0,0,0,0,0.1849074323966,0,0,0,0,0,0,-0.0840984309238622,0,0,0.0659264608249678,-0.118712856784013,0,0,0,0,0,0,-0.0824061903425368,0,0,0.321266119696177,0,0,0.212094344090642,0,0,0,0.00926750754996259,0,0,0,0,0,0
