,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X601877.SH,X002241.SZ,X000100.SZ,X600066.SH,X002456.SZ,X002508.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X000596.SZ,X600089.SH,X000157.SZ,X600177.SH,X002085.SZ,X600566.SH,X000661.SZ,X000981.SZ,X600498.SH,X600699.SH,X300142.SZ,X002179.SZ,X002180.SZ,X600118.SH,X600707.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.129024694364362,0,0.512814215056634,0,0,0.12009287546946,0.0649490121167544,-0.0137139862910158,0,0,0,0,-0.0467319074468761,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0337368380724971,0,0,0,0.160111414651089,0,0,-0.00596825056348227,0.019177148219813,0,0,0,0,0,0
X600104.SH,0,0,0,0.0656714611615879,0.0729858600982976,0,0,0,0,0,0,0,0.14514171182427,0,0.00224332702730698,0,0,0,0,0.0115522127665108,0,0,0,0.0277513869162813,0,0,0,0,0,0,0,0.115821390645564,0,0,0,0,0,0,0,0,0,0,0,0,0.132325950020509,0,0.166852772702186,0,0,0,0,-0.0301908481019881,0.0470751686090723,0,0,0,0,0,0
X002415.SZ,0,0.0357797936847371,0,0,0,0,0,0,0,0,0,0.124838112541815,0.0527431035527109,0.0214516732050578,0,0.0307618700070057,0.0358671246893937,0,0.245311502263016,0,0.318453422126461,0.0674893518348012,0,0,0,0.00631475104648102,0,0,0.000393874291670128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00797878027008814,-0.000433564942606464,0,0,0,0,0,0
X000858.SZ,0.350038161573827,0,0,0,0.323101013004162,0.0165086209167919,0,0.0371255755034831,0,0,0.178606359744234,0,0,0,0,0,0,0,0.0280321330850325,0.135657843874159,0,0,0,0,0,0,0,0,0,0,0,-0.0208268319973135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00149647285210965,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.485430031247514,0,-1.73472347597681e-18,0,0,0.0125400758207298,0,0,0,0,0,0,0,0.0798448972786757,0,0,0.130098978840362,0,0,0,0.0411898053136045,0,0,0,0,0,-0.0145835881626177,0.0700611466653062,0,0,0,0,0,0,0,0,0,0.0592385499359964,0,0,0,0.0155761021948882,0,0.0384250631354568,0,0,0,0,-0.00353708889664919,0.0208655353858967,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.548614242015503,0.108062198188639,0,0,0,0,0,0,0.00574257823396013,0,0,0,0,0,0,0,0,0,0,0.088681786025876,0,0,0,0,0,0.115046879203218,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849719074070692,0,0,0,0,-0.0939648496243222,0.147135910218424,0,0,0,0,0,0
X600276.SH,0.19126528655989,0,0.105645061480154,0,0,0,0,0,0,0.0394725164693788,0,0.144644056111376,0,0.130054651466286,0,0.0888939079654359,0,0,0,0,0,0,0,0,0,-0.216921104275727,0,0,0.0650103419142118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259372516437693,0.0527509196957791,0,0,0,0,0,0
X002304.SZ,0.256580476556276,0,0,0.146863230022755,0,0,0,0,0,0,0.151705221907848,0,0,0,0,0,0,0,0,0,0,0.00574288791673608,-0.0139237415484975,0,0,0,0.124213604518698,0,0,0,0,0,0,0,0.1126427407855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195578080694296,0.0199399430125211,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.323676157162357,0,0,0,0,0,0,0,0,0.0248734274171491,0,0,0,0.0508609176731362,0,0,0,0.182178980077697,0,0,0,0,0,0,0,0.114702196339556,0,0.422716731331156,0,0,0,0,0,0,0,0.0392561251089871,0,0.295240669019387,0,-0.0031489143400597,0,0,0,0,0,0,-0.00513839631368008,0.00422535525485352,0,0,0,0,0,0
X600690.SH,0,0.26351655842561,0,0.0732981436721727,0.12053047934318,0,0,0,0,0,0.137940148410532,0,0.0668968603896651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320767932235542,0.0579593282614575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691486653333975,0,0,0,0,0,-0.019147276197013,0.0409330317873475,0,0,0,0,0,0
X000568.SZ,0,0,0,0.403163020026417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07214053826984,0,0,-0.0125565866381479,0,0,0,0,0,0,0,0,0,0.0225627955073992,0,0,0.217302895641239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000885670348857079,2.16840434497101e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.316820315576984,0,0,0,0,0,0.471562672180923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313157813988444,0,0,0.0556024131953787,0,0,0,0,0,0,0.185201581553704,0,0.478070233766236,0,0.0234654884657861,0,0,0,0,0,0,-0.0295835084429384,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0212946568318801,0.355152042358238,0.22515002847955,-2.16840434497101e-19,0,0,0,-0.170451868346057,-0.142658585418298,0,-0.127027734318059,0,0,0.0297078534234255,0,0,0,0,0,0,0,0.0632495151321092,0,0,0,0.0480852128008647,0,0,0,0,0.140477118601782,0,3.46944695195361e-18,0,0,0,0,0,-0.0487074723689235,0,0,0,0,0.00850509648345697,-0.0240312890421167,0,0,0,0,0,0
X002236.SZ,-0.0922334986503389,0,0.494452425680415,0,0,0,0,0.0990776473695899,0,0,0,0.271414385642121,0,0,0,0,0.0064656908325899,0,0,0,0.152874361168432,0.0246287797294455,-0.0358855595190215,0,0,0.0567900144834361,0,0,0,0,0,0,0,-0.160196855988992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989863138977395,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0246971186608207,0,0,0,0,0,0,-0.0579983401597473,0.141702033974059,0,0,0,0,0,0,0,0,0,0.102874966617009,0,0.334587893846704,0,0,0,0,0,0.0366768796828246,-0.00134857681835715,0,0,0,0,0,0,0,0.151561486877945,0,0.0330482267272535,0,0.0288517599567909,-0.0336561923934802,0,0,0,0,0,0,-0.0178087763603433,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269595805540097,0,0.252794936444761,0,0,0,-2.16840434497101e-19,0,0,0,-3.46944695195361e-18,0,0.193939076300372,0,0.0866073589470308,-0.0722890490265833,0,-0.0256119050674144,0,0,0,0,0,0,0,0,0,0,0.157123064766007,0,0,0,0,0,0,0.619367592241501,0,-0.0249221711377854,0.0516464215169999,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.168527197100272,0,0,0,0,0,0.0425743557062232,0.129306677614763,0,0.127936008526173,0,0,0,0,0,0,0.217124240248492,0,0,0.0101341646459808,0,0,0,0,0.201969564834803,0,0,0,-0.228491955651779,0,-0.143350644524478,0,0.102552369728768,0,0,0,0.100706649812698,0,0,0.00929720684944975,0,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.179542506345858,0,-0.00888165714948461,0,0,-0.0469673279972345,0,0,0.139698556066442,0.0322197184560012,-0.0239619303802357,0,0,0,0,0.0069194622819125,0,0,0,0,0,0,0,0,0,0.193268684983843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038936569655386,0,-0.069237254245838,0,0,-0.132431884533782,0,-0.0145884040861175,0.0323217893045272,0.0391359974880198,0,0,0,0,0
X002008.SZ,-0.00488524937398182,0,0,0,0,0,0,0,0,0.327853540359414,0.159490984712836,0.0882600589608071,0,0.0264112784758159,0,0,0,0,0,0,0,0,0,0.147184444384589,0,0,0,0,0.334928085341217,0.132412693971267,0,0,0.175042728423003,0,0,0,0,0,0,0,0,0,0,0.129563766805188,0,0,0,0,0,0,0,0.00160136191401513,0,-0.292871010150836,0,0,-0.0562750031807197,0,0
