,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X000100.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X601877.SH,X002236.SZ,X000550.SZ,X600177.SH,X000581.SZ,X600582.SH,X002475.SZ,X000568.SZ,X300124.SZ,X002129.SZ,X000800.SZ,X000050.SZ,X000623.SZ,X600060.SH,X000559.SZ,X002294.SZ,X002292.SZ,X300146.SZ,X600839.SH,X300003.SZ,X002465.SZ,X002456.SZ,X000400.SZ,X000977.SZ,X600166.SH,X000869.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.0301445553433428,0,0.0435991010085088,0,0.175797522973416,0,0,0,0,0.30259767647168,0,0,0.242561542392305,0,0,0,0,0,0.143255141453201,0.0132447403037036,0,0,0,0,0,-0.122365532657946,0.0278153146324856,0,0.0685426257690194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130332148518996,0,0,0,0,0,0
X600519.SH,1.73472347597681e-18,0,0,0,0,0,0.0812523424752518,0.17002192175019,0,0,0,0.146031880830196,0,0,0,0,0,0,0,0,0,0,0,0.0761599557731367,-0.0253911146996854,0,0.016728891822456,0.0365415535043416,0,-0.098752453522111,0.034287384765029,0,0,0,0,0,0.00147149244809741,0,0,0,0,0,0,0,0,0,0,0,0.00402301348619502,0,0,0,-0.00566308598113411,0,-0.0995750917233883,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.232871622740171,0,0,0,0.24263116615658,0,0.0840700513952329,0,0,0,0,0,0,0.0627430195069863,0,0,0,0.063539550238646,0,0,0,0.0490163604478932,0.094542184011735,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.111571388972161,0.0606271451722639,0,0,0,-0.00359610945534454,0,0.024225767319486,0,0,0,-0.000948766289361722,0,0,0,0,0,0
X000651.SZ,0.0369468403194854,0,0.186975236943701,0,0.0740108671562322,0,0,0,0,0.0649233704745975,0,0,0,0,0,0,0,0,0,0,0,0.00738109875016285,0,0,0,0,0,0.140031591142437,0,0,0,0.15755708845424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309998960153949,-0.0104140820468188,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.3561657913865,0,0,0.0251104367597139,0.108588413438377,0,0,0,0,0,0,0,0,0,0,0.00884517513227711,0,0,0,0.181212059040867,0.0209441798974242,-0.182362596024894,0,0,0,0,0.189693105045352,0,0.164687223295449,0,0,0,0,0,0.017263186602923,0,0,0,0,0,0.129166313943359,0,0,0,0,0,0,0.00148682153267321,0,0,0,0,0,0
X000625.SZ,0.117723602373604,0,0.103397267084011,0.11877690675166,0,0,0.159000891977967,0,0.0304826803271751,0,0,0,0,0,0,0,0.0538065944545221,0,-0.0644282269630901,0,0,0,0,0,0,0.262589429501847,0,0,-0.121212136338667,0,0,0.020648265141397,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271047048520381,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.155209943717016,0,0.00463365474350817,0,0,0.350856496877052,0,0,0,0,0,-0.138276395090493,0,0.00681306469444911,0,0,0,0,0.253124679493924,0.0219660733392385,0,0,0,0,-0.0334613415905753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303195801747395,0,0,-3.46944695195361e-18,-0.0247923423840064,0,0,0,0,0,0
X000858.SZ,0,0,0.0797173746846481,0,0,0,0.10765675896021,0,0,0.0511872384704405,0.193554727397501,0.125137440220782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421390972572805,0,0,0,0.114351455030261,0,0,0.0457263229777194,0.0102354347503491,0,0,0,0,0,0,0.0561121268581225,0,0,0,0,-0.0277491041731326,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0320288458776373,0.148214303143322,0,0,0.253107266817981,0,0,0,0,0,0,0,0,0,0,0,0,0.0914499248239857,0,0,0,0,0,0,0,0,0.0835667663613011,0,0,0,0,0,0,0,0,0,0,0,0.0996508235162239,0,0,0,0,-0.000455195486071222,0,0,0,0,0,0
X000100.SZ,0.0332345088763755,0,0.344282264063111,0,0,0,0,0,0,0,0,0.0730672443664095,0,0,0,0,0,0,0,0,0,-0.0225480628498065,0,0,0,0.0376669639768944,0,0,0,0,0,0,0,0.0586332076572991,0,0,0.298996483586205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077605871100359,0,0,0,0,0,0
