,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X600031.SH,X000661.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X003816.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002241.SZ,X300014.SZ,X000596.SZ,X300142.SZ,X002007.SZ,X000100.SZ,X002371.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X600741.SH,X000157.SZ,X002129.SZ,X600183.SH,X600584.SH,X000800.SZ,X601877.SH,X002236.SZ,X000977.SZ,X002414.SZ,X000625.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X000066.SZ,X002185.SZ,X002463.SZ,X600118.SH,X002008.SZ,X600522.SH,X002294.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.079805387984627,0,0,0,0,0,0.0911963581146245,0,0,0,0,0.0346420607170964,0,0,0,0,0,0,0,0.114654213404078,0.0921649441094845,0,0,0,0,0,0.0435200124373005,0,0,0,0,0.0515603648849593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129503790013841,0,0,0.00176945167340521,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.18347505268292,0,0,0,0,0.144900363473342,0,0,0.357782704752635,0,0.000235223196439246,0.107974303110873,-0.019806336009677,0,0.0887786773496936,0,0,0,0,0.0531590706782553,0,0,0,0.0343043309431064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00229443247654024,0,0,0,0,0,0,0
X600276.SH,0,0,0,1.0842021724855e-19,0,0,0,0.088926054275302,0,0.290569483534848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744499425551539,0,0.179982123015944,0.0737015113985264,0,0,0,0,0,-0.0372306945192982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095207410122105,0,0,0,-0.00532523328725159,-0.020063053665417,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577348275647383,0,0,0.222097622131849,0,0.086179790996635,0,0,0,0,0,0,0.0339535514510419,0,0,0,0.186583932519473,0,-0.0416354624369839,0,0,0,0.0128713396158424,0,0.110004992729841,0,0,0,0.0395777832472976,0,0,0,0,0,0,-0.0171862526232175,-2.16840434497101e-19,-0.0252388020068864,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0841415159449998,-0.0761523319108806,0.0491573570236707,0,0.11191095791348,0,0.0881424000541678,0,0.0675464447619394,0,0,0,0.0598470052334247,0.0167356519222703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255084099529865,0,0,0,0,0.00748876863530824,-0.00675154183305192,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0149681544069985,0,0,0,0,0,0,0,0,0,0.057843449877381,0,0,0,0,0,0,0.159192252656684,0.0363213441773468,0,-0.0359518350235835,0,0,0,0,0.350101460474303,0.174987692228721,0,0,0,0,0,0,-0.0607876344445958,0,0,0.0222069662955672,0,0,0.000795588222244693,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.202984839521778,-0.0957192049469626,0,0,0,0,0.00614177484190212,0,0,0,0,-0.0814642249473883,0,0,0,0,0,0,0,0,0,0,0.0238243995034912,0,0,0.128800898178923,0,0.103668971961168,0,0,0.201667508685221,0,0,0,0,0.0365014602366601,0,0,0,0,0,0,-0.111180411496795,-0.00696958980167138,0.00798251050032558,0,0,0,0,0,0
X002304.SZ,0,0.171089939624979,0,0,0,0,0,0,0,0,0,0,0.381955776003482,0,0,0,0.100545915887044,0,0,0,0.0606599155205024,0.123491600339141,0,0,0.0427465965982868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00701560208870091,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.102985492694527,0.0872828402778048,0,0.0677547455258991,0,-0.00290012850366787,0,0,0.0743255350021415,0,0.146393148501496,0,0,0,0,0,0.0421466659094222,0,0,0,0,0,0.0649357353637124,0.0289481404659184,0.0270933957872787,0,0,0,-0.0427929020935424,0,0,0.00355377511239829,0,0,0,0,0,0,0,0,0,0,0.250116167228063,0,0,0,0,-0.0145072534942764,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.105905156162898,0,0,0,-0.174786129183174,0,0,0,0,0,0,0,0.0800527793800233,0,0,0,0,0,0.0494432060255338,0.206214075098053,0,0.0783239857782355,0,0.130477083818866,0,0,0,0,0,0,-0.0827980929121462,0,0,0,0,0,0,0.0289550119849352,0,0,0,0,0,0,0,0.005936828711291,0,0,0.0175167095277633,-0.0251490218344923,0,0,0,0,0,0
