,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X000625.SZ,X600031.SH,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600177.SH,X600809.SH,X000157.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600487.SH,X002008.SZ,X600271.SH,X300136.SZ,X600522.SH,X002294.SZ,X600118.SH,X000050.SZ,X000981.SZ,X600372.SH,X600867.SH,X600699.SH,X002074.SZ,X000559.SZ,X300115.SZ,X600566.SH,X002007.SZ,X002179.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0243891065430652,0,0.162534935167656,0,0.108445273131581,0.0741414561540234,0,0,0.188589448242153,0,0,0,0,0,0,0,0,-0.00763017224683315,0,0,0,0,0,0,0.102009652646517,0,0.00834328882294508,0,0.0289507155748612,-0.0273202984713835,0,0,0,0,0,0,0,0,0,0,0,-0.111687097796666,0,0,0,0,0.0548532897923579,0,0,0,-0.00906991624816288,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.14216922804174,0,0.497779572522658,0,0,0,0.103675904288208,0.0057673269264885,0.215336383874142,0,-0.0632942528683232,0,0,0.127324108913702,0,0,0,0,0,0,0,0,0.11278679867947,0,0,0,0,-0.0769775432613777,0,0,-0.170149525617187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169450965396281,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0277302537105006,0.188263094561782,0,0,0,0.101894081619535,0.250441983895625,0,0,0,0,0,0,0,0,0,0,0,0,0.121451514089241,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181709809793242,0,0,0,0,0,0,0,0,0.0198394954854459,0,0,0,0,0,0,0
X000651.SZ,0,0.127525808144333,0,0,0.243723294374331,0,0,0,0,0.24344457186115,0,0,0,0,0.034732526400519,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.107468115324554,0,0.0417742556833426,0,0,0,0,-0.0409741914400737,0,0,0,-0.0144496954328739,-0.0247418314740304,0,0,0,-0.0803120494326039,0,0,0,0,0,0,0,0.163645177066553,-0.00627879529997979,0,0,0,0,0,0,0
X000858.SZ,0,0,1.73472347597681e-18,0.204054147124482,0,0,0,0.100706837775183,0,0,0.504830209454085,0,0,0,0,0,0,0,0.0280999753788904,0,0,0,0,0,0,0,0.0192123977861969,0,0.0503630179677252,0.0973910668793078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242724461175565,0.0197184527689098,0,0,0,0,0,0
X600276.SH,0,0.0356338731342226,0.0780180116207677,0,0.426313865925698,0,0,0,0,0,0,0,0,0,0.016330791129457,0,0,0,0,0,0,0,-0.202565144343939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284984494478015,-0.0782001050254858,-0.00989109015804194,0,0,0.0701729992613452,0,0,0,0,0,0,-0.183416253098718,0.0266708192991988,0.00759544161047572,0,0,0,0,0,0
X000725.SZ,0,0,0.150587721635278,0,0,0,0,0,0.00252062519624653,0,0,0,0,0,0,0,0,0,0.189701543685612,0,0,0,0,0,0,0,0,0,0,0,0.250598004686157,0,0,0,0,0,0.0875497233743543,0,0.171040656366758,0,0,0,0,-0.00837892613904089,0,-0.148189436038528,0,0,0.190633195459579,0,0,-0.000784547343143666,-0.0231272719799852,0,0,0,0,0,0
X002304.SZ,0,0.0389610048614458,0,0,0.429812367612422,0,0,0,0,0,0.0920120406241101,0.101322049908634,0,0,0,0,0,0,0,-0.176977776549398,0.0987226483550738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062582915782654,-0.00935894002811639,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0964748978387545,0,0,0,0,0,0,0,0,0.160305556673018,0,0,0.164301900524508,0.100272068013442,0,0.118469720810296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165561170374834,0.0748736747523489,0,0,0,0,0,-0.0149171550979913,0,0.122162963396178,0,0,0,0,0,0,0,0,0,0,-0.0340920798267659,0.0123956690068322,0,0,0,0,0,0
X600690.SH,0,0.113761121707398,0.124979845128636,0.278283939238703,0,0,0,0,0,0,0,0,0,0,0.0726118745092645,0.0905673845464513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423652113373041,0,0.0483857480335949,0,0.056265949510034,0,0,0,0,0,0,0,0,0,0,0,0.146518489585728,0,0,0,0,0.0183549984504998,0.00180741519770452,0,0,0,0,0,0
