,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600741.SH,X002292.SZ,X600089.SH,X600066.SH,X002475.SZ,X000559.SZ,X601877.SH,X600177.SH,X002236.SZ,X600839.SH,X002129.SZ,X002223.SZ,X000568.SZ,X000016.SZ,X002456.SZ,X000800.SZ,X300124.SZ,X002276.SZ,X300003.SZ,X002465.SZ,X600582.SH,X000869.SZ,X002294.SZ,X600435.SH,X000066.SZ,X000727.SZ,X002008.SZ,X000581.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0295049575423031,0.0317976871777506,0,0,0.139541441709156,0,0,0,0,0,0.0146344539260185,0.0317959946764108,0,0.0552258888628884,0,0,0,0,0,0,0,0,0,0,0,0,0.251061095425046,0,0.00849292031262748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181075213056439,0.0239273613310749,0,0,0,0,0,0
X600104.SH,0,0,0.0377172997898389,0.0931380248730203,0,0,0,0,0,0,0.0940270061831963,0,0.0291452704804051,0,0.0105595166848935,0,0.00860127090649915,0,0.0427274847605318,0,0,0,0.11636513652164,0,0,0,0,0,0,0.0597993236313809,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00354447924862628,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.142884417061204,0,0.0209475118897528,0,0,0,0.067864195374269,0.0876079270303828,0.0631708895649763,0,0,0.00995281030508219,0,0,0.0475998294761266,0,0,0,0,0,0,0,0,0,0,0,0.047556850825454,0,0,0.0672163912515118,0,0,0,0,0,0,0,0,0,0,0,0.0185265913248305,0,0,0,0,0,0,2.16840434497101e-19,0.00754751171729781,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0224587763075421,0,0,0,0,0,0,0,0.0777301802752656,0,0,0,0,0,0,0,0,0,0.300607452581387,0,0,0,0,0,0,0,0,0.0408610375477615,0.0999432772772153,0,0,0,0.0419020360509936,0,0,0,0,0,0,0.139072078487037,0,-0.0159085367206792,0.000436198608968012,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.133816641336035,0,0,0.136326661810418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135242930445176,0,0,0,0,0,0.144293914553655,0,0.0409714093797046,0,0,0.196266959208462,0.110318097513809,0,0,0.188450835012636,0.0785887882562884,0,0,0,0,0,0.0347755428315975,0.0424687590374657,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0163635018265008,0,0,0.13950268543834,0,0,0,0,0.0773305521263452,0,0,0,0.15385619987402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481154433265946,0,0,0,0.0234647418995144,0,0,0,0,0.0285119060124869,0,0,0,0,0,0,0,0,0,-0.0138098677204427,-0.00618335324704191,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0190478286849498,0,0,0,0,0,0,0,0.0435639474041811,0,0,0,0,0,0.0214347221268153,0.0167939007777495,0,0.105854118409166,0,0.284775600156339,0,0,0,0,0.0676189451745332,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188495322785913,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.151135178794214,0,0,0,0,0,0,0.153665649278762,0,0.016157889828204,0,0,0,0,0.0317360530984381,0,0,0,0,0,0.0606369609487341,0,0,0.033124584219629,0,0,0,0,0,0,0,0.0164622377772854,0,0,0.0588342369454115,0,0,0,0.0414184450438502,0,0.0516099308863512,0,0,0,0,0,-0.00855217920500632,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846875727736413,0,0,0,0,0,0,0,0.131264195205965,0.0496595093062393,0.0520271709165014,0.00211852864136329,0,0,0,0,0,0,0,0,0.0243323253696224,0.075252783850478,0,0,0,0,0,0,0,0,0,0,-0.0161997974723846,0.0142693378038339,0,0,0,0,0,0
X600690.SH,0,0,0.187173943570566,0,0,0,0,0.0257249732447651,0,0,0,0,0,0,0,0.0792884979530056,0.117470021620228,0,0,0,0,0,0,0,0,0.104575398382706,0,0,0,0.0297292934543534,0,0,0.0382876774205605,0,0,0.00374575286475482,0,0,0,0,0,0,0,0,0,0,0,0.022572143707855,0,0.0228863568099065,0,-0.00913733817109026,-0.00970907565060649,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0750493874026884,0,0,0,0,0,0,0,0,0,0,0.0353939156856536,0,0,0,0.0377856022165645,0,0,0,0.0220504319975995,0,0,0,0,0.120411131685106,0,0.148369666573609,0,0,0,0,0.0416593834846079,0,0,0,0,0,0,0,0.101516244354917,0,0,0,0,0,0,0,0,-0.0208803374070825,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.150034132737254,0,0,0.131397943372737,0,0,0,0,0.119919094485685,0,0,0,0,0,0,0,0,0,0,0.191822975650841,0,0,0,0,0,0.0413325820249304,0,0,0,0,0.0514398867375333,0,0,0,0,0.0683100888617173,0,0,0,0.0436383253311296,0,-0.004191808430006,-0.00384339054362394,0,0,0,0,0,0
X600703.SH,0,0,-0.0862597417255031,0,0,0,0,0,0,0,0,0,0,0,0,0.0991437013149,0,0.0579136978463199,0,0,0,0,0.304524177426135,0,0,0,0,0,0,0.000966365900656935,0,0,0,0,0.0593890025786812,0,0.328811481745882,0,0,0,0,0,0,0.00759907288643688,0,0,0,0,-0.00165249441388467,0,0,-0.018402237976873,0.0117037153391439,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224096398003786,0,0,0,0,0,0,0.0703791069870775,0,0,0,0,0,0,0,0,0,0.0903332711938402,0,0,0.102851513716238,0,0,0,0,0.0419988024460324,0,0.090584126237097,0,0,0,0,0,-0.00448277755497982,0,0,0,0,0,0,0
