,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600741.SH,X600031.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002007.SZ,X000625.SZ,X002179.SZ,X300142.SZ,X600498.SH,X600066.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X000869.SZ,X300136.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.443681541113286,0,0,0,0,0,0,0.0750106511349647,0,0,0,0,0.0083524608674484,0.121983433250809,0,0,0,0.0511149265097504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734082203300177,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,-0.00242886836227234,0,0,0,0,0,0
X600104.SH,0,0,0,0.0979282786688683,0,0,0,0,0,0,0.138583605799823,0,0,0.320346584660134,0.010553009028172,0.0914751118366778,-0.0340673131075408,1.73472347597681e-18,0,0,0,0.0396345775461186,0,0,0,0,0,0.0281859018446347,0.0452875111782307,0,0,0,0,0,0,0,0,0,0,0.0681911242287072,0,0,0,0,0,0,0,0,0,0,0,0.00446894853170632,-0.0296196962847877,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.128377352516331,0,0,0.00260154739736788,0,0,0,0,0,0,0.055751837476507,0,0,0,0,0,0.470856277371412,0.0233409852550475,0,0,0,0,0,0,0,0,0,0,0,0.183928355940804,0.0711432029042846,0,0,0,0,0,0,0,0,-0.0619667587461366,0,0,0,0,0,-0.00914590482478363,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00679285431166698,0,0.0591368059456282,0,0.026238871644945,0,0,0,0.366035755706729,0,0,0,0,0,0,0,0,0,0,0.0252038041663553,0.012840891144457,0.00399132418251066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746924755587,0.0184265665699796,0,0,0,0,0,0
X000651.SZ,0.225172773573715,0,0,0.0799360068963383,0,0,0,0,0,0.0012059438023327,0.114362434073147,0,0,0.0310953148365603,0,0,0,0,0,0,0.0397595037678459,0.299230656157482,-0.00507607637312874,2.77555756156289e-17,0.00947823008180619,-0.029591615678068,0,0.0720232480929601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919478513839824,0.0167235662917356,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0257315022295862,0,0,0,0,0,0,0,0,0,0.391441986402706,0,0,0,0,0,0.0520026675431637,0,0.0423099854562423,0.129280740213954,0,0,0,0.0580970209844432,0,0,0,0,0,0,0.046000782922229,0,0.156379059212497,0.195420759804459,0,0,0,0,0,0,0,0,0,0,0,0.00410168037664709,8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.408359555684276,0,0.0445452084484028,0,0,0,0.123990871134569,0.498027675352309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205355926063117,0,0,0,0,0,0,0.0571297833221473,0,0,0,0,0,0,0,0,-0.191788866700308,0,0,0,0,-0.151451088205526,0,0,0,0,0,0.00688143858198367,0.014291633444056,0,0.053605472551206,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.000327368779172881,0,0,0,0.0742961784726475,0,0,0.1071326390005,0,0,0,0,0,0.0451072956514252,0.288136747347108,0,0,0,0,0,0,0.13374197303977,0,0.042084341735345,0,0,0,0,0,0,0,0,0,0.277677715659031,0,0,0,0,0,0.00563091284625819,0.0286960809658025,0,0,0,0,0,0
X600690.SH,0,0,0.17111757750585,0,0,0,0,0,0,0,0,0.169162191906619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989977627164628,0,0,0,0,0,0,0,0,0,0,0,-0.0378358485237625,0,0,0,0,0,0.0205028761786229,0,0,0,0,0,-0.00197393816524925,-0.00605458166144124,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0299722099270939,0,0,0,0,0,0,0,0,0.297037437721355,-0.00216666349326165,0,0,0.0827461921402341,0,0,0,0,0.0664133260322483,0,0,0,0.146506052085395,0,0,0,0,0,0,0,0,0,0,-0.0408556215320138,0,0,0,0.36826783410173,0,0,0,0,0,0,0,0,-0.0204545426406374,0,0,0,0,0,0
