,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X600809.SH,X002008.SZ,X300003.SZ,X300124.SZ,X000596.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600776.SH,X600498.SH,X000625.SZ,X000050.SZ,X002179.SZ,X000157.SZ,X002180.SZ,X002371.SZ,X300142.SZ,X000977.SZ,X002241.SZ,X600089.SH,X600372.SH,X600118.SH,X300146.SZ,X600867.SH,X600522.SH,X600177.SH,X002129.SZ,X600066.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086367681863943,0,-0.0356115226111324,0,0,0.070884331736503,0,0.0198908355510048,0.0331623157188634,0,0.0135766024808832,0,0,0,0,0,-0.0177251265043916,0.0973767534716578,0,0,0,0,0,0,0,0,0,0,0,0,0.0495216442288999,0,0,0,0.0567422590705305,0,0,0,-0.00955891621719831,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0391801003834324,0,0.169391546922045,0,0,0,0,0.310027493438725,4.33680868994202e-19,0,0.0182019528492031,0,0.0369028434639224,0,0,0,0,0,0,0,0,0,0.0585271078261515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341128407255098,0.0517035115673646,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0383868249801542,0.083079175212519,0,0,0.0988989381716745,0,0.24999916174485,0,0,0,0.135542739109131,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0384990092415061,0,0,0,0,0,0.0140177191386807,0,0,0,0,0,0,0,0,0,0,0.189870851600706,0,0,-0.0901402827973729,0,0,0,-0.0466616545859736,0,0
X000858.SZ,0,0.0938715707342349,0,0,0,0,0.124932143995508,0,0,0,0,0,0,0.376220639435456,0,0.0357573711996046,0,0,0.0030730951008784,0,0,0.0584545968726257,0,0,0.0149450171936577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406446147866484,0,0,0,0,0,0,0,0,-0.0175072665016289,0.0035976842984727,0,0,0,0,0,0
X000651.SZ,0,0,0.206339022536331,0.0408665873353316,0,0,0,0,0,0.0792761141335203,0,0,0,0.0765001034242057,0.0616455172346003,0,0,0,0.112912654454584,0,0,0,0,0,0,0,0,0,0,0,0,0.026127356041007,-0.00893236420200055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114491166250025,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.138381227947737,0,0,0,0.168590307441379,0,0,0,0,0.0714665267991911,0,0,0.504975270977045,0,0.221778122776749,0,0,0,0.0648073936279096,0,0,0.0138659111163038,0,0,-0.0995988800437244,0,0,0,0,0,0,0,0,0,0,0,-0.0454050053098842,0,0,0,0.0345661148816129,0.0199008978088851,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0741057579707615,0,0,0,0,0,0,0,0,0,0.346816942237046,0.00190710315567406,0,0,0,0,0,0,0,0,0.0723105798428667,0.159918713449342,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394656465230845,0,0,0,-0.0170941768693255,0,0,0,0.0107782277886005,0,0,0,0,0.0597505092761977,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.109423013239698,0,0,0,0,0,0,0,0,0.126390245301405,0,0,0,0.0562683943626162,0,0,0,0,0.19315660100014,2.16840434497101e-19,0,0.0242191590120181,0.129187756816109,0,0,0,0,0.0578428421793575,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036024921381927,0.04732086261868,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430993650953653,0,0,0.0293877105289197,0,0,0,0.0239696790492671,0,0,0,0.227877651030918,0,0.117646061850162,0.0149673150360028,0.296654831210316,0,0,0,0,0,0.0506721549456874,0,0.136865579800273,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236917520811007,0,0,0,0,0,0,0
X600690.SH,0,0,0.183373003715309,0.0814170126027335,0.166312501751143,0,0,0,0,0,0,0,0.137987037795185,0,0,0,0,0.000457367619546867,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762721279581458,0,0,0,0,0.167826551597685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292555867881618,-0.00852789292341223,0,0,0,0,0,0
