,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X600118.SH,X002085.SZ,X600177.SH,X000157.SZ,X002292.SZ,X300124.SZ,X600372.SH,X000559.SZ,X600867.SH,X002007.SZ,X002180.SZ,X300003.SZ,X002294.SZ,X002506.SZ,X600089.SH,X002074.SZ,X600522.SH,X600498.SH,X002426.SZ,X601877.SH,X000981.SZ,X000550.SZ,X000623.SZ,X002508.SZ,X000869.SZ,X000050.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.054585748737027,0,0,0.23873298537618,0,0,0.029337177773871,0,0.0314914622844447,0,0,0.00414422476387088,0,0,0,0.0700981222798309,0,0,0.10140704965948,0,0,0.142725026941718,0.00304666889256129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.100744558866046,0,0,0,0,0,0,0,-0.00888323024967465,0,0,0.0137092756824292,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126297532807349,0,0,0,0.0204290512177763,0,0,0,0,0,0,0,0,0,0.0977527837529454,0,0,0,0.0184097750549836,0,0,0,-0.0183662128261022,0.0384825423602089,-3.46944695195361e-18,0,0.13237855736527,0,0,0,0,0,0,0,-0.0209763544566676,0.0237510021586525,0.181103599807648,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0614138970665457,0,0,0,0,-0.0644115612899155,0,0,0,0,0,0.0581850886291394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109227278847009,0.184315357960712,0.0404733508848924,0.0504537569493877,0,0,0,0,0,0,-0.0544609002398453,0.0987743104238021,-0.0793051163470141,0,0,0,0,0
X002415.SZ,0,0,-0.0128178605394062,0,0,0,0,0,-0.157132632557581,0,-0.142953777987084,0,0.258692948851751,0.12073563667998,-0.019880129357311,0,0,0,0,0,0,0.127780794205932,0,0.0470469895225725,0,0,0,0,0,0,0,0,0.218115690733167,0,0,0,0,0,0,0,0,0,0.0657153459341511,0,0,0.284337499626439,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261585715347848,0,0,0,0,0,0,0,0,0.0349947448950011,0,0,0,0,0.191874496444613,1.73472347597681e-18,0,0.0775311270082196,0,0,0,0,0,0.135146081079024,0.0173794071543322,0,0,0,0.00265986049300571,0,0.0618907987646498,0,0,0,0,0,0.0337678544451324,0.0122811037021225,0,0,0,0,0,0
X600276.SH,0,0,0.0274441585203759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446866809065938,0,0,0,0,0,0,0,0,0,0,0,0,0.139803855130247,0,0.188643706560876,0,0,0.0655351925842989,0,0.0133227299423912,0,0.0743585362475774,0.156272470842157,-0.0975271167282968,0,0,0,0,0,0,0,-0.00784862249218117,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.313518223022765,0,0,-0.0277844611846516,0,0,0,0,0,0,0,0,0.0309281210977083,0,0,0,0,0.016521182360432,0,0,0,0,0.0922778471672179,0,0.00340471302857692,0.0282557317476106,0,0,0,0,0,0,0,0,0,0,0,-0.0159576640529615,0.0652170421415521,0,0,0,0.0252567201350751,0,0,0,-0.0574348956739264,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0453392383645015,0,0,0.0801158110090298,0,0,0,0,0,0.0878302609557823,0,0,0,9.01485946478223e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471313765755618,0,0,0.119083401349665,0.124083984060411,0.098760377171876,0,0,0,0,0,-0.0309633997564212,-0.0267079795490011,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0870961555998496,0,0,0,0,0,0,0.0455878748813682,-0.077484910901442,0,1.73472347597681e-18,0.0220174991383004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119709918085888,0,0.0272773775148407,-0.0397403260266703,0,-0.0979385909801362,0,0,0.0152659703823329,0,0.0111939376337136,0.159348198692845,0.06357010951794,0.0402188690042745,0,0,0,0,0,0,0,0.0652703986906151,-0.0163419895461936,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638389776877258,0.0839665574092544,0,0.0548063415078935,0,0,0,0,0.121708297325895,0,0,0,0,0,0,0,0.0322693550031001,0,0,0,0,0,0,0,0,0.0344456006788839,0,0,0,-0.000239567385997772,0,0,0,0,0,0,0,-0.0713295407255092,0,0,0,0,0,0,0
