,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X000661.SZ,X600031.SH,X000725.SZ,X000063.SZ,X003816.SZ,X600690.SH,X600809.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X002236.SZ,X300003.SZ,X601877.SH,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X300136.SZ,X000625.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X600118.SH,X002179.SZ,X601799.SH,X002185.SZ,X002008.SZ,X002463.SZ,X000021.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145819968960154,0,0,0,0,0,0,0.0449455574642117,0,0,0,0,0,0,0.093368575219515,0,0,0.0727642391443333,0.140232732610763,0,0,0,0,0,0,0.0606169667888444,0,0.0519451640138082,0,0,0,0,0,0,0,0,0,0,0,0,0.00826839598228614,0,0,0,0,0,0,0,0,0,0.00457663404113479,-0.0090490424456076,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.254326064322235,0.193674997927368,0,0,0,0,0,0,0.272501206243361,0.040533498109668,0,0,0.0871513422289609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884975867996226,0,0,0,0,0,0,0,0,0,-0.0181082998391039,0.00372311811164107,0,0,0,0,0,0
X600276.SH,0,8.67361737988404e-19,0,0,0,0,0,0.181682869889104,0,0.154003832875751,0,0,0,0,0,0,0.0189660510780533,0,0.000403906948664285,0,0,0,0,0,0,0,0,0,0.107718356953331,0.0203046563119806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119646477128479,0,0,0,0,0,0,-0.0180711491781253,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354060152105971,0,0,0.0717107299370436,0.0290036927738574,0,0,0,0,0.0309581203854299,0.0128318660009825,0,0.0867638281956489,0.0367135589730746,0,0,0,0,0,0,0,0,0,0,0,0.10222490716175,0,0,0,1.73472347597681e-18,0,0,0.018402592933827,0,0,0.000402269088276264,-0.0216232981932769,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.081414010613555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342393360079149,0,0,0,0.15351233648185,0,0,0,0,0,0,0.17770979104573,0,0,0,0,0,0,-0.0246714739156667,0,0,0,0,0,0,-0.0618224563118342,-0.020620864034328,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.170678208905454,0,0,0,0.011719704811489,0,0.0939760439598613,0.0435587589426861,0,0,0.00387391493915164,0,0,0.139738915585943,0,0,0,0,0,0,0,0,0.00391118844135937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10245823826633,0,0,0,0,0,0,0,0,0,0.00105304720873585,-0.0165501922465625,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.00695225934269554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527135688107953,0,0,0,0,0,0.0875429059819876,0,0,0,0,0.123798763518639,0,0,0.0380963491140028,0.0779825923771858,0,0.00774208827181405,0,0,0,0.133494631085441,2.16840434497101e-19,0,0,0,-0.0790738518091336,-0.0379751271836554,0.00640406980103912,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.332639849662644,0,0,0,0,0,0.0509374669405389,0.297248366790777,0,0,0,0.0843775698262395,0,0,0.0462533782992106,0,0,0,0.000948035105345738,0,0,0.0187136584178292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269383358236859,0,0,0,0,0,0,0
X000568.SZ,0,0.601444178827322,0,0,0,0,0,0.0965929157492966,0,0,0,0.0227993342370957,0,0,0,0,0.0154984617836296,0,0,0.0562859312463238,0,0,0,0,0,0,0,0,0.0741487983459545,-0.0183190445169479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210871405038527,0,0,0,0.0224816994438641,0.0158968332889797,0.00196349380619206,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0431836424172035,0,0,0,-0.0581116200856914,0,0,0,-0.0996563482550281,0,0,0,0,0.128870809615357,0,0,0,0.248046070426104,0,0.0680901110789177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014682355388948,0,0,0,0,0,0,0,0.0932074852098435,0,0,0.0109128899339231,-0.0520734026715463,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.149815474759431,0,0,0,0,0,0,0,0.283795258434259,0,0.174217379213726,0,0.0115711564594596,0,0,0,0,0.103833505037332,0,-0.0957693948960569,0,0,0,0,0.193192547590807,0,0,0,0.0804803159216226,0,0,0,0,0,0,0,0,0,0.147798287255038,0,0,0.000513257891653636,-0.0120750204297,-0.0191500555871635,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150067272267744,0,0,0,0.0702422488783397,0,0,0,0,0,0,0.248334345250433,0,0,0,0.0113108697665947,0,0,0,0,0,0.111137424180977,0,0,0,0.109202419640407,0,1.0842021724855e-19,0.0106383334230555,0,0,0,0,0,0,0,0,0.0264125158833477,0.0248544517156678,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0190716748803131,0.090942668499437,0,0,0.221742923481937,0,0,0,0.0945243053632601,0,0,-0.0754259290278741,0,0,0,0,0,0,0,0,0.103182094994839,0,0,0,0,0,0,0,0,0,0,0.109504911394804,0,0,0,0,0,0.13722544251851,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0203306282061283,0,0,0.0229789534255952,0,-0.0359196396493242,0.0567613000371192,0.0748152642797428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624860979293694,0.0345225800690781,0,0,0,0.0693620584906267,0,0,0,0,0.0493713881740147,0,0,0.0795162933675401,0,0,0,0,0,0,0,0,0.00335142961130243,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.182595887566636,0,0,0.0778792457361254,0,0,0,0,0,0,0,0,0,0,0,0,0.00940900294031006,0.0273551896219687,0,0,0,0.103327162140841,0,0,0,0,0,0.0200263553564387,0,0,0,0.0448404906710944,0.0505101163902058,0,0,0,0,0,0,0,0,0.0880893437372264,0,-0.0117753784563388,0,0,0,0,0,0,0
X600809.SH,0,0.482178965899879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10433708127963,0.169299306406089,0,0,0,0,0,0,0,0,0.00494380750365858,0,0,0,0,-0.0390910138163925,0,0,0,0,0,0,0.0588608098086765,0,0,0.0641378621649419,0,0,0,0,0,0,0,-0.00992047670122437,0,0,0,0,0,0
X002241.SZ,0,0,0,0.483481414615834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698690359166332,0,0,0,0,0.0754911428753426,0,0.0703976458794181,0.026725674390147,0,0,0,0,0,0,0,0,0,0.0285864560871969,0,0,0,0,0,0,0,0,0,0,0,-0.018491219804793,-0.00241369272575472,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.00808064843360471,0,0,0,0,0,0,0,0.0223607957996211,0,0,0.0275255643625873,0,0,0,0,0,0.0750956793927734,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.043457744975254,0,0,0,0,0,0,0.0196941652673996,0,0,0.0295945849225666,0,0,-0.00837444409170417,0,0,0,0,0,0
X600703.SH,0,0.105727110138011,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0292761427318349,0,0.109684639612003,0,0,0,0,0,0,0,0,0.192465043234653,0,0,0.231288551591824,0,0,0,0,0,0,0.0477846579610408,0,0,0,0.0442382674284296,0,0,0,0,0,0,0,0,0,0,0,-0.0105646512269546,0.0162571650432743,0,0,0,0,0,0
X000596.SZ,0,0.179241749331568,0,0,0,0,0,0.0726419418580293,0,0.0610833781286547,0,0,0,0,0,0.337365058721936,0,0,0,0,0.00124717850620155,0.150643375003966,0,0.0704207358412008,0,0,0,0,0,0,0,0,0,0,-0.119568472983284,0,0,0,0,0,0,0,0.0465204182090772,0,0,0,0,0,0,0,0,0,-0.0249527337393686,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.266353474016406,0,0,0,0,0,0,0,0,0,0,0,0.432210817404991,0,0.0381145861617646,0,0,-0.0157223652195213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137159132999778,0,0.291598717828137,0,0,0,0,0,0,0,0,0,-0.0146428489598024,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553679060570559,0,0,0,0,-0.0139693469968498,0,0,0,0.0713916273416197,0,0.196066400446539,0,0,0,0,0.237114439541401,0,0,0,0,0,0,0,0,0,0,0,0,0.275208435572868,0,0.0371201429895791,-0.0789655546050236,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927310559218153,0,0.283047313764464,0,0.141151833274852,0,0,0.0739193464003639,0.242746163806553,0,0.0444687971814724,0,0.172919900702838,0,0.00723716705482977,0,0,0,0,0,0,0,0,0,0,0,0.0401011408053973,0,0,0,-0.0522911474677338,0,0,0,-0.149144568079133,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212889680734526,0,0.0148423795573022,0,0,0,0,0.053416089563968,0,0,0,0,0.23517743509852,0.0316606931667758,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.155853770410408,0.362745518855219,0,0.034126377362488,0,0,0.0260248995182079,0,0.0120403050507544,0.0248598862589293,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,-0.0440805889895758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867817370132322,0.0384964975798614,0.0118921737720685,0,0,0,-4.33680868994202e-19,0,0,0.219283370148343,0.129368525075406,0,0,0,0,0.323356699072416,0,0.164936697759944,0,0,0,-0.107900510077089,0,0,0.125666095482113,-0.271738747771528,0.0878976629678901,0,0.119302588873473,0,0,0.0458106097988514,-0.0130148595245277,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.144892685748171,0,0.654495575260432,0,0,0,0,0.0794225646645125,0,0,0,0,0,0,0,0,0,0.00308627862352356,0,0,0,0,0,0,0,0,0,0.00781141603818683,0,0,0,0,0,0,0,0,0,0.0897655545482304,0,0,0,0,0.0124638145225634,0.00597701477594179,0,0,0,0,0,0
X002049.SZ,0,0,0,0.368445574267969,0,0,0,0,0,0,0,-0.074572425489857,0,0,0,0,0,0,0,0,0.139412611600551,0,0,0,0.262498638543658,0,0,0,0.148770384629042,0,0,0,0,0,0,0,0.199555544190475,0,0,0,0,0,0,0,0,0,-0.295531101822249,0,0.525264838380783,0,0,0.0082269038558157,0.0133830912804836,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813149446548108,0.0115185615511478,0,0,0,0.116236688957397,0,0,0.0129967444347732,0,0,0,0,0,0,0,0.100322740702618,0,0,0,0.0321115589557649,0,0,0,0,0,0,0,0.0167392215647246,0,0,-0.00755899851311509,0,0,0,0,0,0
