,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002241.SZ,X002049.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600703.SH,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X000733.SZ,X600460.SH,X000100.SZ,X002180.SZ,X600522.SH,X000157.SZ,X002074.SZ,X002236.SZ,X600702.SH,X600884.SH,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X601799.SH,X002432.SZ,X000977.SZ,X000800.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250126185836118,0,0,0,0.119967745722824,0.0527334533109639,0,0,0,0,0,0,0.00357036530997178,0,0,0,0,0,0,0,0.229182389641313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296447255659669,0,0,0,0,-0.0310728586043496,0,0,0,0,0,0
X000858.SZ,0.133213323387215,0,0,0,0.363021981388532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729199945801019,0,0.0910789138429306,0,0,0,0,0,0,0.0335953025160935,0,0,0,0,0,0,0,0.0870456742926946,0,-3.46944695195361e-18,-1.73472347597681e-18,0,0,0,0,0,-0.0334455166639368,0,0,0,0,-0.0553938024436002,0.0273705636075348,0,0,0,0,0,0
X002415.SZ,0,0,0,0.117665623216903,0,0,0,0,0,0,0,0.0297350435295246,0,0.141554147582728,0,0,0,0.0602257290409389,0,0,0,0,0,0,-0.501363347582709,0,0,0,0,0,0,0,0,0,0,0.149297718669607,0,0,0.298648214685826,0.288476093800064,0.171936422707262,0,0,0,0,0,0.0608101633596918,0,0,0,0,-0.0486876182829502,0.0439413964146923,0,0,0,0,0,0
X600809.SH,0,0.0534321990546835,0,0,0.427461617286197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528686784976326,0,0,0,0,0,0,0.231738522636011,-0.058117617599647,0,0,0,0.00313968424859386,0,0,0,0.0863576816813993,0,0,0,0.124602148472874,0,0,0,0,0,0,-0.0369842874503317,0.0609879976127261,0,0,0.0723440234407505,0.0178023523062767,0,0,0,0,0,0,0
X000568.SZ,0,0.000299085612376174,0,0.133919646924549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413549298116447,0.217211363401354,0,0,0,0.0450236027718167,0,0,0,0,0,0,0,0,0.136462591637219,0,0,0,0,0.0588402459679037,0,0,0,0,0,0,0,0,0,0,0,0,0.040625539729222,0,0,0,0,0,0
X600690.SH,0,0.212490335242519,0,0,0.114972488540664,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0604883601643188,0,0.0482603658551094,0,0.0177734258007945,0,0,0,0,0,0.204523008650173,0,0,0,0.00711399013532425,0,0,0,0,0,0,0,0,0,0.0326360282033101,0,0,0,0,0,0,-0.0124778635346269,-0.00986508294901968,0,0,0,0,0,0
X002304.SZ,0.249336135674184,0,0,0.167222189194645,0.0224773755126835,0,0,0,0,0,0,0.0458762086730777,0,0.166609965851911,0,0,0,0,0,-0.113578758573662,0,0.159131278686578,0,0,0,0,0,0,0,0.0501932987062249,0.0178335021014276,0,0,0,0,0,0,0,0,0.24102876142048,0,0,0,0,0,0,0,0,0.0111494215534769,0,0.0778775735583771,0,-0.00808574964263303,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192334058690004,0,0,0,0.345192495986801,0,0.195310765786507,0,0.123701792486526,0,0,0,0,0,0,0,-0.0477758708278452,0,0,0,0,0,0,-0.108725564775093,0,0.228447226332183,0,0,0,0,0,0,0.00792666854456554,0,0.0884335869181225,0,0,0,0,-0.0425584576274817,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.106533615867753,0,0,0,0,0.0310657816459226,0,0.0188413359383317,0.187381566045291,0,0,0,0,0,0,0.0109111717934931,0,0,0,0,0,0,0,0,0,0,0,0.0492146930173617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357863429225515,0.242562532229481,0,0,0,-0.0256068942946887,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471798199453688,0,0,0,0.303874944126048,0,0.0294733216148394,0,0,0.0165148348434388,0,0,0,0,0,0,0,0.0940668156619025,0,0.0867079962155605,0.0548875129157727,0,0,0,0,0,0.117574220023554,0,0,0.145536858181035,0,-0.0691209389938959,0.0583695201384899,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598805465713705,0,0,0,0,0,0,0,0,0,0,0.167817168322684,0,0,0,0,0,0,0,0,0,0.0123708915962709,0.00356296642846806,0,0,0,0,0,0,0,0,0,0,0,0.0219153650251486,0.249515624001245,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0.00569409744175997,0,0,0,0,0.216970941007784,0.0843166572809031,0,0,0,0,0,0.18881954192158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915124374688501,0,0,0,0,0,0,0,0,0.195931081573353,0.190801187268799,0,0.223573093073589,-0.130221801589079,-0.0443447677586934,0,0.0291999241378102,0,0,0,-0.0542092460121368,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0219672531850631,0,0,0,0,0,0,0,0.0693529522265243,0,0,0,0,0,-0.0121255417301359,0,0,0.188174389656631,0,0.00429595548134676,0,0,0,0,0.0426864549907042,0,0,0,0.232493791085296,0,0,0.00880913218247078,0,0,0,0,0,0,0,0.0458747642437834,0,0.027974872314854,0,0.143861396794144,0,0,0,0.00889602859771776,0,0,0,0,0,0
