,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X600031.SH,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X300124.SZ,X002007.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000625.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X600584.SH,X300003.SZ,X600183.SH,X002179.SZ,X002414.SZ,X000800.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000547.SZ,X000050.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19018928116719,0,0.0617241384485227,0,0,0,-3.46944695195361e-18,0,0.119742134136585,0.193200620915467,0,0,0,0,0,0,0,0.0770678838886164,0,0.0132837796275165,0,0,0,0,0,0,0,0.00326302130549976,0,0,0,0.0691931923877395,0,0,0,0,0,0,0,0,0,0.0562909199827192,0,0,0,0,0,0,0,0,0,0.00215571493314848,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.193612486913157,0.0864040244094309,0.0186195933895095,0.438532364317231,0,0,0,0,0,0.0934312408311117,0,-0.0172178852904156,0,0,0,0,0,0,0.00324794876995034,0,0,0,0,0,0,0,0,0,0,0.0261288892469418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057616781730936,0,0,0,0,0,0
X600276.SH,0.258817466811653,0,0,0,0.0610256704076608,0,0,0.0228967917278193,0.0433235146435079,0.183739691401567,0.0589785433115597,0,0,0,0,0,0,0,0,-0.0656687248874308,0.0305188201844299,0,0,0,0,0,0,0,0,0,0,0,0.0657126153356078,0,0.0255035125548078,-0.100695974108253,0,0.0656034287672966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217993970809882,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31404181035623,0,0,0,0,0,0,0,0,0.0337578492288,0,0.0677425934570874,0,0.0555535661912877,0,0,0,0.107162721863967,0,0,0,0,0,0,0,0,0.0299165277856306,0.00694972269571228,0,0.0869728365430442,0.020349084570123,0.0458640658118126,0.0382717613847043,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.177908563400373,0,0,0,0,0,0,0.00376825647414746,0,0,0,0.0923798533721086,0,0,-0.0545891364445918,0,0,0,0,0,0,-0.0520762648343489,0,0,0,0.0901495734499244,-0.00699425999233587,0,0,0.182761784874311,0,0,0,0.0382043389434861,0,0,0.0315329958270798,0,0,0,0,0,-0.0105715902697484,0,0,0,0,0,0.0343121739546868,-0.0387180760123955,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495473753289268,0,0.0286046496877957,0.000791414253390858,0,0,0,0,0.0883587940328797,0.00700906944874854,0,0,0.0418893975340862,0,0.141430071273574,0,0.0903517149060916,-0.0494035465869654,0,0,0.073735654790524,0,0,0.0350767098652421,0,0,0,0,0,0,0,0.0272961776388734,0,0,0,0,0,-0.0335736476716863,-0.0192198575943956,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.220603452286457,0,-0.0278115178517883,0,0,0,0,0,0,0.0531510237995308,0.0835379402387817,0,0,0,0,-0.0177582680890278,0,0,0.0769925014208381,0,0,0,0,0,0,0,0,0.165070151543019,0,0,0,0,0.0875773029916341,0,0,0,0,0,0,0,0,0,0,0,0.0214767199533243,0,0,0,0,0,0
X002304.SZ,0,0.327708098922783,0,0,0,0,0,0,0,0.285416072118311,0,0,0,0,0,0,0,0,0,0,-0.0158504665513665,0.0518465729744955,0,0,0,0,0,-0.00193913849615888,0,0.180323053748159,0,0,0.0552899656437211,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0127535943343137,-0.0253799033776831,0,0,0,0,0,0,0,-0.00162407232197946,0,0,0,0,0,0,0
X600031.SH,0,0.0193535524268879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281576369559102,0,0,0.0250249921375645,0.0554960869327323,0,0,0.0781726933917506,0,0,0,0,0,0.349920170847979,0,0,0,0,0,0,0,0,0.0264390724234534,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.0613407483635747,0,0,0,0.00854645352792878,0,0,0,0,0,0
X000568.SZ,0,0.477322328791252,0,0,0,0,0,0.235869428355829,0,0,0,0,0,-0.100380775778531,0,0,0.0347638764678191,0,0,0,0.0611970839114209,0.0887919982183089,0,0,0,0,-0.00018580428580433,0,0,0.0443159134319705,0,0,-0.0559288162630437,0.0196245278019697,0,0,0,0,0,0,0,0,0,0,0,0.0194058965473186,0,0,0,0,0,0,0,0,0,0,0,0,0
