,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002463.SZ,X600418.SH,X002179.SZ,X000977.SZ,X600584.SH,X600066.SH,X600089.SH,X000157.SZ,X600183.SH,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X000921.SZ,X600522.SH,X000066.SZ,X002156.SZ,X600460.SH,X000988.SZ,X600839.SH,X002281.SZ,X600487.SH,X000800.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19844406966954,0,0,0,0,0.00735385292742183,0.0528980574663204,0,0,0,0,0.0313363944926532,0,0,0,0,0,0.102645039300537,0,0,0.155049910192125,0,0,0,0,0,0.0351290484389946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179181739028271,0,0,0,0,0,0.0092077647839082,0,0,0,0,-0.00974962498929147,0,0
X000858.SZ,0.181369674284052,0,0,0,0,0,0,0.0804236738612837,0,0,0,0.201698719121022,0,0,0,0,0,0,0.00431474278557003,0,0,0.217795814949957,0,0,0,0,-0.0904429637205742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416177989717258,0,0,0,0,0.0301450792181339,0,0,-0.084835318050645,0,-0.000257553978434628,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0930496500347738,0,0,0,0.0335588407146171,0.0877205693229872,0,0,0,0,0,0,0,-0.067743033432493,0,0,0,0,0,0.32821571407469,0.181944230925763,0.0575454321046578,0,0.0472218716847065,0,0,0,0,0,0,0,0,0.0575037589139636,0,0,0,0,0,-0.0354233433784334,-0.0227754570132806,0,0,0.0647124908541934,0,0,0,0.0270128470146699,0,0,0.0199390870971549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283168594637232,0,0,0,0.0515872024137687,0,0,0,0.0782990144503422,0.195712821071925,0,0,0,0,0,0,0.217289865576102,0,0,-0.130406775799673,0,0,0,0,0,0,0,0,0,0.0825701220188146,0,0,0,0,0,0,0,0,0,0.0459127345149451,-0.00180949281047223,0,0,0,-0.0888090196631174,0,0
X600690.SH,0,0,0.0722660736687701,0,0,0,0,0,0,0,0,0.0664955639700615,0,0,0,0,0,0,0,-0.0310996584100295,0,0,0,0,0,0,0.00922574196872122,0,0,0,0,0.16625669411249,0,0.041620020816769,0,0,0,0,0,0.275862484795881,0,0,0,0,0,0.0474449589184921,0,0,0,0,0,0.0146870901896049,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0800058558770327,0,0,0,0,0,0.0324787100034919,0,0,0,0,0,0,0,0,0,0.0181454247684199,0,0,0,0,0,-0.134389339403744,0,0,0,0.190144547155653,0,0,0,0,0.044371669661904,0,0,0,0,0,0.0123377178558363,0,0,-0.0712496770095764,0,0.191834285455728,0,0,0,0,0,0,-0.00641854911443926,0.00628050679132628,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0541692800965512,0,0,0,0,0.151776113114209,0,0.0261120986104463,0,0,0,0,0,0.0919805600920797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110344037963549,0.0681557582217393,0.00432160314009453,0,0,0,0,0,0,0,0.00685865814939073,-0.0107750255537165,0,0,0,-0.0889537593087356,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.50925046707986,0,0,0,0,0,0,0,0,0,0.209070552400887,0.0189917140608589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00570352621750241,0.0258486270709994,0,0,0,0,0,0,0,0.0179181550401311,0,0,0,0,0,-0.000126020456220489,0,0
X600104.SH,0,0,0,0,0,-0.0542481350618541,0,0,0,0,0,0,0,0,0,0,0,0.321673614345329,0,0,0,0,0,-0.176819043005566,0.305695245280705,0,0,0,0,0,0,0,0,0,0,1.09242650068258,-0.0737389236232853,0,0,-0.402335890209133,0,-0.150806058905918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0727552588639396,0,0,0,0,0,0.251069257193485,0,0,0,0,0,0,0,0,0,0,0,0.191916947666102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16396307342364,0,0.0741136254543932,0,0,0,0,0,0,-0.00695830465620378,0,0,0,0,0.00312557022898818,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.014863092892623,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.108233843370065,0.0746587349254684,0,0,0,-0.0219360759428153,0,0,0,0,0,0,0,0,0.0356513154284842,0,0,0,0.0497764067798941,0,0,0,0,-0.076535598646076,-0.0190371459185549,-0.0469479875937599,0,0,0,-0.017106949380212,0,0
X000568.SZ,0,0.32616155603918,0,0,0,0,0,0.37639715190488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116120865913262,0,0,0,0,0,-0.00725874263886397,0,0,0,0,0,0,0,0,0,0,0,0.0320190582940779,0,0,0,0,0,0.00330295919993795,-0.00779345444605002,0,0,0,0,0.0183294184595937,-0.00772903426101515,0,0,0,-0.00251345647416019,0,0
