,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X000100.SZ,X600271.SH,X002292.SZ,X600031.SH,X002241.SZ,X000157.SZ,X000338.SZ,X600741.SH,X601877.SH,X600089.SH,X600066.SH,X002129.SZ,X002223.SZ,X002236.SZ,X002475.SZ,X600118.SH,X000016.SZ,X002456.SZ,X600372.SH,X002276.SZ,X600177.SH,X300124.SZ,X600582.SH,X300003.SZ,X000066.SZ,X002294.SZ,X000568.SZ,X600839.SH,X000559.SZ,X600312.SH,X000550.SZ,X000869.SZ,X000581.SZ,X002465.SZ,X002414.SZ,X600252.SH,X002055.SZ,X002489.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.109863777439681,-8.67361737988404e-19,0,0,0.0457737102970724,0.0610980050414827,0,0,0,0.01717301966014,0.0249879819671822,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206575818570616,0,0,0.234389913793364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185642360795825,0,0,0,0.0150765106187817,0.0193159814501989,0,0,0,0,0,0
X600104.SH,0,0,0.105310939906472,0,0,0.0027412323254143,0,0.0358818018735866,0.123822721448449,0,0,0.0318403675765417,0,0,0,0,0,0,0,0,0,0.212586057642806,0,0,0,0,0,0,0,0,0,0,0.016069078744506,0,0.019351153438998,0,0,0,0,0.0145552825567817,0,0,0,0,0,0,0,0,0.00174593342374558,0,0,-0.000121871646725747,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0972792267458859,0,0,0,0,0,0,0,0,0.0169783452520424,0,0,0,0,0,0,0,0,0,0,0.0995279390684921,0.143853259656692,0.061232643824706,0.0521293429943394,0,0,0.167692910690091,0.094288905724334,0,0,0,0,0,0,0.0358267897171434,1.38777878078145e-17,0.0309131827848193,0,0,0,0,0,0,0,0,0,0,-0.0265428425263353,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.198408669617353,0,0,0.0378414008653071,0,0,0,0,0,0,0,0,0,0,0,0,0.149614024752878,0,0,0,0,0,0,0.155639425836443,0,0.0660509344672519,0,0.18718800937568,0.0900945772711046,0,0,0,0.216117383545,0,0,0,0,0,0,0,0.0152834021936677,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0711521031228349,0,0,0,0,0.0661966916683519,0,0,0.0564619864255554,0,0,0,0,0.0828587025440087,0,0,0.0107099589558779,0,0,0,0,0,0,0,0,0.0908820773708998,0,0,0.031627996231888,0,0,0,0,0,0,0,0.27914422023487,0,0.0706306043391647,0,0,0,0,0,0,0,0,0,0,-0.0121605836158233,-0.0106765046146908,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.325034917721938,0,0,0,0,0.0534572467624337,0,4.33680868994202e-19,0,0,0.163811981083395,0,0,0,0,0,0,0.0126963989207053,0,0,0,0,0,0,0,0,0,0.0414919045314714,0,0,0,0.145747170372273,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.77429445769197e-05,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.179432831498723,0,0,0,0.0430417673900164,0,0.0270113460324011,0,0,0,0,0,0,0.175311211323552,0,0,0.0352812761668833,0,0,0,0,0,0.00474341342867393,0,0,0,0,0,0,0,0,0,0,0.517699697483879,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122048941162718,-0.00726890638318355,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.038107192275431,0,0,0,0,0,0,0,0,0,0,0,0.194997482350681,0.139057795212404,0,0.153739417290898,0,0,0,0,0,0,0,0,0.0294280429328555,0,0.00911513311692997,0,0,0,0,0,0.119784982391179,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034101163308259,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0992893581225905,0,0,0,0,0,0.0118387360908084,0,0,0,0.0340909440919462,0,0,0.0794987577253955,0,0,0,0,0,0,0,0,0.00451317081065704,0,0,0,0,0,0,0,0,0,0,0.0203402943651658,0,0.122172599003411,0,0,0,0.111374321676805,0,0,0,0.0552613340987742,0,0,-0.0124640102173269,-0.0116809945608122,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0469527403253618,0,0,0.0181485497549837,0,0,0.205001858799983,0,0,0,0,0,0.0142681875016475,0,0.0648147570581605,0,0,0,0,0,0.0364059329608276,0,0,6.93889390390723e-18,0,0.24660106656708,0,0,0,0,0,0,0.0480597054344188,0,0,0,0,0,0,0,0,0,0,0,-0.00251832584160007,0.0260273313230932,0,0,0,0,0,0
