,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X002129.SZ,X300014.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X300142.SZ,X600703.SH,X000625.SZ,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X000100.SZ,X002180.SZ,X600460.SH,X600522.SH,X000799.SZ,X000733.SZ,X600702.SH,X000157.SZ,X002236.SZ,X600884.SH,X002074.SZ,X600183.SH,X600584.SH,X000800.SZ,X002432.SZ,X600779.SH,X601799.SH,X002414.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.134827463418792,0,0.120558326658596,3.46944695195361e-18,0.16016293647745,0.0900767488843372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121494226326851,0,0,0,0,0,0,0,-0.0407586434057284,0,0,0,-0.0576302943605392,0,0,0,0,0,0,0,0,0,0.172570392557642,0,0,0,0,0,-0.0140590533555735,0,1.73472347597681e-18,-0.0348121740754203,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.193017706478452,0.124376812671284,0.151036448921275,0,0,0,0,0,0,0,0,0,0,0,0,0.0779401523423533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056795429116913,0,0,0.063488991816433,0.0804439606660471,0,0,0,0,0,0,0,0,0,0,0.00752064230809949,0,0,0,0,0,0
X002415.SZ,0,0,0,0.196960721924642,0,0,0,0.0437985430979194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343352759608226,0,0,0,0,0,0,0,0,0,0.0672932943702666,0,0,0.148296985131355,0,0.0650001117470503,0.0598026957949716,0,0,0,0,0.0527236155347697,0,-0.0532838749042797,0,0,0.188613494093969,0.00460905178885433,0,-0.036065281302822,0,0,0,0,0
X600809.SH,0,0.136855979675213,0.168050340374056,0,0.545720924573832,0,0,0,0,0,0,0,0,0,0,0.11502788530956,0,0,-0.0422833811335776,0,0.0195002013672499,0,0,0,0,0,0,0,0,0,-0.0681203012062115,0,0,0,0.0825436901908392,0,0,0.0798329427133583,0,0,0,0,0,0,0,-0.0378628161633086,0,0,0,0,0.0748953707384945,0.0030070412221526,0.0191568213905004,0,0,0,0,0,0
X000568.SZ,0,0.180943000435023,0,0.0442265284407556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263109280537656,0,0.242382857233303,0,0,0,0,0,0,0,0,0,0,0.118761323057283,0,0,0,0,0.0323340338136997,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0110936312876299,0.0357765865720802,0,0,0,0,0,0
X600690.SH,0,0.259179507828928,0,0,0.0835552216236066,0,0,0,0.0470102895357247,0,0,0,0,0,0,0,0,0.03398021345536,0,0.0589161909406276,0,0,0.00474877145927082,0,0,0,0,0,0,0,0.183969422067298,0.0215231540705941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812628397312773,-0.0251836824535975,0,0,0,0,0,0,0
X002304.SZ,0.252552803954623,0,0,0.167054981756871,0,0,0,0,0,0,0,0.0444004749393481,0,0.200679423870056,0,-0.0879633075222147,0,0,0,0,0,0.181515156806214,0,0,0,0,0,0,0,0.0449975255919754,0,0,0,0,0,0,0,0.231789760859759,0,0,0,0,0,0,0,0,0,0,0,0,0.0503629873573556,-0.0146690013676578,0,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.00282584207476805,0,0,0,0,0,0,0,0,0,-0.0818558168655824,0,0.0841411037101208,0.115395772206075,0.13428577927711,0.632773803613939,0,0,0.0226132546178768,0,0,0,0,0,0,0,-0.0239078321810615,0,0,0,0,0,0,0,0,-0.217166916916764,0,0.0230139750497484,0,0,0,0,-0.043820552589182,0,0.0692647866070513,0,-0.20797890317923,0,-0.0151308782210559,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749103602162402,0.392671611820379,0,0,0.161760373932941,0,0,0,0,0,0,0,0.0179952501209315,0,0,0.0660879122348164,0,0,0,0,0.124293499992975,0.068594197487028,0,0,0,0,-0.039972551227842,0.0336454529713756,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0558126569261012,0,0,0,0,0,0,0.139789539679681,0.0410111040206449,0,0,0,0,0,0,0,0,0,0,0,0.1302450885052,0,0,0,0,0,0.0235640022669747,0,0.0219789277890945,0,0,0,0,0,0,0,0,0.0569621050278215,0.059588308733531,0,0,0.0359577213284987,0,0,0,0,0.00592457495110459,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0931011024250036,0,0,0,0,0.0689690471411904,0,0.0405416549166511,0.173234401320958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173395280921363,0,0,0,0,0,0,0,0,0,0,0,0,0.275695248896098,0,0,0,0,0,0,-0.0174159313761738,-0.0104214158247452,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,1.38777878078145e-17,0.275346271748952,0,0,0.0166250985479018,0,0,0,0,0,0,0,0,0.0125649389694585,0,0,0,0,-0.114592952220916,0,0,0,0,-0.0267865851853246,0,0,0,0,0,0.159488624336752,0,0,0,0,0,0,0,0,0,-0.142524875356589,0,-0.0482925775161688,0.569616717197232,0,0,0.14091918149372,-0.169060531986307,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121448374877013,0,0,0,0,0,0,0.171554272750549,0,0,0,0.140803361969655,0,0,0.0256308491711356,0,0.122879347868029,0,0,0,0,0,0,0,0,0,0,0,0,0.234029529506758,0.0087517337026561,0,0,0.0114630221117726,0,0.0187875241116268,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0278633688150064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0265879042264499,0,0,0,0,0,0,0.145638214832591,0,0,0,0,0.0238116202829553,0,0.00860530971372266,0,0,0,0,-0.00629199391771368,-0.00139697186564792,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.182659802020805,0.127381806498324,0,0,0,0.105336216335807,0,0,3.46944695195361e-18,0,0,0,0.0347461243635716,0,0,0,0.0220672498259819,0,0,0.101500748437423,0,0,0,0,0,0,0,0,0.0842365177824165,0,0,0,0,0,0,0,0.17924294465286,0,0.068120305150871,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.132097578872531,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0269993682399115,0.229907483735088,0,0,0,0,0.0811627931347025,0,0,0.0504053010419058,0,0,0,0,0.233560418083806,0,0.0945737115332567,0,0,0,0,0.219518728799189,0,0,0,0,-0.0774266881138335,0,0,0,0,0,0,-0.0193676538285276,0,-0.358708392957116,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300149101879789,0,0,0,-0.130596806473241,0,0.145666917314614,0,0,0,-0.0756176871905941,0,0,0,0.0128808645781855,0,0,0,0,0,0.444673215698657,0,0,0,0,0.10546359883481,0,0,0,0.0172649343083007,0,0,0.0249569064114459,0,0,0,0,0,0
