,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X002463.SZ,X600460.SH,X600702.SH,X300003.SZ,X000988.SZ,X000800.SZ,X300142.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.305536661821229,0.137086792822545,0,0.120959067211578,0,-0.0108671190836251,0.0721222695187271,0,-0.0414090030137471,0,0,0,0,0,0.0527159053548632,0,0,0,0,0.00067293839343555,0,0,0,0,0.0124837826865164,0,-0.0215241972362883,-0.0433442689381263,0,-0.0901286598465518,0,0,0,0,0,0,0,0.0254506990034559,0,0,0.0226658939356598,0,0,0,0.0262576707428836,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.155963353021093,0,0.313705394213018,0,0,0.051777469781673,0,0,0,0,0,0,0,0,0,0,0.141521522664476,0,0,0,0,0,0,0,0,0,0,-0.0124279673914625,-0.0208555843509992,0,0,0,0,0,0,0,0,0,0,0,0.0511632644091159,0,0,0.0814844630007708,0,-0.0227232101407022,0,0,0,0,0.0219570890208496,-0.023335194184866,0,0,0,0,0,0,0
X000568.SZ,0,0.55790059297669,0,0,0,0,0,0,0,0,0.0442790674344594,0,0,0,0,0.0185124334676355,0,0,0.0104494020117851,0,0,0,0,-0.136347033888413,0,0,0,0.00555789949202757,-0.0216037665745147,0,0,0,0,0,0,0,0,0,0,0.07749080895205,0,0,0,0.224795784105331,0,-0.00967922838699038,0,0,0,-0.0283195053710868,0,0.0105891300803166,-0.0514983515176361,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14174209028284,0,-0.0953708049602849,0,0,0.251432347757972,0,0,0.205297355447529,0,0,0,0.342734910963599,0,0,0,0,0,0,0,0,-0.159590110319696,0.233392226140745,0,0,0,-0.0601038840411014,0,0,0,-0.0637477995301875,0,0,0,0.0425334321905153,0,0.00426310611493935,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.222341448466569,0,0,0,0.103228956026967,0,0,0,0,0,0,0,0,0,0.0808663439228921,0,0,0,0,0,-0.154944918705912,0,0.0843078074375523,0,0,0.0346070074164458,0,0,0,0,0,0,0,0.0333103923601948,0,0,0,0,-0.319484163001159,0,0,0,0.14469977472998,0,0,0,0,0,0.00313150174296565,0.0298723378991038,0,0,0,0,0,0
X600809.SH,0,0.124270627075208,0,0,0,0,0,0,0.0712874785358201,0,0,0,0,0,0,0,0,0,0,-0.230352313526989,0,0,0,0,0,0,0,0,0.0190741952519957,0,0,0,0,0,0,0,0,0,0,0,0.0381705526251805,0,0,0,0,-1.73472347597681e-18,0.00037807847675262,0,-0.0955870564634821,0,0.482281589807538,0.0123414242408225,0.00771493079454348,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094934967556911,0,0,0,0.0345453124362617,0,0,-0.0317284829924421,0.0682656655450962,0,0,0,0.0420972341561572,0,0,0.470186951134046,0,0,0,0,0.355236580785743,0,0,0,0,0,0,0,0,0,0.141635749843551,0,0,0,0,0,-0.00655384524044733,-0.0512412795273753,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.209086360574169,0,0,0,0.253530426208903,0,0,0,0,0.0290844685022036,0,0,0.0509591043318327,0,0,0,0,0,0,0,0,0,0,0,0.0632160027091927,0,0,0,0,0.078407448186601,0,0,0,-0.0457842646471377,0.0919740359386703,0.152870064979078,0,-0.0521747296726729,0,0,0,0,0,0,0.0556806218165765,0,0,0.0367998773373277,0,0,0,0,0,0,0
X000651.SZ,0,0,0.107027633791336,0,0,0.0109793980040623,0,0,0,0.307024932846114,0,0.0277851520420887,0,0,0,0,0,0,0,0,0,-0.446079694386181,0,0,0,0.00906019987062026,0,0,4.33680868994202e-19,0.0934972116665684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431142964377756,0,0,0,0,0,0,0,0.0148552938991988,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.04468204641863,0,0,0,0,0,0,0.0712227597370104,0,0,0,0,0.0872296621626049,0,0,0,0,0,0,0.121946179124458,0.173790652995068,0,0,0,0,0,0,0,0.125464979638005,0,0,0,0.222793206513484,0,0,0.0969220189660591,0,0.106936789210343,-0.256022872653498,0,0,0.0966969503341603,0,0.0303273983412779,-0.0716003792993658,0,0,0,0,0,0
