,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X000100.SZ,X601877.SH,X002236.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X002179.SZ,X000625.SZ,X002463.SZ,X000977.SZ,X600271.SH,X002371.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X600177.SH,X600584.SH,X000050.SZ,X002506.SZ,X600066.SH,X002180.SZ,X600487.SH,X600498.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.124266087569187,0,0,0,0,0.149220129705551,0.537267526245503,0,0,0,-8.67361737988404e-19,0,0,0,0.0809517163709647,0.0708081394497621,0,0,0,0,0,0,0,0,0,-0.0791252401669616,0,0,-0.0130832088243066,0,0,0,0,0,0,0,0.00742907340034622,0,0,0,0,0,0,-0.0623815336218435,0,0,-0.0190018518868877,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0841562141624253,0,0,0,0.0166150826987565,0,0.544462191195172,0,0,0,0.0287093659886286,0,0.00926815357106304,0,0.0270842329349591,0,0,0,0,0,0,0,0,0,0.00230622013217921,0,0,0,0,0.0115918328011022,0,0.0186496812560373,0,0,0.0321698770835166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208237233560222,0,0
X600276.SH,0,0.0523888447370997,0,0,0,0,0,0,0,0,-0.0217621077525137,0,0.131534623423681,0.0319646408612592,0,0,0,0.30047657150991,0,0,0.00399738744647535,0.0129820168789257,0,0,0,0,0,0.0416210858062827,0,0,0.0241780711283346,-0.0294890762890895,0,0.0505726249524778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185835854127735,-0.0375239491815168,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.068724808209148,0,0,0,0,0,0.371922302367257,0,0,0,0,-0.0610998546059923,0,0,0,-0.0483281819092132,0,0,0,0,0,0,0,0.0645982876014503,0,0.0461762162026321,-0.217865570992569,-0.110017259140199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872696243003602,0,0,0,0,0,0,0.0593646647597477,0,0
X002415.SZ,0,0.0218736270939227,0,0,0,0,0,0,0,0,0,0,0,0.118106839549661,0,0,0,0,0,0,0,0,0,0,0,0.498698048690082,0,0,0,0.0439261002005612,-0.00717180205581634,0,0,0,-0.0791050765590115,0,0,0,0,0.0346509419660914,0,0,0,0,0,0,0,0,0,0,0,0.0567057498715191,-0.0903549206667723,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0233190062678606,0,0,0,0,0,0,0,0,0,0,0.21717971000198,0.0303311932846505,0,0.0449502672818289,0,0,0,0,0.0431082701492894,0,0,0,0,0,0,-0.0273551170414915,0,0,0,0.0554124917022127,0,0,0,0,0,0,0,0.00359321492246415,0,0,0,-0.0328480792270573,0,0,0,0,0.000521618945487794,0.010723179485728,0,0,0,0,0,0
X002475.SZ,0.185965063646319,0,0,0,0,0,0,0,0.138240629014445,0,0,0,0,-0.0558528852560652,0.031041274316038,0,0,0,0,0.106551978999063,0,0,0,0,0,0,0,-0.00931759643674089,0,0,0.209339174532046,0,0,0,0,-0.117695847353993,0,-0.0470436150517007,0.0306865456314888,0.466575458725061,0,0,0,0,0,0,0,-0.0220150050866855,0,0,0,0,0.0320119454920035,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.27408498860723,0,0,0,0,0.189678901584366,0.115926350904695,0,-0.0350946469049498,0,0.166583283925562,0,0,0,-0.0642705927485422,0.0940247045394203,0,0,0,-0.0329572696490853,0,0,-0.065264196248623,-0.139354241163674,0,0,0,0,0,-0.151331379089889,0.132682219048544,0,0,0,0,0,0,0,0,0,0,0,0,0.0145999044756093,0.0785386171643185,0,0,0,0,0,0
X002304.SZ,0.0109671905630602,0.164349551838242,0,0,0,0,0,0.12250318773125,0,0,0,0,0,0,-0.000822399245222963,0,0,0,0.0417854676469672,0,0,0.183647799434042,0.0638554640553538,0,0,0,0.0445882280517601,0,0,0,0,-0.00773753926332045,0,0,0,0,0,-0.0289134040893877,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00654969751658417,0.0446510407402674,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058561866010168,0,0,0,0.0362463300983893,0,0,0,0,0.194699732761428,0,0,0,0,0,0,0.0307633120146737,0,0,0.0522582309110274,0.0329202058329905,0,0,0,0.0118335630467311,1.73472347597681e-18,0,0,0.102769339821781,0.00688645158061881,0,0,0,0,0,0,0,0.0375548278915676,0.0201546528372948,0,0,0,0,0,0
