,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X000100.SZ,X002236.SZ,X002456.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X600867.SH,X002007.SZ,X600372.SH,X000559.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X600566.SH,X002508.SZ,X002465.SZ,X000981.SZ,X000050.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0224257083941563,0,0.0726593226924603,0,0.232652791807098,0,0,0,0,0,0,0,0,0,0.0647436242801813,0,0,0,0.066464369785342,0,0,0.0182569572092363,0,0.062919417963766,0,0,0,0.156610771316081,0,0,0,0,0,0,0,0,-0.0485437961713732,0,0,0,0.137194523902933,-0.0882311766729167,0,0,0,0,0,0,0,0.0740835701167637,0,0,0,0,0,0,0
X600104.SH,0,0,0.0710965832072727,0,0,0,0,0,0.197314332730292,0,0.143162610872002,0,0,0,0,0,0.0417746288750615,0,0,0.0117077932171889,-0.0145795216967466,0,0,-0.0635594582474494,0,0.147514681400488,0.0291867615408483,0,0,0,0,0,0,0,0,0,0,0,0,0.0703275299293907,0,0,0,0,0,0,0.146540626109641,0,-0.1126873232057,0,0,0.00846327414480192,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0484819064284697,0,0,-0.444646787194043,0,0,0,0,0,0,0.104920367289177,0,0,0,0,0,0,0.113533448522972,0,0,0.030339393647572,0,0.106996470369428,0,0,0.0473466994570324,0,0,0,0,0,0,0,0,0,0,0.0439672456120774,0,0,0.294540246715916,0,0.0538869272465051,0,0.140219856844581,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345009945400381,0,0,0,0,0,0,0,0,0,0.0117398760120495,0,0,0,0,0.00234121415321452,0,0,0,0,0,0,0,0.0541592116979135,0,0.0722064890633105,0,0,0.175744465720511,0,0,0,0.0719392357824986,0,0,0.0813010157741277,0,0,-0.0356292551834975,0.0818134040164586,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0273021581229548,0,0,0.381126938563798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142699024253267,0,0,0,0,0,0.0568785668417143,0,0,0.136641590356845,0,0,0.0174759290935492,0,0,0,0,0,0.0394359930666105,0,0,0.00143612826013368,0,0,0,0,0,0,0
X600276.SH,0.0216425026349186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290305118195505,0,0,0.0197515096280227,0,0,0,0.0898838152920841,0,0,0,-0.158684686293185,0,0,0,0.360433660297153,0.0463855306116645,0,0,0.0314711268106259,0,0.0665788557905019,0,0.0757361503451109,0,0,0,0,0,0,0,-0.0559008172379411,-0.0415444135503242,0,0,0,0,0,0
X002304.SZ,0.136977106023998,0,0,0,0.168229523733899,0,0,0,0,0,0,0,-0.0543443921695217,0.0176538293970815,0,0,0,0,0,0,0,0,0,0.0340329939117673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317461274844963,0.178360373000219,0,0,0,0,0,0,0.0921343866894574,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0099933151733353,0,0,0,0,0,-2.16840434497101e-19,0.169339326027585,0,0,0.0860075795920081,0,0,0.0711526428366021,0,0,0,0,0,0.0911316780004805,0,0,0,0,0,0,0,0,0,0.0453622960395768,0,0,-2.71050543121376e-20,0,-0.0318057773927986,0,0.0393213028277166,0,0.110726261831001,0,0,-0.038077249525307,-0.0131827681408131,-0.0988715013330789,0,0,0,0,0
X000625.SZ,-0.0712300469047716,0,0,0,0,0,0,0,0,0,0,0,-0.0768074551773502,0,0.0365135820237334,0.193051534858292,0,0,0,0,-0.0464080413996954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759291583440913,0,0,0,0.103450807109526,0,0.0108481794771856,0,0.0502109153155535,0,0.087696171416874,0,0,0.02179388836969,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0897921300343764,0,0,0,0,0,0,0,0,0,0,0.0177190268431721,0,0,0.0134904078233329,0.0643556389930249,0,0,0,0,0.014697891311464,0.118987557217629,0,0.108335625078083,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.128973057820812,0,0,0.119703009033021,0,0,0,-0.0378498796643135,0,0.0528622603613875,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0664845791567262,0,0,0.0726931700171278,0,0,0,0,0,0.0952391875676125,0,0,0.112146173754116,0.085656717041763,0,0,0,0,0,0,0,0,0,0,0,0,0.0614182272041152,0,0,0,0,0,0,0,0,0.0177418220334379,0.134459629218415,0.210940681719575,0.0818013189972964,0,0,0,-0.0843360850143181,0,0,0,0,0,0.0270095131414732,0,0,0,0,0,0
X600741.SH,0,0.284118985743532,0,0,0,0,0,0,0,0,0,0,0.0390606542793183,0.0525517459353964,0,0.0145398482516809,0.0903603445283716,0,0,-0.063516846577904,0,0,0,0,0,0.228264430490248,0,0,0,0,0,0,0,0.0273852892153958,0,0,0,0,0,0.0649674685185623,0,0,0,0.0618934029319338,0,0,0.0182667274564621,0,0,0,0,0,0.0208450740269972,0,0,0,0,0,0
X600703.SH,0,0,0,0.157536737214232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151417999236289,0,0,0.0402369893046497,0,0,-0.106793147509731,0,0,0,0,0,0,0.0501508513729848,0,0,0,0,0,0,0.108154609513382,0,0,0,0.0309997735937242,0,0,0,0,-0.0644132541496037,0,0,0,0,-0.0442623096268543,0.0430083659666563,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.351860321058991,0,0.113999760163151,0,0,0,0,0,0,0,0,0,0.0601856597996138,0,0,0,0.0186492911173351,0,0,0.0759468361464918,0,0,0,-0.115065494456305,0.0255422332959652,0,0.0368573276585331,0,0.178573573737791,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503214682948116,0,0,0,0,0,-0.00868515822360553,0.0630314877477792,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0675166995387844,0.0683720367395434,0,0,0.0667832171489096,-0.150715422356525,0,0.102326002800093,0.0166727663562931,0,0,0,0,0,0.00124673843259396,0,0,0,0,0,-0.0933813390133968,0,0,0,0.323573669352969,0,0.00857855400215801,0,0,0,0.210753410847873,-0.21003592267878,0,0,0,0,0,0,0,0.0239903612514651,0.0817200749031136,-0.0720065508696583,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188753692407901,0.0776842034047377,0,0,0.198751624687775,0,-0.0619852331835436,0,0.0284387531577329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857340747384634,0,0,0,0,0,0,0,0,0,0,0,0.0306711893919887,0,0.0983316646236466,0,0,0,0,0
X002241.SZ,0,0,0.227897483692697,0,0,0,0,0.0928964533498993,0,0,0,0,0,0,0,0,0,0,0,0,0.0738336992318735,0,0,0,0,0,0,0,0,0.0719828239915206,0,0,0.343230328727188,0.116215893004942,0,0,0,0,0,0.220018382510752,0,-0.0882181995308771,0,0,0,0,0,0.0648945853021595,0.0783348698478678,0,0,-0.00900958329234121,0.055483379876587,0,0,0,0,0,0
