,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600031.SH,X002241.SZ,X002475.SZ,X600066.SH,X002456.SZ,X000338.SZ,X600271.SH,X002236.SZ,X002085.SZ,X600118.SH,X600177.SH,X000157.SZ,X002292.SZ,X600867.SH,X002007.SZ,X000559.SZ,X600372.SH,X002180.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X600089.SH,X002426.SZ,X601877.SH,X600522.SH,X002508.SZ,X000550.SZ,X002465.SZ,X000050.SZ,X600566.SH,X000981.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.00603589358886194,0,0,0,0,0,0,0,0,0.0707042956834822,0.0417782435389548,0,0,0,0,0,0,0,0.270641874557528,0,0,0,0.0928686114074588,0,0,0,0,0,0,0,0,0,0,0,0,0.140212528409133,0,0,0,0,-0.0342439080941136,0,0,0,0.0853107764570866,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0382534786375935,0,0,0,0,0,0,0,0,0,0.0620395445603728,0,0,0,0,0,0.0271435942347656,-0.0249742249993834,0,0.18922336448458,0,0.0498614401392823,0,0,0,0,0,0,0.053707852286518,0,0,0,0.0667648394443197,0,0,0,0,0,-0.0582516249417147,0,0,-0.0556882150148153,0.141582344483356,0,0,0.0555078542869691,0.0396526816669578,0.10890317530603,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.147714670380108,0,-0.157464336796704,0,0.243388871565507,-0.019402053213732,0.13622339062378,0,0,0,0,0.127531236164592,0,0,0.0458103483905096,0,0,0,0,0,0,0,0,0.213583508521777,0,0,0,0,0,0,0,0,0,0.00838102328002825,0.297177961886998,0,0,0,0,0.0700743312071545,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.00349562080638338,0,0,0,0,0,0,-0.0441519762677501,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0190857178570251,0,0,0.0236082167451526,0,0,0,0,0,0,0,0,0,0.0659914513355501,0,0,0,0.0594621111098143,0.157055512906103,0,0,0.0632013596852559,0.128071478607153,0,0,0,0,0,-0.0611644486074811,0.0909688915214702,-0.115588545069176,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337735133227624,0,0,0,0,0,0,0,0,0.0243683337505281,0,0,0,0,0.151750704112556,0.0948720489079244,0,0.0605960526296492,0.0412030673158771,0,0.211204778272363,0,0,0,0,0,0,0,0.0266367348143426,0,0,0,0,0,0,0,0,0.0297155417446703,0,0,0,0,0,0,0
X600276.SH,0.00414203944960158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537107983489685,0,0,0,0.0257856992064205,0,0,0,0,0,0,0,-0.0757271020581782,0.0827155091072898,0,0,0.214603497738073,0.111649949117177,0,0,0,0,0.064158384078218,0,0,0,0,-0.102850897072106,0.220916316722481,0,0,0,-0.0211609938468385,-0.0482795997009124,0,0,0,0,0,0
X002304.SZ,0.33226537448683,0,0,-0.00669461858242108,0.123659669690103,0,0,-0.0247475071730799,0,0,0,0.0978087243153486,0,0.0492949352532825,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971241033952302,0,-0.009217642383213,0,0,0,0,0.20834406717535,0,-0.0128018958899731,-0.00514265375325088,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141135454769387,0,0,0,0.0723727884736935,0,0,0,0.0594505516091193,0,0.0671550610157802,0,0,0.0741676271256346,0,0,0,0,0,0,0,0,0,0.0608971464355387,0,0,0,0,-0.0302411971660296,0.123221078015978,0,0,0,0.0552088402679294,0,0,-0.0461382039331421,-0.00708974027479058,-0.0855174199104609,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0367814153193273,0,0,0,0,0,0,0.00758306223895601,-0.0550716372300842,0,0,0,0.0975937494463625,0.124524838887625,0,0,0,0,0,0,0,0,0,0,0,0.0965897682699432,0,-0.0648721799385341,0,0,0,0,0,0.0639849884654802,0,0.130503780586638,0.00626248107191628,0,0,0.00750429097231742,0,0,0,0.059970819967913,0,0,0.104661178792255,-0.019870003594133,0,0,0,0,0,0
X000063.SZ,0,0,0.0205608755972912,0,0,0,0,0.0872170007134313,0,0,0,0,0,0.0822407337170327,0.102793374788173,0.0708662891120656,0,0,0,0.103524466268367,0,0,0,0,0,0,0,0,0,0.042900096954195,0,0,0,0,0,0,0.0651919358542649,0.00473216192282923,0,0,0,0.022275323048754,0,0.0138007242596025,0,0,0,0,0,0.021068931055645,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.028142293577507,0,0.0474228884120209,0,0,0,0,0,0,0,0,0,0.123277547990832,0.0434470125805585,0,0,0,0,0,0.0707382977015356,0,0,0.30756642955422,0,0,0,0,0,0,0,0,0,0,0,0.0846758525132199,0,0,0,0.0499822999250327,0.0366662591330675,0,0,0,0,0,-0.0550137980466787,0,0,0,0.060327188777159,0,0,0,0,0,0
