,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X002304.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X002463.SZ,X600089.SH,X600584.SH,X000157.SZ,X600372.SH,X002028.SZ,X600703.SH,X600741.SH,X000977.SZ,X600066.SH,X002236.SZ,X600418.SH,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X600487.SH,X000800.SZ,X002180.SZ,X000921.SZ,X002294.SZ,X601799.SH,X002074.SZ,X600177.SH,X002129.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.180047977469954,0,0,0,0,0,0,0.123752088468403,0.242174445812708,0,0,0,0,0.0080531264458567,0,0,0,0.0449894733715556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329410355938476,0,0,0,0,0,0,-0.0575147593786306,0,0,0,0,0,0,0,-0.0416346278434341,0,0,0,0.0201597471897684,0,0
X000858.SZ,0.0338959414748482,0,0,0,0,0,0,0,0.25442641521854,0,0,0,0.0042381831815817,0,0,0,0,0,0.0832842203512208,0.205434650121037,0,0,0,0,0,0,0,0,0,0,0,0.217284699027342,0,0,0,-0.0505868563324802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802979069727712,0,0,0,0.0243533398126408,0,0
X600276.SH,0,0,0,0,0,0,0.0217858919068952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0637543233998266,0,0,0,0,0,0,0,-0.0168371869622835,0,0,0,0,0,0,0,0,0.285951542272791,0,0,0,0,0.192378888925068,0,-0.0676860924353893,0.0192619795966928,0.00518956528662008,0,0,0.00619711230363324,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.223943225232899,0,0,0,0,0,0,0,0,-0.0249986387255126,0,0,-0.0761219437651961,0,0.494694481382065,0,0,0,0.158061203402316,0,0,0,0,0,0,0.0276737741810951,0,0,0.0821174248609318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000138067008894762,-0.0739667668087167,0,0,0,-0.0285776485882151,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0494682429231447,0,0,-0.115364249600233,0,0,0,0.100055902124061,0,-0.0871328130772695,-0.00401355117102217,0,0,0,0,0,-0.0478422625846733,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542534411594156,0,0,0,0,0,0,0,0,-0.0541519307634098,0,-0.406330456791221,0,0,0.0401913339584649,0,0,0,0,-0.00518677949657491,0,0
X002415.SZ,0,0,0,0,0,0,0.193262602623445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331053691169417,0,0,0,0,0,-0.124434359622133,0,0,0,0,0,0,0.0871665913587105,0.0633653149989877,0,0,0,0.276766688712748,0,0,-0.098993303639325,0,0,0.050576846977758,-0.0891059486545861,0,0.0650123060597241,0,0,0.0338309571855127,0,0,0,0,0.0161234602199935,0,0
X600690.SH,0,0,0.0377192729248572,0,0,0,0,0.295847743798925,0,0,0,0.0284716920280036,0,0,0,0,0,0,0.0991269547379002,0,0,0.062353659670081,0,0,0.00745950941783727,0,0,0,0,0,0,0,0,0,0,0,0.10768899201385,0,0.0541794648136015,0,0,0,0,0.239384417327979,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198397155705322,0,0
X000651.SZ,0,0,0,0,0,0,0.111651483893426,0,0.0346200096504409,0,0,0,0,0,0,0,0,0,0.024616255207661,0.0145419083523983,-0.00255294131626812,0,0,0,0,0,-0.0175823264094453,0,0,0,0,0,0,0.0578075370961768,0,-4.33680868994202e-19,0,-0.0118918829087638,0,0,0,0,0,0.1376249828262,0,0,-0.0460165027887253,0,0,0,0,-0.00651066451159195,1.0842021724855e-19,0,0,0,-5.42101086242752e-20,0,0
X600809.SH,0,0,0,0,0.0542673488037384,0,0,0,0,0.176282683303254,0,0,0,-0.0670741919409019,0.0157402584862908,0,0,0,0,0.628323872417794,0,0,0,0,0,0,0,0,0.0580302120786147,0,0,0,0,0,0,0,0,0,-0.04508147910056,0,-0.128918723834406,0,0,-0.00178918989075326,0,0,-0.0327970027873028,0,0,0,0,0.0190752959567482,0,0,0,0,0,0,0
X000568.SZ,0.299948837352646,0.23635251015516,0,0.0872209087119649,0,0,0,0,0.251231978290405,0,0,0,0,0,0,0,0,0,0,0.14015550311738,0,-0.0417340437395307,-4.33680868994202e-19,0,0,0,0.0372864512331108,0,0,0,0,0,4.33680868994202e-19,0,0,0.0439775392204722,0,-0.0697544696781774,0,0,-0.0616048600723099,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501771828781745,0,0,-0.0067818177618913,0,0
