,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600271.SH,X600118.SH,X002129.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002236.SZ,X600582.SH,X600066.SH,X002292.SZ,X600060.SH,X300124.SZ,X000977.SZ,X000559.SZ,X002475.SZ,X002456.SZ,X000800.SZ,X601877.SH,X600435.SH,X002491.SZ,X002465.SZ,X600839.SH,X300003.SZ,X002294.SZ,X000581.SZ,X000623.SZ,X002007.SZ,X600867.SH,X000568.SZ,X000869.SZ,X300146.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.035409892100737,0,0,0,0,0,0.165427844066634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298036052608109,0,0,0,0,0,-0.00124356913362404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038692295897371,0.265147582063495,0,0,0.0769566685590261,0,0.00286806307906419,0.0129751280184745,0,0,0,0,0,0
X600104.SH,0.0409188641844467,0,0,0.146628156841882,0.0756036495978377,0,0.0200701005195632,0,0,0,0,0,0,0.0093232020904899,0,-0.023838011465765,0.0580894553731074,0,0,0.0228681819977213,0,0,0,0,0.0506438126345035,0,0.0679148243215181,0.0198595982476824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349906358209045,0,0.0500366574680536,0,0,0.141393875412884,0,0,0,0,0,-0.000781868908995875,0,0,0,0,0,0
X002415.SZ,0,0,0,0.165228408564141,-1.73472347597681e-18,0.0170651399123773,0.0718089454682926,0,0,0,0,0,0,0,0,0,0,0.0708572861747956,0,0,0,0,0.111552097183438,0,0.0722755695325262,0,0,0.0159231501503594,0,0,0,0,0,0,0,0,0,0,0,0,0.0014925521518552,0,0,0.311207005890466,0,0,0,0,0,0,0,0,-0.034884903898843,0,0,0,0,0,0
X000651.SZ,0,0.113915956149552,0.0788739545205405,0,0,0.0438660434952982,0.017337513171374,0,0,0,0.147320706723878,0,0,0,0,0,0.0764836285102193,0.0397249008977897,0.151469541011713,0,0,0,0,0,0,0,0,0,0,0,0.0572814811987366,0,0,0,0,0,0,0,0,0.0129522902040764,0,0,0,0,0,0,0,0,0,0,0,0.00197712284299885,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176493627844807,0,0,0,0,3.46944695195361e-18,0.0611399969914439,0,0,0,0,0,0,0,0,0,0,0,0.0021343747738731,0,0,0,0,0,0,0,0.215358997426824,0,0,0.213116015956609,0.0897204261458508,0,0.205505762122674,0,0,0,0,-0.0183983649116317,0,0,0,0,0,0,0
X000625.SZ,0,0,0.291513691985855,0.029027537181158,0,0,0,0,0,0,0,0,0,0,-0.0250035200269477,0,0.0622682063528279,0,0,0,0,0,0.142360805288126,0,0.0493994134983356,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458038511224042,0,0,0,0,0,0,-0.0447488464963195,0,0.0206007788492423,0,0,0,0,0,0.0282737833656619,0,0,0,0,0,0
X000063.SZ,0.0871905300504932,0,0.000293119146511335,0,0,0,0,0.0487119749119285,0,0,0,0,0.197762566086982,0,0,0,0,0,0,0,0.0704931617790675,0,0.0781496799390227,0,0.0695327326287388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729445762534828,0,0,0,0,0,0.158458478402012,0,0,0,0,0,-0.0128018578540818,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0980358424056247,0,0.600976618563261,0,0,0,0.090102572331763,0,0,0,0,0,0,0,0,0,0,0,0.0527514367043134,0,0,0,0,0,0,0.0234692988563362,0,0,0,0,0,0,0,0,0,0,0,0.0191490598590554,0,0,0,0.0678714070238811,0,0,0,0.0035217432157961,-0.0066819993517516,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.118622941506123,0.094086713068328,0,0,0,0,0,0.021919158397835,0,0,0,0.121379968977569,0,0,0,0,0,0.0325884846281274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452069691424176,0,0,0.135263531151739,0.0429339772320178,0.0812007393147065,0,0,0,0.00107243988367592,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0450912598871025,0,0,0,0,0,0,0,0,0,0,0,0,0.0767271353283139,0,0.361300012289357,0.0696530311999143,0.070291056363264,0,0,0,0,0,0,0,0.0387782139417142,0,0,0,0,0,0,0.0649438343276583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297512990020939,0,0,0,0,0,0
